"BirdID","Disperse","Inherit","DispersalDate","DispersalMonth2","NatalTerritory","DisperseTerritoryID","DisperseStatus","NatalStatus","DisperseStatus2","Age_at_disp1","Age_at_disp2","BirthDate1","BirthDate2","Reached_min_age_1","Reached_min_age_2","DispersalYear","BirthYear1","BirthYear2","PopDensity.all","PopDensity.old","GroupSize.all","GroupSize.old","NoTranslocationEvents","TranslocationYN","Distance","NatalTerritorySize","DisperseTerritorySize","InsectAbundance","InsectDensity","SexEstimate","Novel.environment.score","StndBody.mass","BodyMass","Weather","Observer","TentColour","ExplorationBranchOrientation","ReleaseMethod","Time.between.tests","Social.status","TentPoles","BranchHeight","Days.into.season","Testno","Ageclass","Age","Age2","Age_sq","Season"
1729,1,NA,"2002-01-17","W",47,20,"BrM","CH",1,138,138,"2001-09-01","2001-09-01",NA,NA,2002,2001,2001,275,256,3,2,NA,"N",294.416371827383,1737,1666,NA,NA,1,11,0.392866457,15.80000019,"S","DLG","B","D","P",6,"Primary",0,0,11,3,"A",1.342325889,1.577975073,15499969,11.1
1729,1,NA,"2002-01-17","W",47,20,"BrM","CH",1,138,138,"2001-09-01","2001-09-01",NA,NA,2002,2001,2001,275,256,3,2,NA,"N",294.416371827383,1737,1666,NA,NA,1,114,0.300866059,17.60000038,"S","VS","B","D","P",100,"Primary",0,0,111,4,"A",1.388501531,1.672807058,16297369,111.1
1729,1,NA,"2002-01-17","W",47,20,"BrM","CH",1,138,138,"2001-09-01","2001-09-01",NA,NA,2002,2001,2001,275,256,3,2,NA,"N",294.416371827383,1737,1666,NA,NA,1,38,0.438866656,15.5,"S","LMG","G","P","P",306,"Primary",0,0,52,5,"A",1.529798993,1.977767884,18861649,52.1
1729,1,NA,"2002-01-17","W",47,20,"BrM","CH",1,138,138,"2001-09-01","2001-09-01",NA,NA,2002,2001,2001,275,256,3,2,NA,"N",294.416371827383,1737,1666,NA,NA,1,53,0.300866059,15.60000038,"S","SAK","B","D","P",127,"Primary",0,0,5,2,"A",1.339555351,1.572360791,15452761,5.1
1729,1,NA,"2002-01-17","W",47,20,"BrM","CH",1,138,138,"2001-09-01","2001-09-01",NA,NA,2002,2001,2001,275,256,3,2,NA,"N",294.416371827383,1737,1666,NA,NA,1,28,0.392866457,16.5,"S","HE","B","D","P",0,"Primary",0,0,30,1,"A",1.280912287,1.455533946,14470416,30.2
1729,1,NA,"2002-01-17","W",47,20,"BrM","CH",1,138,138,"2001-09-01","2001-09-01",NA,NA,2002,2001,2001,275,256,3,2,NA,"N",294.416371827383,1737,1666,NA,NA,1,47,0.300866059,15.60000038,"P","MB","G","D","P",581,"Primary",0,0,54,6,"A",1.798079468,2.618083223,24245776,54.2
1750,1,NA,"2004-03-16","W",7,1,"BrM","B",1,596,596,"2002-07-29","2002-07-29",NA,NA,2004,2002,2002,333,284,3,3,NA,"N",73.3757453113766,2144,887,1073.733246256,3.666520462,1,52,0.519917271,17,"S","SP","B","D","H",0,"Primary",0,0,91,1,"A",0.888881093,0.773087232,8732025,91.1
1763,1,NA,"2003-02-02","W",17,3,"BrF","CH",1,239,206,"2002-06-08","2002-07-11",NA,NA,2003,2002,2002,333,270,3,2,NA,"N",270.534655820655,1562,2167,NA,NA,0,14,-0.546842264,14.19999981,"C","MB","G","P","P",0,"Primary",0,0,117,1,"A",1.430521364,1.761171226,17040384,117.1
1801,1,NA,"2004-07-01","S",137,138,"BrM","ABX",1,566.958333333333,566.958333333333,"2002-12-12","2002-12-12",NA,NA,2004,2002,2002,333,284,3,3,NA,"N",144.89996549344,2589,2267,1073.733246256,3.666520462,1,12,-0.020477541,15.80000019,"P","DLG","B","D","P",0,"Primary",0,0,27,1,"A",1.134073748,1.179836173,12152196,27.1
1819,1,NA,"2009-04-20","W",79,171,"BrM","ABX",1,2084.95833333333,2084.95833333333,"2003-08-05","2003-08-05",NA,NA,2009,2003,2003,330,304,5,3,1,"Y",53.9351462406472,2304,1288,981.912924396,2.75125573,1,121,0.315515533,16.60000038,"S","HD","B","D","P",0,"Primary",0,0,196,1,"A",0.934133221,0.843109248,9320809,196.1
1821,1,NA,"2003-02-02","W",139,54,"BrF","CH",1,170,170,"2002-08-16","2002-08-16",NA,NA,2003,2002,2002,333,270,3,2,NA,"N",426.431706138275,2464,1099,NA,NA,0,75,-0.310769231,16,"C","MB","G","P","P",196,"Primary",0,0,74,2,"A",1.378804646,1.652695042,16128256,74.1
1821,1,NA,"2003-02-02","W",139,54,"BrF","CH",1,170,170,"2002-08-16","2002-08-16",NA,NA,2003,2002,2002,333,270,3,2,NA,"N",426.431706138275,2464,1099,NA,NA,0,20,-0.218768834,14,"P","HE","B","D","P",0,"Primary",0,0,29,1,"A",1.288300389,1.470041075,14592400,29.2
1824,1,NA,"2008-11-03","W",22,36,"BrF","ABX",1,1912,1912,"2003-08-10","2003-08-10",NA,NA,2008,2003,2003,361,329,5,5,1,"Y",159.298462013919,1809,2169,981.912924396,2.75125573,0,26,-0.000698318,15.39999962,"C","DLG","B","D","P",686,"Primary",0,0,23,2,"A",1.020943427,0.983831636,10504081,23.1
1824,1,NA,"2008-11-03","W",22,36,"BrF","ABX",1,1912,1912,"2003-08-10","2003-08-10",NA,NA,2008,2003,2003,361,329,5,5,1,"Y",159.298462013919,1809,2169,981.912924396,2.75125573,0,0,-0.046698517,14.10000038,"S","SP","B","D","H",0,"Primary",0,0,68,1,"A",0.704178528,0.510973243,6528025,68.1
1824,1,NA,"2008-11-03","W",22,36,"BrF","ABX",1,1912,1912,"2003-08-10","2003-08-10",NA,NA,2008,2003,2003,361,329,5,5,1,"Y",159.298462013919,1809,2169,981.912924396,2.75125573,0,28,0.275302875,17,"S","HE","G","P","P",366,"Primary",0,0,24,3,"A",1.189946273,1.281905192,13010449,24.1
1824,1,NA,"2008-11-03","W",22,36,"BrF","ABX",1,1912,1912,"2003-08-10","2003-08-10",NA,NA,2008,2003,2003,361,329,5,5,1,"Y",159.298462013919,1809,2169,981.912924396,2.75125573,0,49,-0.092698715,17,"S","LMG","G","P","P",43,"Primary",0,0,67,4,"A",1.209801799,1.319016322,13322500,67.1
1824,1,NA,"2008-11-03","W",22,36,"BrF","ABX",1,1912,1912,"2003-08-10","2003-08-10",NA,NA,2008,2003,2003,361,329,5,5,1,"Y",159.298462013919,1809,2169,981.912924396,2.75125573,0,44,-0.046698517,14.30000019,"C","HE","B","P","P",332,"Primary",0,0,34,5,"A",1.363104928,1.620355123,15856324,34.1
1869,1,NA,"2005-03-20","W",83,154,"BrM","ABX",1,591,591,"2003-08-07","2003-08-07",NA,NA,2005,2003,2003,294,267,5,5,1,"Y",333.677988485905,1903,1333,757.701528839,3.151624758,1,53,0.085230772,15.89999962,"P","HE","B","P","P",0,"Primary",0,0,40,1,"A",1.297535517,1.488260614,14745600,40.2
1877,0,1,NA,NA,125,NA,NA,NA,NA,NA,NA,"2003-09-24","2003-09-24",1,1,NA,2003,2003,393,349,6,5,1,"Y",NA,NA,NA,578.85254053,2.824358152,1,13,0.457664659,17.10000038,"P","DLG","B","D","P",697,"Primary",0,0,30,2,"A",1.003396683,0.954709868,10259209,30.1
1877,0,1,NA,NA,125,NA,NA,NA,NA,NA,NA,"2003-09-24","2003-09-24",1,1,NA,2003,2003,393,349,6,5,1,"Y",NA,NA,NA,578.85254053,2.824358152,1,3,0.871666448,16.89999962,"P","MH","B","D","H",0,"Primary",0,0,64,1,"A",0.681552464,0.481480781,6280036,64.1
2966,1,NA,"2005-01-13","W",8,24,"BrM","OFL",1,322,322,"2004-02-26","2004-02-26",NA,NA,2005,2004,2004,313,284,6,4,1,"Y",154.673850407882,1884,1532,757.701528839,3.151624758,1,10,0.326547695,16,"S","HE","B","D","P",0,"Primary",0,0,37,1,"A",0.864869759,0.736860319,8427409,37.2
2966,1,NA,"2005-01-13","W",8,24,"BrM","OFL",1,322,322,"2004-02-26","2004-02-26",NA,NA,2005,2004,2004,313,284,6,4,1,"Y",154.673850407882,1884,1532,757.701528839,3.151624758,1,9,0.004546304,15,"P","SH","B","D","P",358,"Primary",0,0,29,2,"A",1.030178555,0.999296838,10634121,29.2
2966,1,NA,"2005-01-13","W",8,24,"BrM","OFL",1,322,322,"2004-02-26","2004-02-26",NA,NA,2005,2004,2004,313,284,6,4,1,"Y",154.673850407882,1884,1532,757.701528839,3.151624758,1,35,0.096546702,16.39999962,"P","HE","B","P","P",383,"Primary",0,0,47,3,"A",1.207031261,1.313811623,13278736,47.2
2968,0,1,NA,NA,55,NA,NA,NA,NA,NA,NA,"2003-10-02","2003-08-31",1,1,NA,2003,2003,357,325,9,5,1,"Y",NA,NA,NA,578.85254053,2.824358152,0,15,-0.2297167,14.5,"S","LJR","B","D","P",0,"Primary",0,0,38,1,"A",0.933209708,0.841657393,9308601,38.2
2978,1,NA,"2004-01-09","W",82,86,"BrF","CH",1,216,216,"2003-06-07","2003-06-07",NA,NA,2004,2003,2003,366,313,3,2,NA,"N",60.8276253029822,2502,908,1073.733246256,3.666520462,0,27,-0.046360253,15.5,"S","HE","B","D","P",0,"Primary",0,0,41,1,"A",0.988620478,0.93045267,10055241,41.2
2986,1,NA,"2005-03-20","W",69,82,"BrF","ABX",1,379,379,"2004-03-06","2004-03-06",NA,NA,2005,2004,2004,294,267,3,3,1,"Y",383.01566547597,1180,2329,757.701528839,3.151624758,0,32,0.248107547,16.10000038,"C","MB","G","P","P",0,"Primary",0,0,117,1,"A",1.13638253,1.183984923,12187081,117.1
2991,1,NA,"2005-01-13","W",83,179,"BrM","ABX",1,412,412,"2003-11-28","2003-11-28",NA,NA,2005,2003,2003,313,284,4,4,1,"Y",55.9016994374947,1903,1650,757.701528839,3.151624758,1,112,0.288305943,16.10000038,"P","HE","B","P","P",488,"Primary",0,0,22,2,"A",1.306770646,1.506575294,14899600,22.1
2991,1,NA,"2005-01-13","W",83,179,"BrM","ABX",1,412,412,"2003-11-28","2003-11-28",NA,NA,2005,2003,2003,313,284,4,4,1,"Y",55.9016994374947,1903,1650,757.701528839,3.151624758,1,43,0.38030634,16.5,"C","HE","B","D","P",0,"Primary",0,0,50,1,"A",1.081433517,1.086858014,11370384,50.2
3085,1,NA,"2007-06-28","S",3,20,"BrF","H",1,978.958333333333,978.958333333333,"2004-10-22","2004-10-22",NA,NA,2007,2004,2004,393,349,6,5,NA,"N",57.2800139664787,2167,2583,578.85254053,2.824358152,0,30,-0.588883726,14.39999962,"S","MB","G","D","P",976,"Primary",0,0,43,3,"A",1.263365543,1.421323551,14182756,43.2
3085,1,NA,"2007-06-28","S",3,20,"BrF","H",1,978.958333333333,978.958333333333,"2004-10-22","2004-10-22",NA,NA,2007,2004,2004,393,349,6,5,NA,"N",57.2800139664787,2167,2583,578.85254053,2.824358152,0,17,-0.588883726,14,"S","DLG","B","D","P",709,"Primary",0,0,11,2,"A",0.812691285,0.660353837,7784100,11.1
3085,1,NA,"2007-06-28","S",3,20,"BrF","H",1,978.958333333333,978.958333333333,"2004-10-22","2004-10-22",NA,NA,2007,2004,2004,393,349,6,5,NA,"N",57.2800139664787,2167,2583,578.85254053,2.824358152,0,15,-0.40488293,15.19999981,"P","SP","B","D","H",0,"Primary",0,0,33,1,"A",0.485305989,0.249636557,4330561,33.1
3087,1,NA,"2006-03-12","W",16,27,"BrM","ABX",1,561,561,"2004-08-28","2004-08-28",NA,NA,2006,2004,2004,384,317,4,3,NA,"N",80.3990049689671,2716,2158,757.7015,3.849519826,1,29,0.291245296,16.60000038,"S","SAK","B","D","P",0,"Primary",0,0,113,1,"A",0.885187042,0.767471999,8684809,113.1
3089,1,NA,"2005-09-27","S",140,86,"BrM","FL",1,326.958333333333,326.958333333333,"2004-11-04","2004-11-04",NA,NA,2005,2004,2004,294,267,3,2,NA,"N",314.61246002026,2027,1330,757.701528839,3.151624758,1,20,0.848895145,18,"S","HE","B","D","P",0,"Primary",0,0,41,1,"A",0.750354169,0.572933945,7049025,41.2
3094,1,NA,"2006-03-12","W",128,53,"BrF","ABX",1,553,553,"2004-09-05","2004-09-05",NA,NA,2006,2004,2004,384,317,5,4,NA,"N",195.501918149158,1045,2655,757.7015,3.849519826,0,5,0.008225949,15,"P","HE","B","D","P",0,"Primary",0,0,29,1,"A",0.941521324,0.854758336,9418761,29.2
3094,1,NA,"2006-03-12","W",128,53,"BrF","ABX",1,553,553,"2004-09-05","2004-09-05",NA,NA,2006,2004,2004,384,317,5,4,NA,"N",195.501918149158,1045,2655,757.7015,3.849519826,0,10,0.238226943,16.60000038,"P","HE","B","P","P",336,"Primary",0,0,20,3,"A",1.175631825,1.255423473,12787776,20.1
3094,1,NA,"2006-03-12","W",128,53,"BrF","ABX",1,553,553,"2004-09-05","2004-09-05",NA,NA,2006,2004,2004,384,317,5,4,NA,"N",195.501918149158,1045,2655,757.7015,3.849519826,0,23,0.054226147,15.5,"S","LMG","G","P","P",171,"Primary",0,0,49,2,"A",1.02048167,0.983060874,10497600,49.1
3453,1,NA,"2005-01-13","W",56,60,"BrF","CH",1,90,90,"2004-10-15","2004-10-15",NA,NA,2005,2004,2004,313,284,3,2,NA,"N",78.63841300535,1896,1267,757.701528839,3.151624758,0,5,-0.226491753,15.10000038,"S","DLG","B","D","P",0,"Primary",0,0,26,1,"A",0.822849926,0.675010813,7907344,26.1
3456,1,NA,"2006-03-12","W",109,38,"BrM","ABX",1,637,637,"2004-06-13","2004-06-13",NA,NA,2006,2004,2004,384,317,5,4,NA,"N",55.7135531087365,1107,1213,757.7015,3.849519826,1,6,0.118128684,16,"S","HE","B","D","P",0,"Primary",0,0,53,1,"A",0.82238817,0.67434209,7901721,53.2
3462,1,NA,"2006-03-12","W",101,40,"BrF","ABX",1,330,330,"2005-04-16","2005-04-16",NA,NA,2006,2005,2005,384,317,4,4,NA,"N",420.019047187148,2081,1315,757.7015,3.849519826,0,93,-0.103055452,16,"P","HE","B","D","P",0,"Primary",0,0,54,1,"A",0.850093554,0.714886509,8242641,54.2
3462,1,NA,"2006-03-12","W",101,40,"BrF","ABX",1,330,330,"2005-04-16","2005-04-16",NA,NA,2006,2005,2005,384,317,4,4,NA,"N",420.019047187148,2081,1315,757.7015,3.849519826,0,38,0.034945144,14.89999962,"P","HE","B","P","P",355,"Primary",0,0,44,2,"A",1.014017081,0.972295172,10407076,44.2
3486,1,NA,"2007-06-18","S",1,116,"BrM","ABX",1,735.958333333333,735.958333333333,"2005-06-12","2005-06-12",NA,NA,2007,2005,2005,393,349,4,4,NA,"N",490.567018866943,887,1985,578.85254053,2.824358152,1,2,0.250386735,17.5,"S","HE","G","P","P",0,"Primary",0,0,66,1,"A",0.899039734,0.788607615,8862529,66.1
3486,1,NA,"2007-06-18","S",1,116,"BrM","ABX",1,735.958333333333,735.958333333333,"2005-06-12","2005-06-12",NA,NA,2007,2005,2005,393,349,4,4,NA,"N",490.567018866943,887,1985,578.85254053,2.824358152,1,22,0.43438753,15,"S","HE","G","P","P",12,"Primary",0,0,78,2,"A",0.904580811,0.7971218,8934121,78.1
3490,1,NA,"2006-07-07","S",28,27,"BrF","ABX",1,478.958333333333,478.958333333333,"2005-03-15","2005-03-15",NA,NA,2006,2005,2005,389,332,4,3,NA,"N",45.3431361950185,1790,2158,826.155111578,3.293563544,0,4,-0.894542238,14.10000038,"S","DLG","B","D","P",128,"Primary",0,0,15,2,"A",0.748045387,0.56977942,7022500,15.1
3490,1,NA,"2006-07-07","S",28,27,"BrF","ABX",1,478.958333333333,478.958333333333,"2005-03-15","2005-03-15",NA,NA,2006,2005,2005,389,332,4,3,NA,"N",45.3431361950185,1790,2158,826.155111578,3.293563544,0,3,-0.756541641,13.5,"S","HE","B","D","P",0,"Primary",0,0,39,1,"A",0.688940567,0.491048179,6360484,39.2
3497,1,NA,"2006-07-18","S",1,32,"BrF","ABX",1,484.958333333333,484.958333333333,"2005-03-20","2005-03-20",NA,NA,2006,2005,2005,389,332,4,3,NA,"N",284.971928442084,887,1405,826.155111578,3.293563544,0,3,-0.195633263,15.10000038,"T","SP","B","D","H",0,"Primary",0,0,93,1,"A",0.444209668,0.20652606,3968064,93.1
3497,1,NA,"2006-07-18","S",1,32,"BrF","ABX",1,484.958333333333,484.958333333333,"2005-03-20","2005-03-20",NA,NA,2006,2005,2005,389,332,4,3,NA,"N",284.971928442084,887,1405,826.155111578,3.293563544,0,2,-0.517634655,14.39999962,"S","DLG","B","D","P",648,"Primary",0,0,10,2,"A",0.743427823,0.563488208,6969600,10.1
3518,1,NA,"2006-03-12","W",28,101,"BrF","OFL",1,219,219,"2005-08-05","2005-08-05",NA,NA,2006,2005,2005,384,317,6,5,NA,"N",377.486423596929,1790,2081,757.7015,3.849519826,0,95,0.592727984,17,"C","LMG","G","P","P",0,"Non-primary",0,0,38,1,"A",0.861175708,0.731344033,8381025,38.1
3519,1,NA,"2006-11-04","W",27,12,"BrM","ABX",1,454,454,"2005-08-07","2005-08-07",NA,NA,2006,2005,2005,389,332,3,3,NA,"N",47.6340214552582,2158,2043,826.155111578,3.293563544,1,34,0.313902747,16.29999924,"R","SP","B","D","H",0,"Primary",0,0,35,1,"A",0.352781899,0.117375431,3218436,35.1
3567,1,NA,"2006-03-12","W",58,83,"BrF","ABX",1,445,445,"2004-12-22","2004-12-22",NA,NA,2006,2004,2004,384,317,5,5,NA,"N",561.648466569615,1721,1903,757.7015,3.849519826,0,7,0.045317971,16,"P","VS","B","D","P",0,"Primary",0,0,107,1,"A",0.828852759,0.683725865,7980625,107.1
3594,1,NA,"2007-04-07","W",5,172,"BrF","ABX",1,591.958333333333,591.958333333333,"2005-08-23","2005-08-23",NA,NA,2007,2005,2005,357,325,6,6,NA,"N",189.62067397834,2281,856,578.85254053,2.824358152,0,5,0.239479873,16,"S","HE","B","D","P",0,"Primary",0,0,38,1,"A",0.614136028,0.396991119,5569600,38.2
