"BirdID","Disperse","Inherit","DispersalDate","DispersalMonth2","NatalTerritory","DisperseTerritoryID","DisperseStatus","NatalStatus","DisperseStatus2","Age_at_disp1","Age_at_disp2","BirthDate1","BirthDate2","Reached_min_age_1","Reached_min_age_2","DispersalYear","BirthYear1","BirthYear2","PopDensity.all","PopDensity.old","GroupSize.all","GroupSize.old","NoTranslocationEvents","TranslocationYN","Distance","NatalTerritorySize","DisperseTerritorySize","InsectAbundance","InsectDensity","SexEstimate","Novel.object.score","StndBody.mass","BodyMass","Weather","Observer","TentColour","ExplorationBranchOrientation","ReleaseMethod","Time.between.tests","Social.status","TentPoles","BranchHeight","Days.into.season","Testno","Ageclass","Age_sd","Age_sq","Age_sq_sd","Season"
6010,1,NA,"2013-11-24","W",53,45,"ABX","AB",2,387,387,"2012-11-02","2012-11-02",NA,NA,2013,2012,2012,304,288,4,4,NA,"N",119.096599447675,2734,1198,1136.736848003,3.127143292,1,23,1.482580655,20,"S","LMG","G","P","H",0,"Non-primary",0,0,29,1,"SA",-0.375628073,57600,-0.252856147,29.1
6011,1,NA,"2014-08-05","S",13,43,"BrM","ABX",1,634.958333333333,807.958333333333,"2012-11-08","2012-05-19",NA,NA,2014,2012,2012,391,291,8,6,NA,"N",150.748134316813,2257,660,900.722937165,4.199879045,1,84,0.196399679,15,"S","HE","B","P","H",237,"Primary",0,0,58,2,"A",-0.260855328,227529,-0.231759019,58.2
6011,1,NA,"2014-08-05","S",13,43,"BrM","ABX",1,634.958333333333,807.958333333333,"2012-11-08","2012-05-19",NA,NA,2014,2012,2012,391,291,8,6,NA,"N",150.748134316813,2257,660,900.722937165,4.199879045,1,21,0.242399877,17,"S","HE","G","P","H",0,"Non-primary",0,0,35,1,"SA",-0.375628073,57600,-0.252856147,35.1
6012,1,NA,"2015-01-23","W",94,110,"BrM","H",1,930,971,"2012-07-07","2012-05-27",NA,NA,2015,2012,2012,364,338,7,6,NA,"N",45.1774279923061,3548,3114,1167.56180546,3.987349657,1,109,0.656884947,19,"S","LMG","G","P","P",0,"Non-primary",0,0,36,1,"A",-0.315093925,133225,-0.243467106,36.1
6012,1,NA,"2015-01-23","W",94,110,"BrM","H",1,930,971,"2012-07-07","2012-05-27",NA,NA,2015,2012,2012,364,338,7,6,NA,"N",45.1774279923061,3548,3114,1167.56180546,3.987349657,1,79,0.656884947,15,"S","DJW","B","P","P",943,"Primary",0,0,35,2,"A",0.141575693,1710864,-0.047599115,35.2
6013,0,0,NA,NA,154,NA,NA,NA,NA,NA,NA,"2012-11-13","2012-11-13",0,0,NA,2012,2012,319,301,3,3,NA,"N",NA,NA,NA,697.770563724,3.969747677,0,21,0.495647033,17,"C","LMG","G","P","P",0,"Non-primary",0,0,40,1,"SA",-0.375628073,57600,-0.252856147,40.1
6014,1,NA,"2013-02-07","W",121,59,"ABX","CH",2,81,245,"2012-11-18","2012-06-07",NA,NA,2013,2012,2012,319,301,3,3,NA,"N",61.1882341631134,2796,3036,697.770563724,3.969747677,1,61,0.680091297,17.5,"C","MB","G","P","H",65,"Non-primary",0,0,110,2,"A",-0.344150316,93025,-0.248458041,110.1
6014,1,NA,"2013-02-07","W",121,59,"ABX","CH",2,81,245,"2012-11-18","2012-06-07",NA,NA,2013,2012,2012,319,301,3,3,NA,"N",61.1882341631134,2796,3036,697.770563724,3.969747677,1,7,0.864092092,17,"S","HE","G","P","P",0,"Non-primary",0,0,45,1,"SA",-0.375628073,57600,-0.252856147,45.1
6015,0,1,NA,NA,85,NA,NA,NA,NA,NA,NA,"2012-11-20","2012-11-20",0,0,NA,2012,2012,267,265,3,3,NA,"N",NA,NA,NA,1136.736848003,3.127143292,0,1,-0.278257176,14.5,"S","HD","G","P","H",0,"Primary",0,0,47,1,"SA",-0.375628073,57600,-0.252856147,47.1
6016,1,NA,"2015-02-11","W",478,9,"TBRM","ABX",1,811,811,"2012-11-22","2012-11-22",NA,NA,2015,2012,2012,391,291,6,3,NA,"N",111.925634491166,3025,2611,900.722937165,4.199879045,1,39,0.196576487,16.10000038,"P","HE","B","P","H",208,"Non-primary",0,0,43,2,"A",-0.27489925,200704,-0.235089413,43.2
6016,1,NA,"2015-02-11","W",478,9,"TBRM","ABX",1,811,811,"2012-11-22","2012-11-22",NA,NA,2015,2012,2012,391,291,6,3,NA,"N",111.925634491166,3025,2611,900.722937165,4.199879045,1,18,0.10457609,15.5,"S","HE","G","P","P",0,"Non-primary",0,0,49,1,"SA",-0.375628073,57600,-0.252856147,49.1
6017,1,NA,"2013-02-07","W",479,53,"BrM","CH",1,202,167,"2012-07-20","2012-08-24",NA,NA,2013,2012,2012,319,301,6,3,NA,"N",53.851648071345,3057,2734,697.770563724,3.969747677,1,9,0.16666916,16,"S","LMG","G","P","P",0,"Primary",0,0,49,1,"A",-0.315093925,133225,-0.243467106,49.1
6018,1,NA,"2013-11-24","W",3,75,"BrM","ABX",1,365,466,"2012-11-24","2012-08-15",NA,NA,2013,2012,2012,304,288,4,4,NA,"N",116.29703349613,3971,2219,1136.736848003,3.127143292,1,10,0.549075747,17,"S","LMG","G","P","H",0,"Non-primary",0,0,51,1,"SA",-0.375628073,57600,-0.252856147,51.1
6018,1,NA,"2013-11-24","W",3,75,"BrM","ABX",1,365,466,"2012-11-24","2012-08-15",NA,NA,2013,2012,2012,304,288,4,4,NA,"N",116.29703349613,3971,2219,1136.736848003,3.127143292,1,24,0.45707535,16.39999962,"P","HE","B","P","H",336,"Primary",0,0,22,2,"A",-0.212912282,331776,-0.218816483,22.1
6020,0,0,NA,NA,20,NA,NA,NA,NA,NA,NA,"2012-11-25","2012-11-25",0,0,NA,2012,2012,304,288,5,5,NA,"N",NA,NA,NA,1136.736848003,3.127143292,0,19,-0.820264462,13,"S","LMG","G","P","P",0,"Non-primary",0,0,52,1,"SA",-0.375628073,57600,-0.252856147,52.1
6021,0,0,NA,NA,57,NA,NA,NA,NA,NA,NA,"2012-11-26","2012-11-26",0,0,NA,2012,2012,304,288,6,4,NA,"N",NA,NA,NA,1136.736848003,3.127143292,0,0,-0.648897574,13.80000019,"S","LMG","G","P","P",46,"Non-primary",0,0,99,2,"SA",-0.353351507,81796,-0.249852151,99.1
6021,0,0,NA,NA,57,NA,NA,NA,NA,NA,NA,"2012-11-26","2012-11-26",0,0,NA,2012,2012,304,288,6,4,NA,"N",NA,NA,NA,1136.736848003,3.127143292,0,0,-0.878898567,14,"S","HE","G","P","P",0,"Non-primary",0,0,53,1,"SA",-0.375628073,57600,-0.252856147,53.1
6023,0,0,NA,NA,58,NA,NA,NA,NA,NA,NA,"2012-11-27","2012-11-27",0,0,NA,2012,2012,304,288,4,4,NA,"N",NA,NA,NA,1136.736848003,3.127143292,0,0,-0.348346718,15,"S","HE","G","P","P",0,"Non-primary",0,0,54,1,"SA",-0.375628073,57600,-0.252856147,54.1
6024,1,NA,"2013-11-24","W",168,605,"BrM","ABX",1,360,360,"2012-11-29","2012-11-29",NA,NA,2013,2012,2012,304,288,5,5,NA,"N",94.1488183675186,2361,0,1136.736848003,3.127143292,1,9,0.727543956,18,"S","LMG","G","P","P",0,"Non-primary",0,0,56,1,"SA",-0.375628073,57600,-0.252856147,56.1
6026,0,1,NA,NA,82,NA,NA,NA,NA,NA,NA,"2012-11-30","2012-11-30",1,1,NA,2012,2012,391,291,4,4,NA,"N",NA,NA,NA,900.722937165,4.199879045,1,27,0.787311187,17.5,"P","HE","B","P","H",195,"Non-primary",0,0,38,2,"A",-0.281194801,189225,-0.236514561,38.2
6026,0,1,NA,NA,82,NA,NA,NA,NA,NA,NA,"2012-11-30","2012-11-30",1,1,NA,2012,2012,391,291,4,4,NA,"N",NA,NA,NA,900.722937165,4.199879045,1,3,0.741310988,17,"P","LMG","G","P","H",0,"Non-primary",0,0,57,1,"SA",-0.375628073,57600,-0.252856147,57.1
6028,1,NA,"2013-11-24","W",14,407,"BrF","AB",1,352,352,"2012-12-07","2012-12-07",NA,NA,2013,2012,2012,304,288,4,4,NA,"N",196.224361382577,2425,2444,1136.736848003,3.127143292,0,1,-0.065301157,16,"P","HE","G","P","H",0,"Non-primary",0,0,64,1,"SA",-0.375628073,57600,-0.252856147,64.1
6028,1,NA,"2013-11-24","W",14,407,"BrF","AB",1,352,352,"2012-12-07","2012-12-07",NA,NA,2013,2012,2012,304,288,4,4,NA,"N",196.224361382577,2425,2444,1136.736848003,3.127143292,0,100,-0.203301753,14.60000038,"R","MB","B","P","P",326,"Primary",0,0,25,2,"A",-0.217755014,320356,-0.220234305,25.1
6029,1,NA,"2013-08-09","S",480,72,"BrM","CH",1,244.958333333333,244.958333333333,"2012-12-07","2012-12-07",NA,NA,2013,2012,2012,267,265,3,3,NA,"N",31,1362,1841,1136.736848003,3.127143292,1,55,0.38030634,16.60000038,"C","HE","B","P","H",335,"Primary",0,0,34,2,"A",-0.213396555,330625,-0.218959382,34.1
6029,1,NA,"2013-08-09","S",480,72,"BrM","CH",1,244.958333333333,244.958333333333,"2012-12-07","2012-12-07",NA,NA,2013,2012,2012,267,265,3,3,NA,"N",31,1362,1841,1136.736848003,3.127143292,1,7,0.288305943,16,"P","LMG","G","P","P",0,"Non-primary",0,0,64,1,"SA",-0.375628073,57600,-0.252856147,64.1
6030,1,NA,"2013-08-09","S",111,173,"BrM","CH",1,238.958333333333,238.958333333333,"2012-12-13","2012-12-13",NA,NA,2013,2012,2012,267,265,3,3,NA,"N",105.304320899002,1682,2414,1136.736848003,3.127143292,1,1,0.572706494,16.10000038,"P","HE","B","P","H",187,"Primary",0,0,43,2,"A",-0.285068987,182329,-0.237370717,43.2
6030,1,NA,"2013-08-09","S",111,173,"BrM","CH",1,238.958333333333,238.958333333333,"2012-12-13","2012-12-13",NA,NA,2013,2012,2012,267,265,3,3,NA,"N",105.304320899002,1682,2414,1136.736848003,3.127143292,1,20,0.802707488,18,"C","LMG","G","P","H",0,"Non-primary",0,0,70,1,"SA",-0.375628073,57600,-0.252856147,70.1
6031,0,0,NA,NA,125,NA,NA,NA,NA,NA,NA,"2012-12-14","2012-12-14",0,0,NA,2012,2012,267,265,7,7,NA,"N",NA,NA,NA,1136.736848003,3.127143292,1,5,0.471376796,17,"C","HE","G","P","H",0,"Non-primary",0,0,71,1,"SA",-0.375628073,57600,-0.252856147,71.1
6033,1,NA,"2014-04-25","W",60,68,"BrM","ABX",1,493.958333333333,493.958333333333,"2012-12-17","2012-12-17",NA,NA,2014,2012,2012,247,242,3,3,NA,"N",157.49285698088,2583,1570,900.722937165,4.199879045,1,1,0.118128684,16,"C","HE","G","P","H",0,"Non-primary",0,0,74,1,"SA",-0.375628073,57600,-0.252856147,74.1
6034,1,NA,"2014-02-06","W",178,616,"BrF","ABX",1,420,420,"2012-12-13","2012-12-13",NA,NA,2014,2012,2012,304,288,3,3,NA,"N",621.575417789346,2110,864,1136.736848003,3.127143292,0,1,-0.186578952,15,"C","HE","G","P","P",0,"Non-primary",0,0,70,1,"SA",-0.375628073,57600,-0.252856147,70.1
6037,0,0,NA,NA,90,NA,NA,NA,NA,NA,NA,"2013-06-25","2013-06-25",0,0,NA,2013,2013,304,288,5,4,NA,"N",NA,NA,NA,1136.736848003,3.127143292,0,39,-0.162308714,15,"C","MB","G","P","P",0,"Non-primary",0,0,84,1,"JUV",-0.462797247,3600,-0.259560388,84.1
6045,1,NA,"2015-04-28","W",481,20,"BrM","ABX",1,710.958333333333,613.958333333333,"2013-05-17","2013-08-22",NA,NA,2015,2013,2013,364,338,5,5,NA,"N",53.8679302205867,3057,1992,1167.56180546,3.987349657,1,24,0.227427973,16.39999962,"S","MB","G","D","H",496,"Non-primary",0,0,33,2,"A",-0.188214349,393129,-0.211199348,33.2
6045,1,NA,"2015-04-28","W",481,20,"BrM","ABX",1,710.958333333333,613.958333333333,"2013-05-17","2013-08-22",NA,NA,2015,2013,2013,364,338,5,5,NA,"N",53.8679302205867,3057,1992,1167.56180546,3.987349657,1,0,0.503429166,16.20000076,"C","SAK","G","P","H",0,"Non-primary",0,0,116,1,"JUV",-0.428413851,17161,-0.257876754,116.1
6047,1,NA,"2014-11-25","W",8,3,"ABX","ABX",2,496,496,"2013-07-17","2013-07-17",NA,NA,2014,2013,2013,391,291,4,4,NA,"N",65.6048778674269,2223,3696,900.722937165,4.199879045,1,66,-0.01346234,15.60000038,"S","MB","G","D","H",0,"Non-primary",0,0,43,1,"A",-0.212912282,331776,-0.218816483,43.2
6048,1,NA,"2014-02-06","W",129,59,"BrF","ABX",1,380,380,"2013-01-22","2013-01-22",NA,NA,2014,2013,2013,304,288,4,4,NA,"N",82.9698740507662,1110,3422,1136.736848003,3.127143292,0,1,-0.596995214,13.89999962,"P","HE","B","P","H",135,"Non-primary",0,0,31,1,"SA",-0.310251193,140625,-0.242548377,31.2
6050,1,NA,"2014-04-25","W",90,155,"BrM","ABX",1,332.958333333333,332.958333333333,"2013-05-27","2013-05-27",NA,NA,2014,2013,2013,247,242,5,4,NA,"N",232.774569057704,2595,1572,900.722937165,4.199879045,1,30,0.272377785,16.10000038,"C","MB","G","P","P",0,"Non-primary",0,0,115,1,"JUV",-0.433740856,14400,-0.25821954,115.1
6062,0,0,NA,NA,135,NA,NA,NA,NA,NA,NA,"2013-06-05","2013-06-05",1,1,NA,2013,2013,304,288,3,3,NA,"N",NA,NA,NA,1136.736848003,3.127143292,0,34,-0.515556826,14,"P","HE","B","P","P",0,"Non-primary",0,0,30,1,"SA",-0.375628073,57600,-0.252856147,30.2
6065,1,NA,"2014-07-08","S",40,83,"BrF","OFL",1,263.958333333333,263.958333333333,"2013-10-17","2013-10-17",NA,NA,2014,2013,2013,391,291,3,2,NA,"N",224.89108474993,894,1791,900.722937165,4.199879045,0,0,-0.03071769,15.39999962,"P","HE","B","P","P",0,"Non-primary",0,0,44,1,"JUV",-0.433740856,14400,-0.25821954,44.2
6067,1,NA,"2014-10-27","W",39,633,"BrF","ABX",1,491,439,"2013-06-23","2013-08-14",NA,NA,2014,2013,2013,247,242,3,3,NA,"N",27.7106280378125,1340,1259,900.722937165,4.199879045,0,23,-0.122395913,14.89999962,"P","HE","B","P","P",0,"Non-primary",0,0,48,1,"SA",-0.375628073,57600,-0.252856147,48.2
6138,1,NA,"2015-04-28","W",80,47,"BrF","ABX",1,548.958333333333,658.958333333333,"2013-10-26","2013-07-08",NA,NA,2015,2013,2013,364,338,6,6,NA,"N",297.333671991586,2367,3559,1167.56180546,3.987349657,0,0,-1.180527774,12.19999981,"C","HE","B","P","P",0,"Non-primary",0,0,22,1,"SA",-0.375628073,57600,-0.252856147,22.1
6141,1,NA,"2014-11-25","W",9,13,"ABX","OFL",2,277,288,"2014-02-21","2014-02-10",NA,NA,2014,2014,2014,391,291,4,3,NA,"N",89.196412483911,2611,2050,900.722937165,4.199879045,0,1,-0.155293513,14.80000019,"P","HE","B","P","P",0,"Non-primary",0,0,20,1,"JUV",-0.433740856,14400,-0.25821954,20.1
6142,0,0,NA,NA,13,NA,NA,NA,NA,NA,NA,"2014-02-21","2014-02-21",0,0,NA,2014,2014,364,338,6,6,NA,"N",NA,NA,NA,1167.56180546,3.987349657,1,76,-0.056600089,15.10000038,"P","HE","B","P","P",0,"Non-primary",0,0,20,1,"JUV",-0.433740856,14400,-0.25821954,20.1
6147,0,0,NA,NA,477,NA,NA,NA,NA,NA,NA,"2014-02-25","2014-02-25",0,0,NA,2014,2014,364,338,5,5,NA,"N",NA,NA,NA,1167.56180546,3.987349657,0,3,-0.335425326,14.39999962,"C","HE","B","P","P",0,"Non-primary",0,0,24,1,"JUV",-0.433740856,14400,-0.25821954,24.1
6149,0,0,NA,NA,26,NA,NA,NA,NA,NA,NA,"2014-02-26","2014-02-26",0,0,NA,2014,2014,364,338,5,5,NA,"N",NA,NA,NA,1167.56180546,3.987349657,1,50,-0.546842264,14.19999981,"S","MB","G","D","H",0,"Non-primary",0,0,57,1,"SA",-0.314609652,133956,-0.243376351,57.2
6150,0,0,NA,NA,407,NA,NA,NA,NA,NA,NA,"2014-02-26","2014-02-26",0,0,NA,2014,2014,364,338,5,5,NA,"N",NA,NA,NA,1167.56180546,3.987349657,0,63,-0.399608364,14.5,"C","MB","G","D","P",0,"Non-primary",0,0,30,1,"SA",-0.327685028,114921,-0.245739596,30.2
6153,0,0,NA,NA,46,NA,NA,NA,NA,NA,NA,"2014-02-27","2014-02-05",0,0,NA,2014,2014,391,291,4,4,NA,"N",NA,NA,NA,900.722937165,4.199879045,1,13,0.258347383,16.5,"P","HE","B","P","H",0,"Non-primary",0,0,63,1,"JUV",-0.415822748,24649,-0.2569471,63.1
6158,1,NA,"2015-04-28","W",110,118,"BrM","ABX",1,421.958333333333,421.958333333333,"2014-03-02","2014-03-02",NA,NA,2015,2014,2014,364,338,5,5,NA,"N",172.042697021535,2367,2143,1167.56180546,3.987349657,1,27,-0.35808309,14.69999981,"S","HE","B","P","H",0,"Non-primary",0,0,29,1,"JUV",-0.433740856,14400,-0.25821954,29.1
6160,1,NA,"2014-11-25","W",34,26,"BrF","H",1,267,289,"2014-03-03","2014-02-09",NA,NA,2014,2014,2014,391,291,4,3,NA,"N",48.0520551069359,1380,2446,900.722937165,4.199879045,0,40,-0.15368104,15.10000038,"S","MB","G","D","H",0,"Primary",0,0,57,1,"SA",-0.317031017,130321,-0.243827646,57.2
6166,1,NA,"2015-04-28","W",72,70,"BrM","ABX",1,416.958333333333,416.958333333333,"2014-03-07","2014-03-07",NA,NA,2015,2014,2014,364,338,3,3,NA,"N",86.6404207053498,1958,2419,1167.56180546,3.987349657,1,96,-0.152068878,15.39999962,"P","KLB","B","P","P",0,"Non-primary",0,0,116,1,"SA",-0.394030455,40804,-0.254941414,116.1
6169,1,NA,"2015-12-01","W",101,140,"BrF","SBR",1,630,630,"2014-03-11","2014-03-11",NA,NA,2015,2014,2014,330,267,5,5,NA,"N",153.006178388325,2834,2302,1167.56180546,3.987349657,0,94,0.093858446,16,"S","LJR","B","P","P",0,"Primary",0,0,50,1,"A",-0.147535401,505521,-0.197245588,50.2
6170,1,NA,"2015-04-28","W",179,140,"BrM","ABX",1,412.958333333333,442.958333333333,"2014-03-11","2014-02-09",NA,NA,2015,2014,2014,364,338,6,5,NA,"N",442.140125554105,1765,3607,1167.56180546,3.987349657,1,0,0.751814194,18,"S","LJR","B","P","P",0,"Primary",0,0,50,1,"A",-0.147535401,505521,-0.197245588,50.2
6175,1,NA,"2015-04-28","W",88,99,"BrM","ABX",1,410.958333333333,450.958333333333,"2014-03-13","2014-02-01",NA,NA,2015,2014,2014,364,338,4,4,NA,"N",71.1285974376171,2013,1640,1167.56180546,3.987349657,1,27,-0.047972726,15.19999981,"P","HE","B","P","P",0,"Non-primary",0,0,47,1,"JUV",-0.430350944,16129,-0.25800488,47.1
6180,0,0,NA,NA,83,NA,NA,NA,NA,NA,NA,"2014-03-20","2014-01-31",0,0,NA,2014,2014,247,242,5,4,NA,"N",NA,NA,NA,900.722937165,4.199879045,0,44,-0.309542614,14.69999981,"P","HE","B","P","P",0,"Non-primary",0,0,47,1,"JUV",-0.433740856,14400,-0.25821954,47.1
6181,1,NA,"2014-02-06","W",174,95,"BrF","CH",1,203,178,"2013-07-18","2013-08-12",NA,NA,2014,2013,2013,304,288,4,3,NA,"N",127,3792,2933,1136.736848003,3.127143292,0,1,-0.456776514,14.39999962,"P","HE","B","P","P",0,"Primary",0,0,47,1,"A",-0.315093925,133225,-0.243467106,47.1
6185,1,NA,"2015-04-28","W",134,98,"BrF","ABX",1,398.958333333333,440.958333333333,"2014-03-25","2014-02-11",NA,NA,2015,2014,2014,364,338,4,3,NA,"N",237.576690351638,1591,4513,1167.56180546,3.987349657,0,5,-0.9254054,13.80000019,"P","HE","B","P","P",0,"Non-primary",0,0,52,1,"JUV",-0.433740856,14400,-0.25821954,52.1
6185,1,NA,"2015-04-28","W",134,98,"BrF","ABX",1,398.958333333333,440.958333333333,"2014-03-25","2014-02-11",NA,NA,2015,2014,2014,364,338,4,3,NA,"N",237.576690351638,1591,4513,1167.56180546,3.987349657,0,75,-0.833405003,13.60000038,"S","MB","G","D","P",197,"Non-primary",0,0,35,2,"SA",-0.338339038,100489,-0.247531366,35.2
6186,1,NA,"2016-07-01","S",159,110,"BrF","ABX",1,828.958333333333,828.958333333333,"2014-03-25","2014-03-25",NA,NA,2016,2014,2014,269,255,4,3,NA,"N",275.513724703507,1994,2052,1042.513256323,3.570935273,0,18,-0.506929151,14.10000038,"P","HE","B","P","P",0,"Non-primary",0,0,52,1,"JUV",-0.433740856,14400,-0.25821954,52.1
6196,1,NA,"2014-04-25","W",81,138,"BrM","CH",1,121.958333333333,121.958333333333,"2013-12-24","2013-12-24",NA,NA,2014,2013,2013,247,242,3,3,NA,"N",454.845028553682,1833,3310,900.722937165,4.199879045,1,50,0.725667099,17,"C","MB","G","D","P",0,"Primary",0,0,27,1,"A",-0.298144363,160000,-0.24014292,27.2
6196,1,NA,"2014-04-25","W",81,138,"BrM","CH",1,121.958333333333,121.958333333333,"2013-12-24","2013-12-24",NA,NA,2014,2013,2013,247,242,3,3,NA,"N",454.845028553682,1833,3310,900.722937165,4.199879045,1,60,0.6796669,17.29999924,"S","DR","B","P","P",589,"Primary",0,0,99,2,"A",-0.012907455,978121,-0.138571067,99.1
6199,1,NA,"2015-07-18","S",179,16,"BrF","ABX",1,342.958333333333,342.958333333333,"2014-08-09","2014-08-09",NA,NA,2015,2014,2014,330,267,5,4,NA,"N",359.515225727202,1765,3988,1167.56180546,3.987349657,0,68,-0.465403877,14.30000019,"S","MB","G","D","P",0,"Non-primary",0,0,37,1,"SA",-0.403715918,33124,-0.255894906,37.2
6205,0,0,NA,NA,20,NA,NA,NA,NA,NA,NA,"2014-08-15","2014-08-15",0,0,NA,2014,2014,364,338,5,4,NA,"N",NA,NA,NA,1167.56180546,3.987349657,1,19,-0.26801734,14.89999962,"S","MB","G","D","P",0,"Non-primary",0,0,36,1,"SA",-0.407105831,30625,-0.256205164,36.2
6209,0,0,NA,NA,24,NA,NA,NA,NA,NA,NA,"2014-05-11","2014-06-06",0,0,NA,2014,2014,364,338,5,5,NA,"N",NA,NA,NA,1167.56180546,3.987349657,1,19,-0.226491753,15.10000038,"C","MB","G","D","P",0,"Non-primary",0,0,30,1,"SA",-0.363521244,70225,-0.251288721,30.2
6213,1,NA,"2015-04-28","W",63,48,"BrM","ABX",1,342.958333333333,342.958333333333,"2014-05-20","2014-05-20",NA,NA,2015,2014,2014,364,338,9,8,NA,"N",56.1839890449228,2238,1604,1167.56180546,3.987349657,1,10,0.165194794,16,"S","DJW","B","P","P",379,"Primary",0,0,42,2,"A",-0.18530871,400689,-0.210260754,42.2
6213,1,NA,"2015-04-28","W",63,48,"BrM","ABX",1,342.958333333333,342.958333333333,"2014-05-20","2014-05-20",NA,NA,2015,2014,2014,364,338,9,8,NA,"N",56.1839890449228,2238,1604,1167.56180546,3.987349657,1,6,0.119194596,15.80000019,"C","MB","G","D","P",0,"Non-primary",0,0,28,1,"SA",-0.368848249,64516,-0.251997508,28.2
6219,1,NA,"2015-04-28","W",111,34,"BrM","ABX",1,337.958333333333,337.958333333333,"2014-05-25","2014-05-25",NA,NA,2015,2014,2014,364,338,4,4,NA,"N",45.4858854310006,2080,1322,1167.56180546,3.987349657,1,27,0.083618611,15.60000038,"S","MB","G","D","P",0,"Non-primary",0,0,37,1,"SA",-0.366911156,66564,-0.251743243,37.2
6221,1,NA,"2015-08-01","S",79,637,"BrM","ABX",1,381.958333333333,381.958333333333,"2014-07-15","2014-07-15",NA,NA,2015,2014,2014,330,267,4,3,NA,"N",49.6729572271717,1797,1445,1167.56180546,3.987349657,1,46,0.611595495,17.5,"S","DJW","B","P","P",0,"Primary",0,0,40,1,"A",-0.213396555,330625,-0.218959382,40.2
6230,1,NA,"2015-10-29","W",30,28,"AB","ABX",2,471,471,"2014-07-15","2014-07-15",NA,NA,2015,2014,2014,364,338,3,3,NA,"N",69.777662827658,1359,1767,1167.56180546,3.987349657,1,107,-0.080438412,15.89999962,"S","TC","G","D","P",1482,"Primary",1,1,53,2,"A",0.323662412,2835856,0.092071573,53.2
6230,1,NA,"2015-10-29","W",30,28,"AB","ABX",2,471,471,"2014-07-15","2014-07-15",NA,NA,2015,2014,2014,364,338,3,3,NA,"N",69.777662827658,1359,1767,1167.56180546,3.987349657,1,21,-0.080438412,14.89999962,"S","MB","G","D","P",0,"Non-primary",0,0,32,1,"SA",-0.394030455,40804,-0.254941414,32.2
6239,0,0,NA,NA,70,NA,NA,NA,NA,NA,NA,"2014-07-03","2014-07-03",0,0,NA,2014,2014,364,338,3,3,NA,"N",NA,NA,NA,1167.56180546,3.987349657,0,51,-0.752856476,13.5,"S","MB","G","D","P",0,"Non-primary",0,0,40,1,"SA",-0.384344991,49284,-0.2538886,40.2
6240,0,0,NA,NA,71,NA,NA,NA,NA,NA,NA,"2014-07-15","2014-07-15",0,0,NA,2014,2014,364,338,7,6,NA,"N",NA,NA,NA,1167.56180546,3.987349657,1,20,-0.39098069,14.60000038,"S","MB","G","D","P",0,"Non-primary",0,0,32,1,"JUV",-0.394030455,40804,-0.254941414,32.2
6261,1,NA,"2016-05-01","S",63,64,"BrM","ABX",1,642.958333333333,642.958333333333,"2014-07-28","2014-07-28",NA,NA,2016,2014,2014,269,252,7,6,NA,"N",35.373509244207,2077,912,1042.513256323,3.570935273,1,30,-0.415250927,14.60000038,"C","MB","G","D","P",0,"Non-primary",0,0,28,1,"SA",-0.402263099,34225,-0.255758214,28.2
6267,1,NA,"2015-07-08","S",477,633,"BrM","ABX",1,366.958333333333,366.958333333333,"2014-07-06","2014-07-06",NA,NA,2015,2014,2014,330,267,3,3,NA,"N",77.2613260305568,2161,1259,1167.56180546,3.987349657,1,14,-0.103528403,15.39999962,"C","MB","G","D","P",0,"Non-primary",0,0,29,1,"SA",-0.391124815,43264,-0.254635999,29.2
6268,0,0,NA,NA,39,NA,NA,NA,NA,NA,NA,"2014-06-17","2014-06-17",0,0,NA,2014,2014,364,338,4,4,NA,"N",NA,NA,NA,1167.56180546,3.987349657,0,28,-0.810024626,13.39999962,"C","MB","G","D","P",0,"Non-primary",0,0,30,1,"SA",-0.381439352,51984,-0.253553388,30.2
6272,1,NA,"2015-07-30","S",407,637,"BrF","ABX",1,380.958333333333,380.958333333333,"2014-07-14","2014-07-14",NA,NA,2015,2014,2014,330,267,4,3,NA,"N",182.614615122257,2162,1445,1167.56180546,3.987349657,0,0,-0.539827063,14,"C","MB","G","D","P",0,"Non-primary",0,0,30,1,"SA",-0.394514728,40401,-0.254991448,30.2
6273,0,0,NA,NA,112,NA,NA,NA,NA,NA,NA,"2014-06-17","2014-06-17",0,0,NA,2014,2014,364,338,5,4,NA,"N",NA,NA,NA,1167.56180546,3.987349657,0,8,-0.423878602,14.5,"S","MB","G","D","P",0,"Non-primary",0,0,37,1,"SA",-0.378049439,55225,-0.25315101,37.2
6279,1,NA,"2016-05-01","S",15,60,"BrF","ABX",1,658.958333333333,658.958333333333,"2014-07-12","2014-07-12",NA,NA,2016,2014,2014,269,252,4,3,NA,"N",343.259473876906,2522,2583,1042.513256323,3.570935273,0,7,-1.240920559,11.5,"S","LJR","B","P","P",0,"Non-primary",0,0,63,1,"A",-0.200805452,361201,-0.215163292,63.2
6309,1,NA,"2015-12-01","W",68,605,"BrM","AB",1,506,506,"2014-07-13","2014-07-13",NA,NA,2015,2014,2014,330,267,6,6,NA,"N",167.39625204419,1697,1474,1167.56180546,3.987349657,1,0,0.288400076,16.5,"C","LJR","B","P","P",388,"Primary",0,0,51,2,"A",-0.207101004,345744,-0.217082319,51.2
