"BirdID","TerritoryID","Status","FieldPeriodID","PeriodStart","PeriodEnd"
2991,179,"BrM",82,"14/06/2007","16/09/2007"
2991,179,"BrM",85,"08/01/2008","21/02/2008"
2991,179,"BrM",87,"10/07/2008","07/09/2008"
2991,179,"BrM",92,"08/06/2009","18/09/2009"
2991,179,"BrM",104,"30/06/2010","10/09/2010"
2991,179,"BrM",105,"25/06/2011","02/10/2011"
2991,179,"BrM",103,"12/02/2010","19/03/2010"
2991,179,"BrM",116,"04/06/2012","30/09/2012"
2991,179,"BrM",112,"22/01/2012","28/02/2012"
2991,179,"BrM",118,"22/01/2013","27/02/2013"
2991,179,"BrM",122,"18/06/2013","30/09/2013"
2991,179,"BrM",54,"11/11/2005","11/12/2005"
2991,179,"BrM",124,"19/01/2014","04/03/2014"
2991,179,"BrM",125,"16/06/2014","04/10/2014"
2991,179,"BrM",139,"16/01/2015","05/03/2015"
2991,179,"BrM",142,"22/06/2015","29/09/2015"
2991,179,"BrM",144,"02/02/2016","09/03/2016"
2991,179,"BrM",159,"23/06/2016","19/09/2016"
2991,179,"BrM",161,"07/02/2017","03/03/2017"
3085,3,"OFL",35,"18/12/2004","12/01/2005"
3085,3,"H",37,"26/05/2005","11/09/2005"
3085,3,"H",75,"12/06/2006","02/09/2006"
3085,3,"ABX",54,"11/11/2005","11/12/2005"
3085,20,"BrF",90,"30/12/2008","03/03/2009"
3085,20,"BrF",82,"14/06/2007","16/09/2007"
3085,20,"BrF",85,"08/01/2008","21/02/2008"
3085,20,"BrF",87,"10/07/2008","07/09/2008"
3085,20,"BrF",92,"08/06/2009","18/09/2009"
3085,20,"BrF",104,"30/06/2010","10/09/2010"
3085,20,"BrF",105,"25/06/2011","02/10/2011"
3085,20,"BrF",116,"04/06/2012","30/09/2012"
3085,20,"BrF",118,"22/01/2013","27/02/2013"
3085,20,"BrF",112,"22/01/2012","28/02/2012"
3085,20,"BrF",122,"18/06/2013","30/09/2013"
3085,20,"BrF",103,"12/02/2010","19/03/2010"
3085,20,"BrF",124,"19/01/2014","04/03/2014"
3085,20,"BrF",125,"16/06/2014","04/10/2014"
3085,20,"BrF",139,"16/01/2015","05/03/2015"
3085,20,"BrF",142,"22/06/2015","29/09/2015"
3085,20,"BrF",144,"02/02/2016","09/03/2016"
3085,20,"BrF",159,"23/06/2016","19/09/2016"
3085,20,"BrF",161,"07/02/2017","03/03/2017"
3087,16,"OFL",35,"18/12/2004","12/01/2005"
3087,16,"H",37,"26/05/2005","11/09/2005"
3087,16,"ABX",54,"11/11/2005","11/12/2005"
3087,27,"BrM",75,"12/06/2006","02/09/2006"
3087,27,"BrM",77,"06/01/2007","29/01/2007"
3087,27,"BrM",90,"30/12/2008","03/03/2009"
3087,27,"BrM",82,"14/06/2007","16/09/2007"
3087,27,"BrM",85,"08/01/2008","21/02/2008"
3087,27,"BrM",87,"10/07/2008","07/09/2008"
3087,27,"BrM",92,"08/06/2009","18/09/2009"
3087,27,"BrM",104,"30/06/2010","10/09/2010"
3087,27,"BrM",105,"25/06/2011","02/10/2011"
3087,27,"BrM",116,"04/06/2012","30/09/2012"
3087,27,"BrM",118,"22/01/2013","27/02/2013"
3087,27,"BrM",112,"22/01/2012","28/02/2012"
3087,27,"BrM",122,"18/06/2013","30/09/2013"
3087,27,"BrM",103,"12/02/2010","19/03/2010"
3087,27,"BrM",125,"16/06/2014","04/10/2014"
3087,27,"BrM",139,"16/01/2015","05/03/2015"
3087,27,"BrM",142,"22/06/2015","29/09/2015"
3087,27,"BrM",144,"02/02/2016","09/03/2016"
3087,27,"BrM",159,"23/06/2016","19/09/2016"
3087,27,"BrM",161,"07/02/2017","03/03/2017"
3087,27,"BrM",164,"21/06/2017","20/09/2017"
3087,27,"BrM",166,"30/01/2018","14/03/2018"
3087,27,"BrM",167,"19/06/2018","22/09/2018"
3087,27,"BrM",171,"21/01/2019","09/03/2019"
3087,27,"BrM",173,"10/06/2019","23/09/2019"
3087,27,"BrM",174,"05/02/2020","16/03/2020"
3089,86,"BrM",75,"12/06/2006","02/09/2006"
3089,86,"BrM",77,"06/01/2007","29/01/2007"
3089,86,"BrM",90,"30/12/2008","03/03/2009"
3089,86,"BrM",82,"14/06/2007","16/09/2007"
3089,86,"BrM",85,"08/01/2008","21/02/2008"
3089,86,"BrM",87,"10/07/2008","07/09/2008"
3089,86,"BrM",92,"08/06/2009","18/09/2009"
3089,86,"BrM",104,"30/06/2010","10/09/2010"
3089,86,"BrM",105,"25/06/2011","02/10/2011"
3089,86,"BrM",103,"12/02/2010","19/03/2010"
3089,86,"BrM",116,"04/06/2012","30/09/2012"
3089,86,"BrM",112,"22/01/2012","28/02/2012"
3089,86,"BrM",118,"22/01/2013","27/02/2013"
3089,86,"BrM",122,"18/06/2013","30/09/2013"
3089,86,"BrM",124,"19/01/2014","04/03/2014"
3089,86,"BrM",125,"16/06/2014","04/10/2014"
3089,86,"BrM",139,"16/01/2015","05/03/2015"
3089,86,"BrM",142,"22/06/2015","29/09/2015"
3089,86,"BrM",144,"02/02/2016","09/03/2016"
3089,86,"BrM",159,"23/06/2016","19/09/2016"
3089,86,"BrM",161,"07/02/2017","03/03/2017"
3089,86,"BrM",164,"21/06/2017","20/09/2017"
3089,86,"BrM",166,"30/01/2018","14/03/2018"
3089,86,"BrM",167,"19/06/2018","22/09/2018"
3089,86,"BrM",171,"21/01/2019","09/03/2019"
3089,86,"BrM",173,"10/06/2019","23/09/2019"
3089,86,"BrM",174,"05/02/2020","16/03/2020"
3089,140,"FL",35,"18/12/2004","12/01/2005"
3094,53,"BrF",75,"12/06/2006","02/09/2006"
3094,53,"BrF",77,"06/01/2007","29/01/2007"
3094,53,"BrF",90,"30/12/2008","03/03/2009"
3094,53,"BrF",82,"14/06/2007","16/09/2007"
3094,53,"BrF",85,"08/01/2008","21/02/2008"
3094,53,"BrF",87,"10/07/2008","07/09/2008"
3094,53,"BrF",92,"08/06/2009","18/09/2009"
3094,53,"BrF",104,"30/06/2010","10/09/2010"
3094,53,"BrF",105,"25/06/2011","02/10/2011"
3094,53,"BrF",103,"12/02/2010","19/03/2010"
3094,53,"BrF",116,"04/06/2012","30/09/2012"
3094,53,"BrF",112,"22/01/2012","28/02/2012"
3094,53,"BrF",118,"22/01/2013","27/02/2013"
3094,53,"BrF",122,"18/06/2013","30/09/2013"
3094,53,"BrF",124,"19/01/2014","04/03/2014"
3094,53,"BrF",125,"16/06/2014","04/10/2014"
3094,53,"BrF",139,"16/01/2015","05/03/2015"
3094,53,"BrF",142,"22/06/2015","29/09/2015"
3094,53,"BrF",144,"02/02/2016","09/03/2016"
3094,53,"BrF",159,"23/06/2016","19/09/2016"
3094,53,"BrF",161,"07/02/2017","03/03/2017"
3094,53,"BrF",164,"21/06/2017","20/09/2017"
3094,53,"BrF",166,"30/01/2018","14/03/2018"
3094,53,"BrF",167,"19/06/2018","22/09/2018"
3094,128,"OFL",35,"18/12/2004","12/01/2005"
3094,128,"AB",37,"26/05/2005","11/09/2005"
3094,128,"ABX",54,"11/11/2005","11/12/2005"
3451,-3,"FLOAT",75,"12/06/2006","02/09/2006"
3451,-3,"FLOAT",77,"06/01/2007","29/01/2007"
3451,53,"OFL",37,"26/05/2005","11/09/2005"
3451,53,"ABX",54,"11/11/2005","11/12/2005"
3451,138,"BrF",90,"30/12/2008","03/03/2009"
3451,138,"BrF",82,"14/06/2007","16/09/2007"
3451,138,"BrF",85,"08/01/2008","21/02/2008"
3451,138,"BrF",87,"10/07/2008","07/09/2008"
3451,138,"BrF",92,"08/06/2009","18/09/2009"
3451,138,"BrF",104,"30/06/2010","10/09/2010"
3451,138,"BrF",105,"25/06/2011","02/10/2011"
3451,138,"BrF",103,"12/02/2010","19/03/2010"
3451,138,"BrF",116,"04/06/2012","30/09/2012"
3451,138,"BrF",112,"22/01/2012","28/02/2012"
3451,138,"BrF",118,"22/01/2013","27/02/2013"
3451,138,"BrF",122,"18/06/2013","30/09/2013"
3451,138,"BrF",124,"19/01/2014","04/03/2014"
3451,138,"BrF",125,"16/06/2014","04/10/2014"
3451,138,"BrF",139,"16/01/2015","05/03/2015"
3451,138,"BrF",142,"22/06/2015","29/09/2015"
3451,138,"BrF",144,"02/02/2016","09/03/2016"
3451,138,"BrF",159,"23/06/2016","19/09/2016"
3451,138,"BrF",161,"07/02/2017","03/03/2017"
3453,60,"BrF",37,"26/05/2005","11/09/2005"
3453,60,"BrF",75,"12/06/2006","02/09/2006"
3453,60,"BrF",77,"06/01/2007","29/01/2007"
3453,60,"BrF",90,"30/12/2008","03/03/2009"
3453,60,"BrF",82,"14/06/2007","16/09/2007"
3453,60,"BrF",85,"08/01/2008","21/02/2008"
3453,60,"BrF",87,"10/07/2008","07/09/2008"
3453,60,"BrF",92,"08/06/2009","18/09/2009"
3453,60,"BrF",104,"30/06/2010","10/09/2010"
3453,60,"BrF",105,"25/06/2011","02/10/2011"
3453,60,"BrF",116,"04/06/2012","30/09/2012"
3453,60,"BrF",112,"22/01/2012","28/02/2012"
3453,60,"TBRF",118,"22/01/2013","27/02/2013"
3453,60,"BrF",103,"12/02/2010","19/03/2010"
3453,60,"BrF",54,"11/11/2005","11/12/2005"
3456,38,"BrM",75,"12/06/2006","02/09/2006"
3456,38,"BrM",77,"06/01/2007","29/01/2007"
3456,38,"BrM",82,"14/06/2007","16/09/2007"
3456,38,"BrM",85,"08/01/2008","21/02/2008"
3456,109,"H",37,"26/05/2005","11/09/2005"
3456,109,"ABX",54,"11/11/2005","11/12/2005"
3456,407,"BrM",90,"30/12/2008","03/03/2009"
3456,407,"BrM",87,"10/07/2008","07/09/2008"
3456,407,"BrM",92,"08/06/2009","18/09/2009"
3456,407,"BrM",104,"30/06/2010","10/09/2010"
3456,407,"BrM",105,"25/06/2011","02/10/2011"
3456,407,"BrM",103,"12/02/2010","19/03/2010"
3456,407,"BrM",116,"04/06/2012","30/09/2012"
3456,407,"BrM",112,"22/01/2012","28/02/2012"
3456,407,"BrM",118,"22/01/2013","27/02/2013"
3456,407,"BrM",122,"18/06/2013","30/09/2013"
3456,407,"BrM",124,"19/01/2014","04/03/2014"
3456,407,"BrM",125,"16/06/2014","04/10/2014"
3456,407,"BrM",139,"16/01/2015","05/03/2015"
3456,407,"BrM",142,"22/06/2015","29/09/2015"
3456,407,"BrM",144,"02/02/2016","09/03/2016"
3456,407,"BrM",159,"23/06/2016","19/09/2016"
3456,407,"BrM",161,"07/02/2017","03/03/2017"
3456,407,"BrM",164,"21/06/2017","20/09/2017"
3456,407,"BrM",166,"30/01/2018","14/03/2018"
3456,407,"BrM",167,"19/06/2018","22/09/2018"
3456,407,"BrM",171,"21/01/2019","09/03/2019"
3456,407,"BrM",174,"05/02/2020","16/03/2020"
3462,40,"BrF",75,"12/06/2006","02/09/2006"
3462,40,"BrF",77,"06/01/2007","29/01/2007"
3462,40,"BrF",90,"30/12/2008","03/03/2009"
3462,40,"BrF",82,"14/06/2007","16/09/2007"
3462,40,"BrF",85,"08/01/2008","21/02/2008"
3462,40,"BrF",87,"10/07/2008","07/09/2008"
3462,40,"BrF",92,"08/06/2009","18/09/2009"
3462,40,"BrF",104,"30/06/2010","10/09/2010"
3462,40,"BrF",105,"25/06/2011","02/10/2011"
3462,40,"BrF",103,"12/02/2010","19/03/2010"
3462,40,"BrF",116,"04/06/2012","30/09/2012"
3462,40,"BrF",118,"22/01/2013","27/02/2013"
3462,40,"BrF",122,"18/06/2013","30/09/2013"
3462,40,"BrF",124,"19/01/2014","04/03/2014"
3462,40,"BrF",125,"16/06/2014","04/10/2014"
3462,40,"BrF",139,"16/01/2015","05/03/2015"
3462,40,"BrF",142,"22/06/2015","29/09/2015"
3462,40,"BrF",144,"02/02/2016","09/03/2016"
3462,40,"BrF",159,"23/06/2016","19/09/2016"
3462,40,"BrF",161,"07/02/2017","03/03/2017"
3462,40,"BrF",164,"21/06/2017","20/09/2017"
3462,40,"BrF",166,"30/01/2018","14/03/2018"
3462,40,"BrF",167,"19/06/2018","22/09/2018"
3462,40,"BrF",171,"21/01/2019","09/03/2019"
3462,40,"BrF",173,"10/06/2019","23/09/2019"
3462,40,"BrF",174,"05/02/2020","16/03/2020"
3462,101,"OFL",37,"26/05/2005","11/09/2005"
3462,101,"ABX",54,"11/11/2005","11/12/2005"
3486,1,"OFL",37,"26/05/2005","11/09/2005"
3486,1,"ABX",75,"12/06/2006","02/09/2006"
3486,1,"ABX",77,"06/01/2007","29/01/2007"
3486,1,"ABX",54,"11/11/2005","11/12/2005"
3486,116,"BrM",90,"30/12/2008","03/03/2009"
3486,116,"BrM",82,"14/06/2007","16/09/2007"
3486,116,"BrM",85,"08/01/2008","21/02/2008"
3486,116,"BrM",87,"10/07/2008","07/09/2008"
3486,116,"BrM",92,"08/06/2009","18/09/2009"
3486,116,"BrM",104,"30/06/2010","10/09/2010"
3486,116,"BrM",105,"25/06/2011","02/10/2011"
3486,116,"BrM",103,"12/02/2010","19/03/2010"
3486,116,"BrM",116,"04/06/2012","30/09/2012"
3486,116,"BrM",112,"22/01/2012","28/02/2012"
3486,116,"BrM",118,"22/01/2013","27/02/2013"
3486,116,"BrM",122,"18/06/2013","30/09/2013"
3486,116,"BrM",124,"19/01/2014","04/03/2014"
3486,116,"BrM",125,"16/06/2014","04/10/2014"
3486,116,"BrM",139,"16/01/2015","05/03/2015"
3486,116,"BrM",142,"22/06/2015","29/09/2015"
3486,116,"BrM",144,"02/02/2016","09/03/2016"
3486,116,"BrM",159,"23/06/2016","19/09/2016"
3486,116,"BrM",161,"07/02/2017","03/03/2017"
3486,116,"BrM",164,"21/06/2017","20/09/2017"
3486,116,"BrM",166,"30/01/2018","14/03/2018"
3486,116,"BrM",167,"19/06/2018","22/09/2018"
3486,116,"BrM",171,"21/01/2019","09/03/2019"
3486,116,"BrM",173,"10/06/2019","23/09/2019"
3486,116,"BrM",174,"05/02/2020","16/03/2020"
3490,27,"BrF",75,"12/06/2006","02/09/2006"
3490,27,"BrF",77,"06/01/2007","29/01/2007"
3490,27,"BrF",90,"30/12/2008","03/03/2009"
3490,27,"BrF",82,"14/06/2007","16/09/2007"
3490,27,"BrF",85,"08/01/2008","21/02/2008"
3490,27,"BrF",87,"10/07/2008","07/09/2008"
3490,27,"BrF",92,"08/06/2009","18/09/2009"
3490,27,"BrF",104,"30/06/2010","10/09/2010"
3490,27,"BrF",105,"25/06/2011","02/10/2011"
3490,27,"BrF",103,"12/02/2010","19/03/2010"
3490,27,"BrF",116,"04/06/2012","30/09/2012"
3490,27,"BrF",118,"22/01/2013","27/02/2013"
3490,27,"BrF",112,"22/01/2012","28/02/2012"
3490,27,"BrF",122,"18/06/2013","30/09/2013"
3490,27,"BrF",124,"19/01/2014","04/03/2014"
3490,27,"BrF",125,"16/06/2014","04/10/2014"
3490,27,"BrF",139,"16/01/2015","05/03/2015"
3490,27,"BrF",142,"22/06/2015","29/09/2015"
3490,27,"BrF",144,"02/02/2016","09/03/2016"
3490,27,"BrF",159,"23/06/2016","19/09/2016"
3490,27,"BrF",161,"07/02/2017","03/03/2017"
3490,28,"H",37,"26/05/2005","11/09/2005"
3490,28,"ABX",54,"11/11/2005","11/12/2005"
3497,1,"OFL",37,"26/05/2005","11/09/2005"
3497,1,"ABX",54,"11/11/2005","11/12/2005"
3497,32,"BrF",75,"12/06/2006","02/09/2006"
3497,32,"BrF",77,"06/01/2007","29/01/2007"
3497,32,"BrF",90,"30/12/2008","03/03/2009"
3497,32,"BrF",82,"14/06/2007","16/09/2007"
3497,32,"BrF",85,"08/01/2008","21/02/2008"
3497,32,"BrF",87,"10/07/2008","07/09/2008"
3497,32,"BrF",92,"08/06/2009","18/09/2009"
3497,32,"BrF",104,"30/06/2010","10/09/2010"
3497,32,"BrF",105,"25/06/2011","02/10/2011"
3497,32,"BrF",103,"12/02/2010","19/03/2010"
3497,32,"BrF",116,"04/06/2012","30/09/2012"
3497,32,"BrF",118,"22/01/2013","27/02/2013"
3497,32,"BrF",112,"22/01/2012","28/02/2012"
3497,32,"BrF",122,"18/06/2013","30/09/2013"
3497,32,"BrF",124,"19/01/2014","04/03/2014"
3497,32,"BrF",125,"16/06/2014","04/10/2014"
3497,32,"BrF",139,"16/01/2015","05/03/2015"
3497,32,"BrF",142,"22/06/2015","29/09/2015"
3497,32,"BrF",144,"02/02/2016","09/03/2016"
3497,32,"BrF",159,"23/06/2016","19/09/2016"
3497,32,"BrF",161,"07/02/2017","03/03/2017"
3497,32,"BrF",164,"21/06/2017","20/09/2017"
3497,32,"BrF",166,"30/01/2018","14/03/2018"
3497,32,"BrF",167,"19/06/2018","22/09/2018"
3497,32,"BrF",171,"21/01/2019","09/03/2019"
3518,28,"CH",37,"26/05/2005","11/09/2005"
3518,28,"OFL",54,"11/11/2005","11/12/2005"
3518,101,"BrF",75,"12/06/2006","02/09/2006"
3518,101,"BrF",77,"06/01/2007","29/01/2007"
3518,101,"BrF",90,"30/12/2008","03/03/2009"
3518,101,"BrF",82,"14/06/2007","16/09/2007"
3518,101,"BrF",85,"08/01/2008","21/02/2008"
3518,101,"BrF",87,"10/07/2008","07/09/2008"
3518,101,"BrF",92,"08/06/2009","18/09/2009"
3518,101,"BrF",104,"30/06/2010","10/09/2010"
3518,101,"BrF",105,"25/06/2011","02/10/2011"
3518,101,"BrF",103,"12/02/2010","19/03/2010"
3518,101,"BrF",116,"04/06/2012","30/09/2012"
3518,101,"BrF",112,"22/01/2012","28/02/2012"
3518,101,"ABX",118,"22/01/2013","27/02/2013"
3518,101,"ABX",122,"18/06/2013","30/09/2013"
3519,12,"BrM",77,"06/01/2007","29/01/2007"
3519,12,"BrM",90,"30/12/2008","03/03/2009"
3519,12,"BrM",82,"14/06/2007","16/09/2007"
3519,12,"BrM",85,"08/01/2008","21/02/2008"
3519,12,"BrM",87,"10/07/2008","07/09/2008"
3519,12,"BrM",92,"08/06/2009","18/09/2009"
3519,12,"BrM",104,"30/06/2010","10/09/2010"
3519,12,"BrM",103,"12/02/2010","19/03/2010"
3519,27,"CH",37,"26/05/2005","11/09/2005"
3519,27,"ABX",75,"12/06/2006","02/09/2006"
3519,27,"OFL",54,"11/11/2005","11/12/2005"
3567,58,"ABX",37,"26/05/2005","11/09/2005"
3567,58,"ABX",54,"11/11/2005","11/12/2005"
3567,83,"BrF",75,"12/06/2006","02/09/2006"
3567,83,"BrF",77,"06/01/2007","29/01/2007"
3567,83,"BrF",90,"30/12/2008","03/03/2009"
3567,83,"BrF",82,"14/06/2007","16/09/2007"
3567,83,"BrF",85,"08/01/2008","21/02/2008"
3567,83,"BrF",87,"10/07/2008","07/09/2008"
3567,83,"BrF",92,"08/06/2009","18/09/2009"
3567,83,"BrF",104,"30/06/2010","10/09/2010"
3567,83,"BrF",105,"25/06/2011","02/10/2011"
3567,83,"BrF",103,"12/02/2010","19/03/2010"
3567,83,"BrF",116,"04/06/2012","30/09/2012"
3567,83,"BrF",112,"22/01/2012","28/02/2012"
3567,83,"BrF",118,"22/01/2013","27/02/2013"
3567,83,"BrF",122,"18/06/2013","30/09/2013"
3567,83,"BrF",124,"19/01/2014","04/03/2014"
3594,5,"H",75,"12/06/2006","02/09/2006"
3594,5,"ABX",77,"06/01/2007","29/01/2007"
3594,5,"OFL",54,"11/11/2005","11/12/2005"
3594,172,"BrF",90,"30/12/2008","03/03/2009"
3594,172,"BrF",82,"14/06/2007","16/09/2007"
3594,172,"BrF",85,"08/01/2008","21/02/2008"
3594,172,"BrF",87,"10/07/2008","07/09/2008"
3594,172,"BrF",92,"08/06/2009","18/09/2009"
3594,172,"BrF",104,"30/06/2010","10/09/2010"
3594,172,"BrF",105,"25/06/2011","02/10/2011"
3594,172,"BrF",116,"04/06/2012","30/09/2012"
3594,172,"BrF",112,"22/01/2012","28/02/2012"
3594,172,"BrF",118,"22/01/2013","27/02/2013"
3594,172,"BrF",122,"18/06/2013","30/09/2013"
3594,172,"BrF",103,"12/02/2010","19/03/2010"
3594,172,"BrF",124,"19/01/2014","04/03/2014"
3594,172,"BrF",125,"16/06/2014","04/10/2014"
3594,172,"BrF",139,"16/01/2015","05/03/2015"
3594,172,"BrF",142,"22/06/2015","29/09/2015"
3594,172,"BrF",144,"02/02/2016","09/03/2016"
3595,90,"BrF",75,"12/06/2006","02/09/2006"
3595,90,"BrF",77,"06/01/2007","29/01/2007"
3595,90,"BrF",90,"30/12/2008","03/03/2009"
3595,90,"BrF",82,"14/06/2007","16/09/2007"
3595,90,"BrF",85,"08/01/2008","21/02/2008"
3595,90,"BrF",87,"10/07/2008","07/09/2008"
3595,90,"BrF",92,"08/06/2009","18/09/2009"
3595,90,"BrF",104,"30/06/2010","10/09/2010"
3595,90,"H",105,"25/06/2011","02/10/2011"
3595,90,"BrF",103,"12/02/2010","19/03/2010"
3595,90,"H",116,"04/06/2012","30/09/2012"
3595,90,"ABX",118,"22/01/2013","27/02/2013"
3595,90,"ABX",122,"18/06/2013","30/09/2013"
3595,90,"BrF",124,"19/01/2014","04/03/2014"
3595,90,"BrF",125,"16/06/2014","04/10/2014"
3595,90,"BrF",139,"16/01/2015","05/03/2015"
3595,90,"BrF",142,"22/06/2015","29/09/2015"
3595,90,"BrF",144,"02/02/2016","09/03/2016"
3595,90,"BrF",159,"23/06/2016","19/09/2016"
3595,90,"BrF",161,"07/02/2017","03/03/2017"
3595,90,"BrF",164,"21/06/2017","20/09/2017"
3595,90,"BrF",166,"30/01/2018","14/03/2018"
3595,90,"BrF",167,"19/06/2018","22/09/2018"
3595,95,"FL",54,"11/11/2005","11/12/2005"
3606,100,"BrF",90,"30/12/2008","03/03/2009"
3606,100,"ABX",82,"14/06/2007","16/09/2007"
3606,100,"ABX",85,"08/01/2008","21/02/2008"
3606,100,"ABX",87,"10/07/2008","07/09/2008"
3606,100,"BrF",92,"08/06/2009","18/09/2009"
3606,100,"BrF",104,"30/06/2010","10/09/2010"
3606,100,"BrF",105,"25/06/2011","02/10/2011"
3606,100,"BrF",103,"12/02/2010","19/03/2010"
3606,100,"BrF",116,"04/06/2012","30/09/2012"
3606,100,"BrF",112,"22/01/2012","28/02/2012"
3606,100,"BrF",118,"22/01/2013","27/02/2013"
3606,100,"BrF",122,"18/06/2013","30/09/2013"
3606,179,"ABX",75,"12/06/2006","02/09/2006"
3606,179,"ABX",77,"06/01/2007","29/01/2007"
3606,179,"OFL",54,"11/11/2005","11/12/2005"
3608,1,"OFL",54,"11/11/2005","11/12/2005"
3608,50,"BrF",75,"12/06/2006","02/09/2006"
3608,50,"BrF",77,"06/01/2007","29/01/2007"
3608,50,"BrF",90,"30/12/2008","03/03/2009"
3608,50,"BrF",82,"14/06/2007","16/09/2007"
3608,50,"BrF",85,"08/01/2008","21/02/2008"
3608,50,"BrF",87,"10/07/2008","07/09/2008"
3608,50,"BrF",92,"08/06/2009","18/09/2009"
3608,50,"BrF",104,"30/06/2010","10/09/2010"
3608,50,"BrF",105,"25/06/2011","02/10/2011"
3608,50,"BrF",103,"12/02/2010","19/03/2010"
3608,50,"BrF",116,"04/06/2012","30/09/2012"
3608,50,"BrF",112,"22/01/2012","28/02/2012"
3608,50,"BrF",118,"22/01/2013","27/02/2013"
3608,50,"BrF",122,"18/06/2013","30/09/2013"
3608,50,"BrF",124,"19/01/2014","04/03/2014"
3608,50,"BrF",125,"16/06/2014","04/10/2014"
3643,109,"BrM",75,"12/06/2006","02/09/2006"
3643,109,"BrM",77,"06/01/2007","29/01/2007"
3643,109,"BrM",90,"30/12/2008","03/03/2009"
3643,109,"BrM",82,"14/06/2007","16/09/2007"
3643,109,"BrM",85,"08/01/2008","21/02/2008"
3643,109,"BrM",87,"10/07/2008","07/09/2008"
3643,109,"BrM",92,"08/06/2009","18/09/2009"
3643,109,"BrM",104,"30/06/2010","10/09/2010"
3643,109,"BrM",105,"25/06/2011","02/10/2011"
3643,109,"BrM",103,"12/02/2010","19/03/2010"
3643,109,"BrM",116,"04/06/2012","30/09/2012"
3643,109,"BrM",112,"22/01/2012","28/02/2012"
3643,109,"BrM",118,"22/01/2013","27/02/2013"
3643,109,"BrM",122,"18/06/2013","30/09/2013"
3643,109,"BrM",124,"19/01/2014","04/03/2014"
3643,109,"BrM",125,"16/06/2014","04/10/2014"
3643,109,"BrM",139,"16/01/2015","05/03/2015"
3643,109,"BrM",142,"22/06/2015","29/09/2015"
3643,109,"BrM",144,"02/02/2016","09/03/2016"
3643,109,"BrM",159,"23/06/2016","19/09/2016"
3643,109,"BrM",161,"07/02/2017","03/03/2017"
3643,113,"FL",54,"11/11/2005","11/12/2005"
3694,123,"BrF",75,"12/06/2006","02/09/2006"
3694,123,"BrF",77,"06/01/2007","29/01/2007"
3694,123,"BrF",90,"30/12/2008","03/03/2009"
3694,123,"BrF",82,"14/06/2007","16/09/2007"
3694,123,"BrF",85,"08/01/2008","21/02/2008"
3694,123,"BrF",87,"10/07/2008","07/09/2008"
3694,123,"BrF",92,"08/06/2009","18/09/2009"
3694,123,"BrF",104,"30/06/2010","10/09/2010"
3694,123,"BrF",105,"25/06/2011","02/10/2011"
3694,123,"BrF",103,"12/02/2010","19/03/2010"
3694,123,"BrF",116,"04/06/2012","30/09/2012"
3694,123,"BrF",112,"22/01/2012","28/02/2012"
3694,123,"BrF",118,"22/01/2013","27/02/2013"
3694,123,"BrF",122,"18/06/2013","30/09/2013"
3694,123,"BrF",54,"11/11/2005","11/12/2005"
3699,55,"H",75,"12/06/2006","02/09/2006"
3699,55,"ABX",77,"06/01/2007","29/01/2007"
3699,55,"FL",54,"11/11/2005","11/12/2005"
3699,169,"BrF",90,"30/12/2008","03/03/2009"
3699,169,"BrF",82,"14/06/2007","16/09/2007"
3699,169,"BrF",85,"08/01/2008","21/02/2008"
3699,169,"BrF",87,"10/07/2008","07/09/2008"
3699,169,"BrF",92,"08/06/2009","18/09/2009"
3699,169,"BrF",104,"30/06/2010","10/09/2010"
3699,169,"BrF",105,"25/06/2011","02/10/2011"
3699,169,"BrF",103,"12/02/2010","19/03/2010"
3699,169,"BrF",116,"04/06/2012","30/09/2012"
3699,169,"BrF",112,"22/01/2012","28/02/2012"
3699,169,"BrF",118,"22/01/2013","27/02/2013"
3699,169,"BrF",122,"18/06/2013","30/09/2013"
3699,169,"BrF",124,"19/01/2014","04/03/2014"
3699,169,"BrF",125,"16/06/2014","04/10/2014"
3699,169,"BrF",139,"16/01/2015","05/03/2015"
3699,169,"BrF",142,"22/06/2015","29/09/2015"
3699,169,"BrF",144,"02/02/2016","09/03/2016"
3699,169,"BrF",159,"23/06/2016","19/09/2016"
3699,169,"BrF",161,"07/02/2017","03/03/2017"
4803,63,"H",75,"12/06/2006","02/09/2006"
4803,121,"BrF",77,"06/01/2007","29/01/2007"
4803,121,"BrF",90,"30/12/2008","03/03/2009"
4803,121,"BrF",82,"14/06/2007","16/09/2007"
4803,121,"BrF",85,"08/01/2008","21/02/2008"
4803,121,"BrF",87,"10/07/2008","07/09/2008"
4803,121,"BrF",92,"08/06/2009","18/09/2009"
4803,121,"BrF",104,"30/06/2010","10/09/2010"
4803,121,"BrF",105,"25/06/2011","02/10/2011"
4803,121,"BrF",103,"12/02/2010","19/03/2010"
4803,121,"BrF",116,"04/06/2012","30/09/2012"
4803,121,"BrF",112,"22/01/2012","28/02/2012"
4803,121,"BrF",118,"22/01/2013","27/02/2013"
4803,602,"BrF",122,"18/06/2013","30/09/2013"
4860,54,"H",75,"12/06/2006","02/09/2006"
4860,480,"BrM",90,"30/12/2008","03/03/2009"
4860,480,"BrM",85,"08/01/2008","21/02/2008"
4860,480,"BrM",87,"10/07/2008","07/09/2008"
4860,480,"BrM",92,"08/06/2009","18/09/2009"
4860,480,"BrM",104,"30/06/2010","10/09/2010"
4860,480,"BrM",105,"25/06/2011","02/10/2011"
