"BirdID","TerritoryID","Status","FieldPeriodID","PeriodStart","PeriodEnd"
5337,68,"BrF",142,"22/06/2015","29/09/2015"
5337,68,"BrF",144,"02/02/2016","09/03/2016"
5337,68,"H",159,"23/06/2016","19/09/2016"
5337,68,"H",164,"21/06/2017","20/09/2017"
5337,477,"ABX",92,"08/06/2009","18/09/2009"
5337,477,"H",104,"30/06/2010","10/09/2010"
5338,155,"BrM",104,"30/06/2010","10/09/2010"
5338,155,"BrM",105,"25/06/2011","02/10/2011"
5338,155,"BrM",116,"04/06/2012","30/09/2012"
5338,155,"BrM",112,"22/01/2012","28/02/2012"
5338,155,"BrM",118,"22/01/2013","27/02/2013"
5338,155,"BrM",122,"18/06/2013","30/09/2013"
5338,178,"OFL",92,"08/06/2009","18/09/2009"
5338,178,"ABX",103,"12/02/2010","19/03/2010"
5339,9,"FL",92,"08/06/2009","18/09/2009"
5339,9,"AB",104,"30/06/2010","10/09/2010"
5339,9,"H",105,"25/06/2011","02/10/2011"
5339,481,"BrF",105,"25/06/2011","02/10/2011"
5339,481,"TBRF",116,"04/06/2012","30/09/2012"
5339,481,"BrF",112,"22/01/2012","28/02/2012"
5343,-3,"FLOAT",104,"30/06/2010","10/09/2010"
5343,3,"FL",92,"08/06/2009","18/09/2009"
5343,3,"ABX",103,"12/02/2010","19/03/2010"
5447,82,"BrM",104,"30/06/2010","10/09/2010"
5447,82,"BrM",105,"25/06/2011","02/10/2011"
5447,82,"BrM",116,"04/06/2012","30/09/2012"
5447,82,"BrM",112,"22/01/2012","28/02/2012"
5447,82,"BrM",118,"22/01/2013","27/02/2013"
5447,82,"BrM",122,"18/06/2013","30/09/2013"
5447,82,"BrM",124,"19/01/2014","04/03/2014"
5447,82,"BrM",125,"16/06/2014","04/10/2014"
5447,112,"H",92,"08/06/2009","18/09/2009"
5447,112,"ABX",103,"12/02/2010","19/03/2010"
5450,27,"FL",92,"08/06/2009","18/09/2009"
5450,27,"ABX",103,"12/02/2010","19/03/2010"
5450,51,"BrF",104,"30/06/2010","10/09/2010"
5450,51,"BrF",105,"25/06/2011","02/10/2011"
5450,51,"BrF",116,"04/06/2012","30/09/2012"
5450,51,"BrF",112,"22/01/2012","28/02/2012"
5450,51,"BrF",118,"22/01/2013","27/02/2013"
5450,51,"BrF",122,"18/06/2013","30/09/2013"
5450,51,"BrF",124,"19/01/2014","04/03/2014"
5450,51,"BrF",125,"16/06/2014","04/10/2014"
5450,51,"BrF",139,"16/01/2015","05/03/2015"
5453,-3,"FLOAT",104,"30/06/2010","10/09/2010"
5453,3,"FL",92,"08/06/2009","18/09/2009"
5453,3,"ABX",103,"12/02/2010","19/03/2010"
5453,28,"BrM",105,"25/06/2011","02/10/2011"
5453,28,"BrM",116,"04/06/2012","30/09/2012"
5453,28,"BrM",118,"22/01/2013","27/02/2013"
5453,28,"BrM",112,"22/01/2012","28/02/2012"
5453,28,"BrM",122,"18/06/2013","30/09/2013"
5453,28,"BrM",124,"19/01/2014","04/03/2014"
5453,28,"BrM",125,"16/06/2014","04/10/2014"
5453,28,"BrM",139,"16/01/2015","05/03/2015"
5453,28,"TBRM",142,"22/06/2015","29/09/2015"
5453,172,"BrM",105,"25/06/2011","02/10/2011"
5456,77,"FL",92,"08/06/2009","18/09/2009"
5456,77,"ABX",103,"12/02/2010","19/03/2010"
5456,134,"BrM",104,"30/06/2010","10/09/2010"
5456,134,"BrM",105,"25/06/2011","02/10/2011"
5456,134,"BrM",116,"04/06/2012","30/09/2012"
5456,134,"BrM",112,"22/01/2012","28/02/2012"
5456,134,"BrM",118,"22/01/2013","27/02/2013"
5456,134,"BrM",122,"18/06/2013","30/09/2013"
5456,134,"BrM",124,"19/01/2014","04/03/2014"
5456,134,"BrM",125,"16/06/2014","04/10/2014"
5456,134,"BrM",139,"16/01/2015","05/03/2015"
5456,134,"BrM",142,"22/06/2015","29/09/2015"
5456,134,"BrM",144,"02/02/2016","09/03/2016"
5456,134,"BrM",159,"23/06/2016","19/09/2016"
5456,134,"BrM",161,"07/02/2017","03/03/2017"
5456,134,"BrM",164,"21/06/2017","20/09/2017"
5456,134,"BrM",166,"30/01/2018","14/03/2018"
5456,134,"BrM",167,"19/06/2018","22/09/2018"
5456,134,"BrM",171,"21/01/2019","09/03/2019"
5462,4,"FL",92,"08/06/2009","18/09/2009"
5462,4,"ABX",104,"30/06/2010","10/09/2010"
5462,12,"BrM",105,"25/06/2011","02/10/2011"
5462,12,"BrM",116,"04/06/2012","30/09/2012"
5462,12,"BrM",118,"22/01/2013","27/02/2013"
5462,12,"BrM",112,"22/01/2012","28/02/2012"
5462,12,"BrM",122,"18/06/2013","30/09/2013"
5462,12,"BrM",124,"19/01/2014","04/03/2014"
5462,12,"BrM",125,"16/06/2014","04/10/2014"
5462,12,"BrM",139,"16/01/2015","05/03/2015"
5497,98,"ABX",103,"12/02/2010","19/03/2010"
5497,100,"BrM",104,"30/06/2010","10/09/2010"
5497,100,"BrM",105,"25/06/2011","02/10/2011"
5498,134,"ABX",104,"30/06/2010","10/09/2010"
5498,134,"OFL",103,"12/02/2010","19/03/2010"
5498,160,"BrM",105,"25/06/2011","02/10/2011"
5498,160,"BrM",116,"04/06/2012","30/09/2012"
5498,160,"BrM",112,"22/01/2012","28/02/2012"
5498,160,"BrM",118,"22/01/2013","27/02/2013"
5498,160,"BrM",122,"18/06/2013","30/09/2013"
5498,160,"BrM",124,"19/01/2014","04/03/2014"
5498,160,"BrM",125,"16/06/2014","04/10/2014"
5498,160,"BrM",139,"16/01/2015","05/03/2015"
5508,68,"BrM",104,"30/06/2010","10/09/2010"
5508,68,"BrM",105,"25/06/2011","02/10/2011"
5508,68,"BrM",116,"04/06/2012","30/09/2012"
5508,68,"BrM",112,"22/01/2012","28/02/2012"
5508,68,"BrM",118,"22/01/2013","27/02/2013"
5508,68,"BrM",122,"18/06/2013","30/09/2013"
5508,68,"BrM",124,"19/01/2014","04/03/2014"
5510,27,"H",104,"30/06/2010","10/09/2010"
5511,15,"OFL",104,"30/06/2010","10/09/2010"
5511,178,"BrF",105,"25/06/2011","02/10/2011"
5511,178,"BrF",116,"04/06/2012","30/09/2012"
5511,178,"BrF",112,"22/01/2012","28/02/2012"
5511,178,"BrF",118,"22/01/2013","27/02/2013"
5511,178,"BrF",122,"18/06/2013","30/09/2013"
5511,178,"BrF",124,"19/01/2014","04/03/2014"
5511,178,"BrF",125,"16/06/2014","04/10/2014"
5511,178,"BrF",139,"16/01/2015","05/03/2015"
5511,178,"BrF",142,"22/06/2015","29/09/2015"
5511,178,"BrF",144,"02/02/2016","09/03/2016"
5511,178,"BrF",159,"23/06/2016","19/09/2016"
5511,178,"BrF",161,"07/02/2017","03/03/2017"
5511,178,"BrF",164,"21/06/2017","20/09/2017"
5513,45,"BrM",122,"18/06/2013","30/09/2013"
5513,45,"BrM",125,"16/06/2014","04/10/2014"
5513,45,"BrM",139,"16/01/2015","05/03/2015"
5513,46,"AB",104,"30/06/2010","10/09/2010"
5513,47,"BrM",105,"25/06/2011","02/10/2011"
5513,47,"BrM",116,"04/06/2012","30/09/2012"
5513,47,"BrM",112,"22/01/2012","28/02/2012"
5513,47,"BrM",118,"22/01/2013","27/02/2013"
5513,47,"BrM",122,"18/06/2013","30/09/2013"
5513,47,"BrM",124,"19/01/2014","04/03/2014"
5513,47,"BrM",125,"16/06/2014","04/10/2014"
5513,47,"BrM",139,"16/01/2015","05/03/2015"
5513,47,"BrM",142,"22/06/2015","29/09/2015"
5513,47,"BrM",144,"02/02/2016","09/03/2016"
5513,47,"BrM",159,"23/06/2016","19/09/2016"
5513,47,"BrM",161,"07/02/2017","03/03/2017"
5513,47,"BrM",164,"21/06/2017","20/09/2017"
5513,47,"BrM",166,"30/01/2018","14/03/2018"
5513,47,"BrM",167,"19/06/2018","22/09/2018"
5513,47,"BrM",171,"21/01/2019","09/03/2019"
5513,47,"BrM",173,"10/06/2019","23/09/2019"
5514,43,"AB",104,"30/06/2010","10/09/2010"
5514,57,"BrF",105,"25/06/2011","02/10/2011"
5514,57,"BrF",116,"04/06/2012","30/09/2012"
5514,57,"BrF",112,"22/01/2012","28/02/2012"
5514,57,"BrF",118,"22/01/2013","27/02/2013"
5514,57,"BrF",122,"18/06/2013","30/09/2013"
5514,57,"BrF",124,"19/01/2014","04/03/2014"
5514,57,"BrF",125,"16/06/2014","04/10/2014"
5514,57,"BrF",139,"16/01/2015","05/03/2015"
5514,57,"BrF",142,"22/06/2015","29/09/2015"
5514,57,"BrF",144,"02/02/2016","09/03/2016"
5514,57,"BrF",159,"23/06/2016","19/09/2016"
5514,57,"BrF",161,"07/02/2017","03/03/2017"
5514,57,"BrF",164,"21/06/2017","20/09/2017"
5514,57,"BrF",166,"30/01/2018","14/03/2018"
5514,57,"H",167,"19/06/2018","22/09/2018"
5516,34,"ABX",104,"30/06/2010","10/09/2010"
5516,112,"BrF",105,"25/06/2011","02/10/2011"
5517,2,"AB",104,"30/06/2010","10/09/2010"
5517,2,"H",105,"25/06/2011","02/10/2011"
5517,2,"H",116,"04/06/2012","30/09/2012"
5517,2,"ABX",118,"22/01/2013","27/02/2013"
5517,2,"ABX",112,"22/01/2012","28/02/2012"
5517,2,"H",122,"18/06/2013","30/09/2013"
5517,2,"ABX",124,"19/01/2014","04/03/2014"
5517,2,"H",125,"16/06/2014","04/10/2014"
5517,2,"ABX",139,"16/01/2015","05/03/2015"
5517,2,"BrF",142,"22/06/2015","29/09/2015"
5517,2,"BrF",144,"02/02/2016","09/03/2016"
5517,2,"BrF",159,"23/06/2016","19/09/2016"
5518,134,"BrF",105,"25/06/2011","02/10/2011"
5518,134,"BrF",116,"04/06/2012","30/09/2012"
5518,134,"BrF",112,"22/01/2012","28/02/2012"
5518,134,"BrF",118,"22/01/2013","27/02/2013"
5518,134,"BrF",122,"18/06/2013","30/09/2013"
5518,134,"BrF",124,"19/01/2014","04/03/2014"
5518,134,"BrF",125,"16/06/2014","04/10/2014"
5518,134,"BrF",139,"16/01/2015","05/03/2015"
5518,134,"BrF",142,"22/06/2015","29/09/2015"
5518,478,"AB",104,"30/06/2010","10/09/2010"
5519,8,"ABX",104,"30/06/2010","10/09/2010"
5520,5,"H",104,"30/06/2010","10/09/2010"
5521,13,"AB",104,"30/06/2010","10/09/2010"
5521,96,"BrF",105,"25/06/2011","02/10/2011"
5521,96,"BrF",116,"04/06/2012","30/09/2012"
5521,96,"BrF",112,"22/01/2012","28/02/2012"
5521,96,"BrF",118,"22/01/2013","27/02/2013"
5521,96,"BrF",122,"18/06/2013","30/09/2013"
5521,96,"BrF",124,"19/01/2014","04/03/2014"
5521,96,"BrF",125,"16/06/2014","04/10/2014"
5521,96,"BrF",139,"16/01/2015","05/03/2015"
5521,96,"BrF",142,"22/06/2015","29/09/2015"
5521,96,"BrF",144,"02/02/2016","09/03/2016"
5521,96,"BrF",159,"23/06/2016","19/09/2016"
5521,96,"BrF",161,"07/02/2017","03/03/2017"
5521,96,"BrF",164,"21/06/2017","20/09/2017"
5521,96,"BrF",166,"30/01/2018","14/03/2018"
5521,96,"BrF",167,"19/06/2018","22/09/2018"
5521,96,"BrF",171,"21/01/2019","09/03/2019"
5521,96,"BrF",173,"10/06/2019","23/09/2019"
5521,96,"BrF",174,"05/02/2020","16/03/2020"
5522,58,"ABX",104,"30/06/2010","10/09/2010"
5522,126,"BrM",105,"25/06/2011","02/10/2011"
5522,126,"BrM",116,"04/06/2012","30/09/2012"
5522,126,"BrM",112,"22/01/2012","28/02/2012"
5522,126,"BrM",118,"22/01/2013","27/02/2013"
5522,126,"BrM",122,"18/06/2013","30/09/2013"
5522,126,"BrM",124,"19/01/2014","04/03/2014"
5522,126,"BrM",125,"16/06/2014","04/10/2014"
5522,126,"BrM",139,"16/01/2015","05/03/2015"
5522,126,"BrM",142,"22/06/2015","29/09/2015"
5522,126,"BrM",144,"02/02/2016","09/03/2016"
5523,58,"ABX",104,"30/06/2010","10/09/2010"
5523,60,"BrM",105,"25/06/2011","02/10/2011"
5523,60,"BrM",116,"04/06/2012","30/09/2012"
5523,60,"BrM",112,"22/01/2012","28/02/2012"
5523,60,"BrM",118,"22/01/2013","27/02/2013"
5523,60,"BrM",122,"18/06/2013","30/09/2013"
5523,60,"BrM",124,"19/01/2014","04/03/2014"
5523,60,"BrM",125,"16/06/2014","04/10/2014"
5523,60,"BrM",139,"16/01/2015","05/03/2015"
5523,60,"BrM",142,"22/06/2015","29/09/2015"
5523,60,"BrM",144,"02/02/2016","09/03/2016"
5523,60,"BrM",159,"23/06/2016","19/09/2016"
5523,60,"BrM",161,"07/02/2017","03/03/2017"
5523,60,"BrM",164,"21/06/2017","20/09/2017"
5523,60,"BrM",166,"30/01/2018","14/03/2018"
5523,60,"BrM",167,"19/06/2018","22/09/2018"
5523,60,"BrM",171,"21/01/2019","09/03/2019"
5523,60,"BrM",173,"10/06/2019","23/09/2019"
5525,47,"AB",104,"30/06/2010","10/09/2010"
5525,47,"H",105,"25/06/2011","02/10/2011"
5525,47,"H",116,"04/06/2012","30/09/2012"
5525,47,"H",112,"22/01/2012","28/02/2012"
5525,47,"H",118,"22/01/2013","27/02/2013"
5525,47,"H",122,"18/06/2013","30/09/2013"
5525,47,"H",125,"16/06/2014","04/10/2014"
5526,33,"BrM",104,"30/06/2010","10/09/2010"
5526,45,"BrM",105,"25/06/2011","02/10/2011"
5527,477,"OFL",104,"30/06/2010","10/09/2010"
5529,95,"AB",104,"30/06/2010","10/09/2010"
5529,95,"ABX",105,"25/06/2011","02/10/2011"
5529,516,"BrM",116,"04/06/2012","30/09/2012"
5529,516,"BrM",112,"22/01/2012","28/02/2012"
5529,516,"BrM",118,"22/01/2013","27/02/2013"
5530,82,"BrF",105,"25/06/2011","02/10/2011"
5530,82,"BrF",116,"04/06/2012","30/09/2012"
5530,82,"BrF",112,"22/01/2012","28/02/2012"
5530,82,"BrF",118,"22/01/2013","27/02/2013"
5530,82,"BrF",122,"18/06/2013","30/09/2013"
5530,82,"BrF",124,"19/01/2014","04/03/2014"
5530,82,"BrF",125,"16/06/2014","04/10/2014"
5530,82,"BrF",139,"16/01/2015","05/03/2015"
5530,82,"BrF",142,"22/06/2015","29/09/2015"
5530,82,"BrF",144,"02/02/2016","09/03/2016"
5530,82,"BrF",159,"23/06/2016","19/09/2016"
5530,82,"BrF",164,"21/06/2017","20/09/2017"
5530,82,"BrF",166,"30/01/2018","14/03/2018"
5530,82,"BrF",167,"19/06/2018","22/09/2018"
5530,82,"BrF",171,"21/01/2019","09/03/2019"
5530,172,"ABX",104,"30/06/2010","10/09/2010"
5532,-3,"FLOAT",104,"30/06/2010","10/09/2010"
5532,530,"BrF",105,"25/06/2011","02/10/2011"
5533,51,"OFL",104,"30/06/2010","10/09/2010"
5533,481,"TBRF",105,"25/06/2011","02/10/2011"
5534,86,"OFL",104,"30/06/2010","10/09/2010"
5534,86,"ABX",105,"25/06/2011","02/10/2011"
5534,140,"BrF",116,"04/06/2012","30/09/2012"
5534,140,"BrF",112,"22/01/2012","28/02/2012"
5534,140,"BrF",118,"22/01/2013","27/02/2013"
5534,140,"BrF",122,"18/06/2013","30/09/2013"
5534,140,"BrF",124,"19/01/2014","04/03/2014"
5534,140,"BrF",125,"16/06/2014","04/10/2014"
5534,140,"BrF",139,"16/01/2015","05/03/2015"
5534,140,"TBRF",142,"22/06/2015","29/09/2015"
5536,3,"OFL",104,"30/06/2010","10/09/2010"
5536,3,"ABX",105,"25/06/2011","02/10/2011"
5536,3,"H",124,"19/01/2014","04/03/2014"
5536,3,"H",125,"16/06/2014","04/10/2014"
5536,490,"BrF",105,"25/06/2011","02/10/2011"
5536,490,"BrF",116,"04/06/2012","30/09/2012"
5536,490,"BrF",112,"22/01/2012","28/02/2012"
5536,490,"BrF",118,"22/01/2013","27/02/2013"
5536,490,"BrF",122,"18/06/2013","30/09/2013"
5537,68,"ABX",104,"30/06/2010","10/09/2010"
5537,81,"BrF",105,"25/06/2011","02/10/2011"
5537,81,"BrF",116,"04/06/2012","30/09/2012"
5537,81,"BrF",112,"22/01/2012","28/02/2012"
5537,81,"BrF",118,"22/01/2013","27/02/2013"
5537,81,"BrF",122,"18/06/2013","30/09/2013"
5537,81,"BrF",124,"19/01/2014","04/03/2014"
5537,81,"BrF",125,"16/06/2014","04/10/2014"
5537,81,"BrF",139,"16/01/2015","05/03/2015"
5537,81,"BrF",142,"22/06/2015","29/09/2015"
5537,81,"BrF",144,"02/02/2016","09/03/2016"
5537,81,"BrF",159,"23/06/2016","19/09/2016"
5537,81,"BrF",161,"07/02/2017","03/03/2017"
5537,81,"BrF",164,"21/06/2017","20/09/2017"
5537,81,"BrF",166,"30/01/2018","14/03/2018"
5537,81,"BrF",167,"19/06/2018","22/09/2018"
5537,81,"BrF",171,"21/01/2019","09/03/2019"
5539,14,"BrM",105,"25/06/2011","02/10/2011"
5539,481,"H",104,"30/06/2010","10/09/2010"
5541,43,"ABX",104,"30/06/2010","10/09/2010"
5542,407,"FL",104,"30/06/2010","10/09/2010"
5542,515,"BrF",105,"25/06/2011","02/10/2011"
5542,515,"BrF",116,"04/06/2012","30/09/2012"
5542,515,"BrF",112,"22/01/2012","28/02/2012"
5542,515,"BrF",118,"22/01/2013","27/02/2013"
5542,515,"BrF",122,"18/06/2013","30/09/2013"
5543,71,"FL",104,"30/06/2010","10/09/2010"
5543,71,"H",105,"25/06/2011","02/10/2011"
5543,71,"ABX",116,"04/06/2012","30/09/2012"
5543,71,"ABX",112,"22/01/2012","28/02/2012"
5543,71,"ABX",118,"22/01/2013","27/02/2013"
5543,71,"H",122,"18/06/2013","30/09/2013"
5543,71,"H",124,"19/01/2014","04/03/2014"
5543,71,"H",125,"16/06/2014","04/10/2014"
5543,71,"H",139,"16/01/2015","05/03/2015"
5543,71,"SBR",142,"22/06/2015","29/09/2015"
5543,71,"ABX",144,"02/02/2016","09/03/2016"
5543,71,"H",159,"23/06/2016","19/09/2016"
5543,71,"ABX",161,"07/02/2017","03/03/2017"
5543,71,"BrF",164,"21/06/2017","20/09/2017"
5543,71,"BrF",166,"30/01/2018","14/03/2018"
5543,71,"BrF",167,"19/06/2018","22/09/2018"
5543,71,"BrF",171,"21/01/2019","09/03/2019"
5543,71,"BrF",173,"10/06/2019","23/09/2019"
5543,71,"BrF",174,"05/02/2020","16/03/2020"
5545,-3,"FLOAT",105,"25/06/2011","02/10/2011"
5545,75,"FL",104,"30/06/2010","10/09/2010"
5545,177,"BrF",124,"19/01/2014","04/03/2014"
5545,177,"BrF",125,"16/06/2014","04/10/2014"
5545,177,"BrF",139,"16/01/2015","05/03/2015"
5545,177,"BrF",142,"22/06/2015","29/09/2015"
5545,177,"BrF",144,"02/02/2016","09/03/2016"
5545,177,"BrF",159,"23/06/2016","19/09/2016"
5545,177,"BrF",161,"07/02/2017","03/03/2017"
5545,177,"BrF",164,"21/06/2017","20/09/2017"
5545,177,"BrF",166,"30/01/2018","14/03/2018"
5545,177,"BrF",167,"19/06/2018","22/09/2018"
5545,177,"BrF",171,"21/01/2019","09/03/2019"
5545,177,"BrF",173,"10/06/2019","23/09/2019"
5545,177,"BrF",174,"05/02/2020","16/03/2020"
5545,544,"BrF",116,"04/06/2012","30/09/2012"
5545,544,"BrF",112,"22/01/2012","28/02/2012"
5545,544,"BrF",118,"22/01/2013","27/02/2013"
5547,100,"BrM",116,"04/06/2012","30/09/2012"
5547,100,"BrM",118,"22/01/2013","27/02/2013"
5547,100,"BrM",122,"18/06/2013","30/09/2013"
5547,100,"BrM",124,"19/01/2014","04/03/2014"
5547,100,"BrM",125,"16/06/2014","04/10/2014"
5547,100,"BrM",139,"16/01/2015","05/03/2015"
5547,100,"BrM",142,"22/06/2015","29/09/2015"
5547,100,"BrM",144,"02/02/2016","09/03/2016"
5547,100,"BrM",159,"23/06/2016","19/09/2016"
5547,100,"BrM",161,"07/02/2017","03/03/2017"
5547,100,"BrM",164,"21/06/2017","20/09/2017"
5547,100,"BrM",166,"30/01/2018","14/03/2018"
5547,100,"BrM",167,"19/06/2018","22/09/2018"
5547,100,"BrM",171,"21/01/2019","09/03/2019"
5547,159,"FL",104,"30/06/2010","10/09/2010"
5547,159,"AB",105,"25/06/2011","02/10/2011"
5547,159,"BrM",112,"22/01/2012","28/02/2012"
5549,479,"BrF",104,"30/06/2010","10/09/2010"
5549,479,"BrF",105,"25/06/2011","02/10/2011"
5549,479,"BrF",116,"04/06/2012","30/09/2012"
5549,479,"BrF",112,"22/01/2012","28/02/2012"
5549,479,"BrF",118,"22/01/2013","27/02/2013"
5549,479,"BrF",122,"18/06/2013","30/09/2013"
5549,479,"BrF",124,"19/01/2014","04/03/2014"
5549,479,"BrF",125,"16/06/2014","04/10/2014"
5549,479,"BrF",139,"16/01/2015","05/03/2015"
5549,479,"BrF",142,"22/06/2015","29/09/2015"
5549,479,"BrF",144,"02/02/2016","09/03/2016"
5549,479,"BrF",159,"23/06/2016","19/09/2016"
5549,479,"BrF",161,"07/02/2017","03/03/2017"
5549,479,"BrF",164,"21/06/2017","20/09/2017"
5549,479,"BrF",166,"30/01/2018","14/03/2018"
5549,479,"BrF",167,"19/06/2018","22/09/2018"
5549,479,"BrF",171,"21/01/2019","09/03/2019"
5559,111,"BrM",105,"25/06/2011","02/10/2011"
5559,111,"BrM",116,"04/06/2012","30/09/2012"
5559,111,"BrM",112,"22/01/2012","28/02/2012"
5559,111,"BrM",118,"22/01/2013","27/02/2013"
5559,111,"BrM",122,"18/06/2013","30/09/2013"
5559,111,"BrM",124,"19/01/2014","04/03/2014"
5559,111,"BrM",125,"16/06/2014","04/10/2014"
5559,111,"BrM",139,"16/01/2015","05/03/2015"
5559,111,"BrM",142,"22/06/2015","29/09/2015"
5559,111,"BrM",144,"02/02/2016","09/03/2016"
5559,111,"BrM",159,"23/06/2016","19/09/2016"
5559,111,"BrM",161,"07/02/2017","03/03/2017"
5559,111,"BrM",164,"21/06/2017","20/09/2017"
5559,111,"BrM",167,"19/06/2018","22/09/2018"
5559,111,"BrM",171,"21/01/2019","09/03/2019"
5561,33,"BrM",105,"25/06/2011","02/10/2011"
5561,168,"FL",104,"30/06/2010","10/09/2010"
5561,168,"ABX",105,"25/06/2011","02/10/2011"
5562,8,"OFL",104,"30/06/2010","10/09/2010"
5562,179,"BrF",105,"25/06/2011","02/10/2011"
5562,179,"BrF",116,"04/06/2012","30/09/2012"
5562,179,"BrF",112,"22/01/2012","28/02/2012"
5573,75,"AB",104,"30/06/2010","10/09/2010"
5573,75,"H",105,"25/06/2011","02/10/2011"
5575,74,"FL",104,"30/06/2010","10/09/2010"
5575,75,"BrF",116,"04/06/2012","30/09/2012"
5575,75,"H",112,"22/01/2012","28/02/2012"
5575,75,"BrF",118,"22/01/2013","27/02/2013"
5575,75,"BrF",122,"18/06/2013","30/09/2013"
5575,75,"BrF",124,"19/01/2014","04/03/2014"
5575,75,"BrF",125,"16/06/2014","04/10/2014"
5575,75,"BrF",139,"16/01/2015","05/03/2015"
5575,75,"BrF",142,"22/06/2015","29/09/2015"
5575,75,"BrF",144,"02/02/2016","09/03/2016"
5575,531,"BrF",105,"25/06/2011","02/10/2011"
5582,110,"BrM",105,"25/06/2011","02/10/2011"
5582,110,"BrM",116,"04/06/2012","30/09/2012"
5582,110,"BrM",112,"22/01/2012","28/02/2012"
5582,110,"BrM",118,"22/01/2013","27/02/2013"
5582,110,"BrM",122,"18/06/2013","30/09/2013"
5582,110,"BrM",124,"19/01/2014","04/03/2014"
5582,110,"BrM",125,"16/06/2014","04/10/2014"
5582,110,"TBRM",139,"16/01/2015","05/03/2015"
5583,105,"BrM",105,"25/06/2011","02/10/2011"
5583,105,"BrM",116,"04/06/2012","30/09/2012"
5583,105,"BrM",112,"22/01/2012","28/02/2012"
5583,105,"BrM",118,"22/01/2013","27/02/2013"
5583,105,"BrM",122,"18/06/2013","30/09/2013"
5583,154,"BrM",142,"22/06/2015","29/09/2015"
5583,155,"BrM",124,"19/01/2014","04/03/2014"
5583,157,"BrM",142,"22/06/2015","29/09/2015"
5583,157,"BrM",144,"02/02/2016","09/03/2016"
5583,157,"BrM",159,"23/06/2016","19/09/2016"
5583,157,"BrM",161,"07/02/2017","03/03/2017"
5583,157,"BrM",164,"21/06/2017","20/09/2017"
5583,157,"BrM",166,"30/01/2018","14/03/2018"
5583,157,"BrM",167,"19/06/2018","22/09/2018"
5583,157,"BrM",171,"21/01/2019","09/03/2019"
5583,157,"TBRM",173,"10/06/2019","23/09/2019"
5583,159,"BrM",122,"18/06/2013","30/09/2013"
5583,159,"BrM",125,"16/06/2014","04/10/2014"
5583,159,"BrM",139,"16/01/2015","05/03/2015"
5583,159,"BrM",142,"22/06/2015","29/09/2015"
5583,159,"BrM",144,"02/02/2016","09/03/2016"
5583,159,"BrM",159,"23/06/2016","19/09/2016"
5583,159,"BrM",161,"07/02/2017","03/03/2017"
5583,159,"BrM",164,"21/06/2017","20/09/2017"
5583,159,"BrM",166,"30/01/2018","14/03/2018"
5583,159,"BrM",167,"19/06/2018","22/09/2018"
5583,159,"BrM",171,"21/01/2019","09/03/2019"
5583,159,"TBRM",173,"10/06/2019","23/09/2019"
5584,-3,"FLOAT",116,"04/06/2012","30/09/2012"
5584,40,"TBRF",116,"04/06/2012","30/09/2012"
5584,86,"BrF",125,"16/06/2014","04/10/2014"
5584,86,"BrF",139,"16/01/2015","05/03/2015"
5585,24,"OFL",105,"25/06/2011","02/10/2011"
5585,75,"BrM",116,"04/06/2012","30/09/2012"
5585,75,"BrM",112,"22/01/2012","28/02/2012"
5585,75,"BrM",118,"22/01/2013","27/02/2013"
5585,75,"BrM",122,"18/06/2013","30/09/2013"
5586,80,"BrM",105,"25/06/2011","02/10/2011"
5586,80,"BrM",116,"04/06/2012","30/09/2012"
5586,80,"BrM",112,"22/01/2012","28/02/2012"
5586,80,"BrM",118,"22/01/2013","27/02/2013"
5586,80,"BrM",122,"18/06/2013","30/09/2013"
5586,80,"BrM",124,"19/01/2014","04/03/2014"
5586,80,"TBRM",125,"16/06/2014","04/10/2014"
5588,13,"ABX",105,"25/06/2011","02/10/2011"
5588,41,"BrM",116,"04/06/2012","30/09/2012"
5588,41,"BrM",118,"22/01/2013","27/02/2013"
5588,41,"BrM",112,"22/01/2012","28/02/2012"
5588,41,"BrM",122,"18/06/2013","30/09/2013"
5588,41,"BrM",124,"19/01/2014","04/03/2014"
5588,41,"BrM",125,"16/06/2014","04/10/2014"
5588,41,"BrM",139,"16/01/2015","05/03/2015"
5588,41,"BrM",142,"22/06/2015","29/09/2015"
5588,41,"BrM",144,"02/02/2016","09/03/2016"
5588,41,"BrM",159,"23/06/2016","19/09/2016"
5590,2,"ABX",105,"25/06/2011","02/10/2011"
5590,40,"BrM",116,"04/06/2012","30/09/2012"
5590,40,"BrM",118,"22/01/2013","27/02/2013"
5590,40,"BrM",122,"18/06/2013","30/09/2013"
5590,40,"BrM",124,"19/01/2014","04/03/2014"
5590,40,"BrM",125,"16/06/2014","04/10/2014"
5590,40,"BrM",139,"16/01/2015","05/03/2015"
5590,40,"BrM",142,"22/06/2015","29/09/2015"
5590,40,"BrM",144,"02/02/2016","09/03/2016"
5590,40,"BrM",159,"23/06/2016","19/09/2016"
5590,40,"BrM",161,"07/02/2017","03/03/2017"
5590,40,"BrM",164,"21/06/2017","20/09/2017"
5590,40,"BrM",166,"30/01/2018","14/03/2018"
5590,40,"BrM",167,"19/06/2018","22/09/2018"
5590,40,"BrM",171,"21/01/2019","09/03/2019"
5590,40,"BrM",173,"10/06/2019","23/09/2019"
5590,40,"BrM",174,"05/02/2020","16/03/2020"
5590,481,"BrM",112,"22/01/2012","28/02/2012"
5594,-3,"FLOAT",116,"04/06/2012","30/09/2012"
