"BirdID","LastFPIDNatal","SecondLastFPIDNatal","NatalTerritory","SecondLastFPIDNatalPeriodStart","SecondLastFPIDNatalPeriodEnd","LastFPIDNatalPeriodStart","LastFPIDNatalPeriodEnd","Inherit","Disperse","Prior_dispersal","Method","DispersalDate","DispersalMonth","DispersalMonth2","Status2","FieldPeriodID","PeriodStart","PeriodEnd","TerritoryID","Status","NatalStatus","NatalStatus2"
"4904","87","85","43",2008-01-08,2008-02-21,2008-07-10,2008-09-07,NA,"1","UNK","P",2009-01-07,"Jan","W",1,"90",2008-12-30,2009-03-03,"88","BrF","AB",2
"5267","87","85","101",2008-01-08,2008-02-21,2008-07-10,2008-09-07,NA,"1","UNK","E",2008-11-03,"Nov","W",1,"90",2008-12-30,2009-03-03,"2","BrF","ABX",2
"4947","87","85","110",2008-01-08,2008-02-21,2008-07-10,2008-09-07,NA,"1","UNK","E",2008-11-03,"Nov","W",1,"90",2008-12-30,2009-03-03,"81","BrM","ABX",2
"5197","87","85","20",2008-01-08,2008-02-21,2008-07-10,2008-09-07,NA,"1","UNK","P",2009-07-02,"Jul","S",1,"92",2009-06-08,2009-09-18,"172","BrM","CH",2
"5262","90","87","66",2008-07-10,2008-09-07,2008-12-30,2009-03-03,NA,"1","UNK","E",2009-04-20,"Apr","W",1,"92",2009-06-08,2009-09-18,"479","BrM","ABX",2
"5217","90","87","125",2008-07-10,2008-09-07,2008-12-30,2009-03-03,NA,"1","UNK","E",2009-04-20,"Apr","W",2,"92",2009-06-08,2009-09-18,"159","ABX","ABX",2
"5285","90","87","100",2008-07-10,2008-09-07,2008-12-30,2009-03-03,NA,"1","UNK","E",2009-04-20,"Apr","W",1,"92",2009-06-08,2009-09-18,"85","BrM","ABX",2
"4890","90","87","24",2008-07-10,2008-09-07,2008-12-30,2009-03-03,NA,"1","UNK","P",2009-01-09,"Jan","W",1,"90",2008-12-30,2009-03-03,"39","BrM","ABX",2
"1819","90","87","79",2008-07-10,2008-09-07,2008-12-30,2009-03-03,NA,"1","UNK","E",2009-04-20,"Apr","W",1,"92",2009-06-08,2009-09-18,"171","BrM","ABX",2
"5275","90","87","79",2008-07-10,2008-09-07,2008-12-30,2009-03-03,NA,"1","UNK","P",2009-07-12,"Jul","S",1,"92",2009-06-08,2009-09-18,"515","BrM","OFL",2
"4887","90","87","112",2008-07-10,2008-09-07,2008-12-30,2009-03-03,NA,"1","UNK","P",2009-07-21,"Jul","S",1,"92",2009-06-08,2009-09-18,"75","BrM","ABX",2
"5237","92","90","48",2008-12-30,2009-03-03,2009-06-08,2009-09-18,NA,"1","UNK","E",2010-02-07,"Feb","W",1,"104",2010-06-30,2010-09-10,"50","BrM","H",2
"5235","92","90","68",2008-12-30,2009-03-03,2009-06-08,2009-09-18,NA,"1","UNK","E",2010-02-07,"Feb","W",1,"104",2010-06-30,2010-09-10,"42","BrM","H",2
"5319","92","90","134",2008-12-30,2009-03-03,2009-06-08,2009-09-18,NA,"1","UNK","E",2010-02-07,"Feb","W",1,"104",2010-06-30,2010-09-10,"69","BrF","OFL",2
"5291","92","90","165",2008-12-30,2009-03-03,2009-06-08,2009-09-18,NA,"1","UNK","P",2010-08-16,"Aug","S",1,"104",2010-06-30,2010-09-10,"129","BrM","ABX",2
"5333","92","90","28",2008-12-30,2009-03-03,2009-06-08,2009-09-18,NA,"1","UNK","E",2010-02-07,"Feb","W",1,"104",2010-06-30,2010-09-10,"168","BrM","FL",2
"5321","92","90","60",2008-12-30,2009-03-03,2009-06-08,2009-09-18,NA,"1","UNK","E",2010-02-07,"Feb","W",1,"104",2010-06-30,2010-09-10,"57","BrM","OFL",2
"5323","92","90","135",2008-12-30,2009-03-03,2009-06-08,2009-09-18,NA,"1","UNK","E",2010-02-07,"Feb","W",1,"104",2010-06-30,2010-09-10,"127","BrF","OFL",2
"5508","92","90","48",2008-12-30,2009-03-03,2009-06-08,2009-09-18,NA,"1","UNK","E",2010-02-07,"Feb","W",1,"104",2010-06-30,2010-09-10,"68","BrM","CH",2
"5519","92","90","490",2008-12-30,2009-03-03,2009-06-08,2009-09-18,NA,"1","UNK","E",2010-02-07,"Feb","W",2,"104",2010-06-30,2010-09-10,"8","ABX","CH",2
"5525","92","90","30",2008-12-30,2009-03-03,2009-06-08,2009-09-18,NA,"1","UNK","E",2010-02-07,"Feb","W",2,"104",2010-06-30,2010-09-10,"47","AB","CH",2
"5283","103","92","92",2009-06-08,2009-09-18,2010-02-12,2010-03-19,NA,"1","UNK","P",2010-07-17,"Jul","S",1,"104",2010-06-30,2010-09-10,"88","BrM","ABX",2
"5559","103","92","173",2009-06-08,2009-09-18,2010-02-12,2010-03-19,NA,"1","UNK","E",2010-11-05,"Nov","W",1,"105",2011-06-25,2011-10-02,"111","BrM","CH",2
"5334","103","92","125",2009-06-08,2009-09-18,2010-02-12,2010-03-19,NA,"1","UNK","E",2010-05-09,"May","S",1,"104",2010-06-30,2010-09-10,"72","BrM","ABX",2
"5497","103","92","98",2009-06-08,2009-09-18,2010-02-12,2010-03-19,NA,"1","UNK","E",2010-05-09,"May","S",1,"104",2010-06-30,2010-09-10,"100","BrM","ABX",2
"5450","103","92","27",2009-06-08,2009-09-18,2010-02-12,2010-03-19,NA,"1","UNK","E",2010-05-09,"May","S",1,"104",2010-06-30,2010-09-10,"51","BrF","ABX",2
"5456","103","92","77",2009-06-08,2009-09-18,2010-02-12,2010-03-19,NA,"1","UNK","P",2010-07-28,"Jul","S",1,"104",2010-06-30,2010-09-10,"134","BrM","ABX",2
"5338","103","92","178",2009-06-08,2009-09-18,2010-02-12,2010-03-19,NA,"1","UNK","E",2010-05-09,"May","S",1,"104",2010-06-30,2010-09-10,"155","BrM","ABX",2
"5549","103","92","63",2009-06-08,2009-09-18,2010-02-12,2010-03-19,NA,"1","UNK","E",2010-05-09,"May","S",1,"104",2010-06-30,2010-09-10,"479","BrF","CH",2
"5573","103","92","74",2009-06-08,2009-09-18,2010-02-12,2010-03-19,NA,"1","UNK","E",2010-05-09,"May","S",2,"104",2010-06-30,2010-09-10,"75","AB","CH",2
