"BirdID","LastFPIDNatal","SecondLastFPIDNatal","NatalTerritory","SecondLastFPIDNatalPeriodStart","SecondLastFPIDNatalPeriodEnd","LastFPIDNatalPeriodStart","LastFPIDNatalPeriodEnd","Inherit","Disperse","Prior_dispersal","Method","DispersalDate","DispersalMonth","DispersalMonth2","Status2","FieldPeriodID","PeriodStart","PeriodEnd","TerritoryID","Status","NatalStatus","NatalStatus2"
"5541","104","103","43",2010-02-12,2010-03-19,2010-06-30,2010-09-10,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5510","104","103","27",2010-02-12,2010-03-19,2010-06-30,2010-09-10,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5520","104","103","5",2010-02-12,2010-03-19,2010-06-30,2010-09-10,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5527","104","103","477",2010-02-12,2010-03-19,2010-06-30,2010-09-10,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5326","104","103","96",2010-02-12,2010-03-19,2010-06-30,2010-09-10,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5785","112","105","60",2011-06-25,2011-10-02,2012-01-22,2012-02-28,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5773","112","105","178",2011-06-25,2011-10-02,2012-01-22,2012-02-28,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5123","116","112","63",2012-01-22,2012-02-28,2012-06-04,2012-09-30,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5784","116","112","126",2012-01-22,2012-02-28,2012-06-04,2012-09-30,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5832","116","112","477",2012-01-22,2012-02-28,2012-06-04,2012-09-30,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5827","116","112","2",2012-01-22,2012-02-28,2012-06-04,2012-09-30,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5830","116","112","67",2012-01-22,2012-02-28,2012-06-04,2012-09-30,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5831","116","112","3",2012-01-22,2012-02-28,2012-06-04,2012-09-30,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5852","116","112","109",2012-01-22,2012-02-28,2012-06-04,2012-09-30,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5636","116","112","59",2012-01-22,2012-02-28,2012-06-04,2012-09-30,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5768","116","112","71",2012-01-22,2012-02-28,2012-06-04,2012-09-30,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5771","116","112","47",2012-01-22,2012-02-28,2012-06-04,2012-09-30,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5849","116","112","63",2012-01-22,2012-02-28,2012-06-04,2012-09-30,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5777","116","112","168",2012-01-22,2012-02-28,2012-06-04,2012-09-30,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5778","116","112","168",2012-01-22,2012-02-28,2012-06-04,2012-09-30,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6013","116","112","154",2012-01-22,2012-02-28,2012-06-04,2012-09-30,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5844","116","112","478",2012-01-22,2012-02-28,2012-06-04,2012-09-30,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5848","116","112","67",2012-01-22,2012-02-28,2012-06-04,2012-09-30,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5905","118","116","43",2012-06-04,2012-09-30,2013-01-22,2013-02-27,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5772","118","116","39",2012-06-04,2012-09-30,2013-01-22,2013-02-27,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6031","118","116","125",2012-06-04,2012-09-30,2013-01-22,2013-02-27,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5906","122","118","155",2013-01-22,2013-02-27,2013-06-18,2013-09-30,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6020","122","118","20",2013-01-22,2013-02-27,2013-06-18,2013-09-30,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6021","122","118","57",2013-01-22,2013-02-27,2013-06-18,2013-09-30,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6023","122","118","58",2013-01-22,2013-02-27,2013-06-18,2013-09-30,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6037","122","118","90",2013-01-22,2013-02-27,2013-06-18,2013-09-30,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6062","122","118","135",2013-01-22,2013-02-27,2013-06-18,2013-09-30,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6180","124","122","83",2013-06-18,2013-09-30,2014-01-19,2014-03-04,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6153","125","124","46",2014-01-19,2014-03-04,2014-06-16,2014-10-04,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6140","139","125","112",2014-06-16,2014-10-04,2015-01-16,2015-03-05,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6142","139","125","13",2014-06-16,2014-10-04,2015-01-16,2015-03-05,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6147","139","125","477",2014-06-16,2014-10-04,2015-01-16,2015-03-05,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6149","139","125","26",2014-06-16,2014-10-04,2015-01-16,2015-03-05,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6150","139","125","407",2014-06-16,2014-10-04,2015-01-16,2015-03-05,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6239","139","125","70",2014-06-16,2014-10-04,2015-01-16,2015-03-05,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6240","139","125","71",2014-06-16,2014-10-04,2015-01-16,2015-03-05,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6205","139","125","20",2014-06-16,2014-10-04,2015-01-16,2015-03-05,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6209","139","125","24",2014-06-16,2014-10-04,2015-01-16,2015-03-05,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6268","139","125","39",2014-06-16,2014-10-04,2015-01-16,2015-03-05,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6273","139","125","112",2014-06-16,2014-10-04,2015-01-16,2015-03-05,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6549","142","139","20",2015-01-16,2015-03-05,2015-06-22,2015-09-29,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6560","144","142","165",2015-06-22,2015-09-29,2016-02-02,2016-03-09,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6564","144","142","81",2015-06-22,2015-09-29,2016-02-02,2016-03-09,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6573","144","142","129",2015-06-22,2015-09-29,2016-02-02,2016-03-09,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6571","167","166","13",2018-01-30,2018-03-14,2018-06-19,2018-09-22,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7077","171","167","72",2018-06-19,2018-09-22,2019-01-21,2019-03-09,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7079","171","167","516",2018-06-19,2018-09-22,2019-01-21,2019-03-09,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7080","171","167","137",2018-06-19,2018-09-22,2019-01-21,2019-03-09,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7097","171","167","45",2018-06-19,2018-09-22,2019-01-21,2019-03-09,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7074","171","167","16",2018-06-19,2018-09-22,2019-01-21,2019-03-09,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6777","173","171","616",2019-01-21,2019-03-09,2019-06-10,2019-09-23,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7086","173","171","2",2019-01-21,2019-03-09,2019-06-10,2019-09-23,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7096","173","171","53",2019-01-21,2019-03-09,2019-06-10,2019-09-23,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7084","173","171","3",2019-01-21,2019-03-09,2019-06-10,2019-09-23,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6926","173","171","20",2019-01-21,2019-03-09,2019-06-10,2019-09-23,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6886","174","173","58",2019-06-10,2019-09-23,2020-02-05,2020-03-16,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6859","174","173","2",2019-06-10,2019-09-23,2020-02-05,2020-03-16,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7071","174","173","24",2019-06-10,2019-09-23,2020-02-05,2020-03-16,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6909","174","173","8",2019-06-10,2019-09-23,2020-02-05,2020-03-16,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6910","174","173","616",2019-06-10,2019-09-23,2020-02-05,2020-03-16,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7091","174","173","58",2019-06-10,2019-09-23,2020-02-05,2020-03-16,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6884","174","173","47",2019-06-10,2019-09-23,2020-02-05,2020-03-16,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7144","174","173","9",2019-06-10,2019-09-23,2020-02-05,2020-03-16,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7116","174","173","618",2019-06-10,2019-09-23,2020-02-05,2020-03-16,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7131","174","173","179",2019-06-10,2019-09-23,2020-02-05,2020-03-16,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7132","174","173","109",2019-06-10,2019-09-23,2020-02-05,2020-03-16,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7133","174","173","55",2019-06-10,2019-09-23,2020-02-05,2020-03-16,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5538","103","92","83",2009-06-08,2009-09-18,2010-02-12,2010-03-19,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1660","118","116","8",2012-06-04,2012-09-30,2013-01-22,2013-02-27,1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1877","82","77","125",2007-01-06,2007-01-29,2007-06-14,2007-09-16,1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2968","77","75","55",2006-06-12,2006-09-02,2007-01-06,2007-01-29,1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5173","122","118","129",2013-01-22,2013-02-27,2013-06-18,2013-09-30,1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5290","90","87","62",2008-07-10,2008-09-07,2008-12-30,2009-03-03,1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5517","139","125","2",2014-06-16,2014-10-04,2015-01-16,2015-03-05,1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5543","161","159","71",2016-06-23,2016-09-19,2017-02-07,2017-03-03,1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5596","124","122","125",2013-06-18,2013-09-30,2014-01-19,2014-03-04,1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5600","161","159","138",2016-06-23,2016-09-19,2017-02-07,2017-03-03,1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5686","112","105","159",2011-06-25,2011-10-02,2012-01-22,2012-02-28,1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5748","125","124","50",2014-01-19,2014-03-04,2014-06-16,2014-10-04,1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5770","118","116","47",2012-06-04,2012-09-30,2013-01-22,2013-02-27,1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5843","124","122","28",2013-06-18,2013-09-30,2014-01-19,2014-03-04,1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5901","118","116","63",2012-06-04,2012-09-30,2013-01-22,2013-02-27,1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6015","118","116","85",2012-06-04,2012-09-30,2013-01-22,2013-02-27,1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6026","125","124","82",2014-01-19,2014-03-04,2014-06-16,2014-10-04,1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5337","104","103","477",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-02-01,"Feb","W",1,"105",2011-06-25,2011-10-02,"68","BrF","H",2
"5511","104","103","15",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-02-01,"Feb","W",1,"105",2011-06-25,2011-10-02,"178","BrF","OFL",2
"5498","104","103","134",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-02-01,"Feb","W",1,"105",2011-06-25,2011-10-02,"160","BrM","ABX",2
"5516","104","103","34",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-02-01,"Feb","W",1,"105",2011-06-25,2011-10-02,"112","BrF","ABX",2
"5518","104","103","478",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-02-01,"Feb","W",1,"105",2011-06-25,2011-10-02,"134","BrF","AB",2
"5313","104","103","13",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-02-01,"Feb","W",1,"105",2011-06-25,2011-10-02,"86","BrF","H",2
"5514","104","103","43",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-02-01,"Feb","W",1,"105",2011-06-25,2011-10-02,"57","BrF","AB",2
"5522","104","103","58",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-02-01,"Feb","W",1,"105",2011-06-25,2011-10-02,"126","BrM","ABX",2
"5523","104","103","58",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-02-01,"Feb","W",1,"105",2011-06-25,2011-10-02,"60","BrM","ABX",2
"5513","104","103","46",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-02-01,"Feb","W",1,"105",2011-06-25,2011-10-02,"47","BrM","AB",2
"5606","104","103","154",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","P",2011-07-15,"Jul","S",2,"105",2011-06-25,2011-10-02,"100","ABX","CH",2
"5530","104","103","172",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-02-01,"Feb","W",1,"105",2011-06-25,2011-10-02,"82","BrF","ABX",2
"5533","104","103","51",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-02-01,"Feb","W",1,"105",2011-06-25,2011-10-02,"481","TBRF","OFL",2
"5586","104","103","79",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","P",2011-08-23,"Aug","S",1,"105",2011-06-25,2011-10-02,"80","BrM","CH",2
"5575","104","103","74",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-02-01,"Feb","W",1,"105",2011-06-25,2011-10-02,"531","BrF","FL",2
"5537","104","103","68",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-02-01,"Feb","W",1,"105",2011-06-25,2011-10-02,"81","BrF","ABX",2
"5539","104","103","481",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-02-01,"Feb","W",1,"105",2011-06-25,2011-10-02,"14","BrM","H",2
"5542","104","103","407",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-02-01,"Feb","W",1,"105",2011-06-25,2011-10-02,"515","BrF","CH",2
"5462","104","103","4",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-02-01,"Feb","W",1,"105",2011-06-25,2011-10-02,"12","BrM","ABX",2
"5521","104","103","13",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-02-01,"Feb","W",1,"105",2011-06-25,2011-10-02,"96","BrF","AB",2
"5582","104","103","79",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-02-01,"Feb","W",1,"105",2011-06-25,2011-10-02,"110","BrM","CH",2
"5562","104","103","8",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-02-01,"Feb","W",1,"105",2011-06-25,2011-10-02,"179","BrF","OFL",2
"5621","104","103","515",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-02-01,"Feb","W",1,"105",2011-06-25,2011-10-02,"13","BrF","CH",2
"5612","104","103","61",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-02-01,"Feb","W",1,"105",2011-06-25,2011-10-02,"479","BrM","CH",2
"5605","104","103","135",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-05-17,"May","S",1,"112",2012-01-22,2012-02-28,"139","BrM","CH",2
"5626","104","103","90",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-02-01,"Feb","W",1,"105",2011-06-25,2011-10-02,"77","BrM","CH",2
"5607","104","103","109",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-02-01,"Feb","W",2,"105",2011-06-25,2011-10-02,"26","ABX","CH",2
"5604","104","103","14",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-02-01,"Feb","W",2,"105",2011-06-25,2011-10-02,"13","ABX","CH",2
"5613","104","103","101",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-02-01,"Feb","W",1,"105",2011-06-25,2011-10-02,"58","BrF","CH",2
"5683","104","103","174",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-02-01,"Feb","W",1,"105",2011-06-25,2011-10-02,"478","BrF","CH",2
"5608","104","103","77",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-02-01,"Feb","W",1,"105",2011-06-25,2011-10-02,"95","BrF","CH",2
"5642","104","103","26",2010-02-12,2010-03-19,2010-06-30,2010-09-10,NA,"1","UNK","E",2011-05-17,"May","S",1,"112",2012-01-22,2012-02-28,"16","BrF","CH",2
"5561","105","104","168",2010-06-30,2010-09-10,2011-06-25,2011-10-02,NA,"1","UNK","P",2011-07-17,"Jul","S",1,"105",2011-06-25,2011-10-02,"33","BrM","ABX",2
"5590","105","104","2",2010-06-30,2010-09-10,2011-06-25,2011-10-02,NA,"1","UNK","E",2011-11-27,"Nov","W",1,"112",2012-01-22,2012-02-28,"481","BrM","CH",2
"5585","105","104","24",2010-06-30,2010-09-10,2011-06-25,2011-10-02,NA,"1","UNK","E",2011-11-27,"Nov","W",1,"112",2012-01-22,2012-02-28,"75","BrM","CH",2
"5682","105","104","15",2010-06-30,2010-09-10,2011-06-25,2011-10-02,NA,"1","UNK","E",2011-11-27,"Nov","W",1,"112",2012-01-22,2012-02-28,"14","BrM","FL",2
"5529","105","104","95",2010-06-30,2010-09-10,2011-06-25,2011-10-02,NA,"1","UNK","E",2011-11-27,"Nov","W",1,"112",2012-01-22,2012-02-28,"516","BrM","ABX",2
"5339","105","104","9",2010-06-30,2010-09-10,2011-06-25,2011-10-02,NA,"1","UNK","P",2011-08-12,"Aug","S",1,"105",2011-06-25,2011-10-02,"481","BrF","H",2
"5597","105","104","173",2010-06-30,2010-09-10,2011-06-25,2011-10-02,NA,"1","UNK","E",2011-11-27,"Nov","W",1,"112",2012-01-22,2012-02-28,"79","BrF","AB",2
"5588","105","104","13",2010-06-30,2010-09-10,2011-06-25,2011-10-02,NA,"1","UNK","E",2011-11-27,"Nov","W",1,"112",2012-01-22,2012-02-28,"41","BrM","ABX",2
"5624","105","104","481",2010-06-30,2010-09-10,2011-06-25,2011-10-02,NA,"1","UNK","P",2012-02-14,"Feb","W",1,"112",2012-01-22,2012-02-28,"11","BrM","OFL",2
"5625","105","104","165",2010-06-30,2010-09-10,2011-06-25,2011-10-02,NA,"1","UNK","E",2011-11-27,"Nov","W",1,"112",2012-01-22,2012-02-28,"112","BrF","ABX",2
"5828","105","104","135",2010-06-30,2010-09-10,2011-06-25,2011-10-02,NA,"1","UNK","E",2012-02-02,"Feb","W",1,"116",2012-06-04,2012-09-30,"3","BrM","CH",2
"5534","105","104","86",2010-06-30,2010-09-10,2011-06-25,2011-10-02,NA,"1","UNK","E",2011-11-27,"Nov","W",1,"112",2012-01-22,2012-02-28,"140","BrF","ABX",2
"5638","105","104","140",2010-06-30,2010-09-10,2011-06-25,2011-10-02,NA,"1","UNK","E",2011-11-27,"Nov","W",1,"112",2012-01-22,2012-02-28,"544","BrM","OFL",2
"5639","105","104","118",2010-06-30,2010-09-10,2011-06-25,2011-10-02,NA,"1","UNK","E",2011-11-27,"Nov","W",1,"112",2012-01-22,2012-02-28,"123","BrM","OFL",2
"5765","105","104","69",2010-06-30,2010-09-10,2011-06-25,2011-10-02,NA,"1","UNK","E",2011-11-27,"Nov","W",2,"112",2012-01-22,2012-02-28,"48","ABX","CH",2
"5634","105","104","59",2010-06-30,2010-09-10,2011-06-25,2011-10-02,NA,"1","UNK","E",2011-11-27,"Nov","W",1,"112",2012-01-22,2012-02-28,"165","BrF","ABX",2
"5653","105","104","40",2010-06-30,2010-09-10,2011-06-25,2011-10-02,NA,"1","UNK","E",2012-05-28,"May","S",1,"118",2013-01-22,2013-02-27,"101","BrF","FL",2
"5648","105","104","128",2010-06-30,2010-09-10,2011-06-25,2011-10-02,NA,"1","UNK","E",2012-08-09,"Aug","S",2,"122",2013-06-18,2013-09-30,"99","ABX","FL",2
"5776","105","104","160",2010-06-30,2010-09-10,2011-06-25,2011-10-02,NA,"1","UNK","E",2011-11-27,"Nov","W",1,"112",2012-01-22,2012-02-28,"55","BrM","CH",2
"5826","105","104","62",2010-06-30,2010-09-10,2011-06-25,2011-10-02,NA,"1","UNK","P",2012-07-12,"Jul","S",2,"116",2012-06-04,2012-09-30,"129","ABX","CH",2
"5749","105","104","11",2010-06-30,2010-09-10,2011-06-25,2011-10-02,NA,"1","UNK","P",2012-02-03,"Feb","W",1,"112",2012-01-22,2012-02-28,"33","BrF","CH",2
"5678","105","104","77",2010-06-30,2010-09-10,2011-06-25,2011-10-02,NA,"1","UNK","E",2011-11-27,"Nov","W",1,"112",2012-01-22,2012-02-28,"116","BrF","ABX",2
"5847","105","104","110",2010-06-30,2010-09-10,2011-06-25,2011-10-02,NA,"1","UNK","E",2012-02-02,"Feb","W",1,"116",2012-06-04,2012-09-30,"71","BrM","CH",2
"5643","112","105","128",2011-06-25,2011-10-02,2012-01-22,2012-02-28,NA,"1","UNK","P",2012-07-01,"Jul","S",1,"116",2012-06-04,2012-09-30,"127","BrM","ABX",2
"5595","112","105","477",2011-06-25,2011-10-02,2012-01-22,2012-02-28,NA,"1","UNK","E",2012-04-16,"Apr","W",1,"116",2012-06-04,2012-09-30,"26","BrM","H",2
"5787","112","105","9",2011-06-25,2011-10-02,2012-01-22,2012-02-28,NA,"1","UNK","P",2012-07-24,"Jul","S",1,"116",2012-06-04,2012-09-30,"34","BrM","FL",2
"5842","112","105","90",2011-06-25,2011-10-02,2012-01-22,2012-02-28,NA,"1","UNK","E",2012-04-16,"Apr","W",2,"116",2012-06-04,2012-09-30,"68","ABX","CH",2
"5618","116","112","98",2012-01-22,2012-02-28,2012-06-04,2012-09-30,NA,"1","UNK","E",2012-11-26,"Nov","W",1,"118",2013-01-22,2013-02-27,"1","BrF","ABX",2
"5835","116","112","24",2012-01-22,2012-02-28,2012-06-04,2012-09-30,NA,"1","UNK","E",2013-02-07,"Feb","W",1,"122",2013-06-18,2013-09-30,"32","BrM","ABX",2
"5652","116","112","157",2012-01-22,2012-02-28,2012-06-04,2012-09-30,NA,"1","UNK","E",2013-08-08,"Aug","S",1,"125",2014-06-16,2014-10-04,"116","BrF","ABX",2
"5775","116","112","173",2012-01-22,2012-02-28,2012-06-04,2012-09-30,NA,"1","UNK","E",2013-02-07,"Feb","W",1,"122",2013-06-18,2013-09-30,"14","BrM","ABX",2
"6017","116","112","479",2012-01-22,2012-02-28,2012-06-04,2012-09-30,NA,"1","UNK","E",2013-02-07,"Feb","W",1,"122",2013-06-18,2013-09-30,"53","BrM","CH",2
"5641","116","112","168",2012-01-22,2012-02-28,2012-06-04,2012-09-30,NA,"1","UNK","E",2013-02-07,"Feb","W",1,"122",2013-06-18,2013-09-30,"55","BrF","ABX",2
"5782","116","112","174",2012-01-22,2012-02-28,2012-06-04,2012-09-30,NA,"1","UNK","E",2012-04-16,"Apr","W",1,"116",2012-06-04,2012-09-30,"32","BrM","OFL",2
"5838","116","112","105",2012-01-22,2012-02-28,2012-06-04,2012-09-30,NA,"1","UNK","E",2013-02-07,"Feb","W",1,"122",2013-06-18,2013-09-30,"179","BrF","OFL",2
"5902","116","112","111",2012-01-22,2012-02-28,2012-06-04,2012-09-30,NA,"1","UNK","E",2012-11-26,"Nov","W",2,"118",2013-01-22,2013-02-27,"60","ABX","CH",2
