mum_FPID,id,mum,dad,p,FPID,PeriodStart,PeriodEnd,O_Terr,dad_FPID,mum_Terr
1605_90,5332,1605,5071,0.802,90,30/12/2008,03/03/2009,5,5071_90,5
1612_31,2971,1612,1199,1,31,12/12/2003,14/01/2004,75,1199_31,75
1612_40,1730,1612,1199,0.902,40,29/06/2001,26/07/2001,102,1199_40,102
1614_37,3449,1614,1767,1,37,26/05/2005,11/09/2005,6.5,1767_37,6.5
1614_77,5078,1614,1767,1,77,06/01/2007,29/01/2007,6.5,1767_77,6.5
1614_87,5271,1614,4902,1,87,10/07/2008,07/09/2008,6.5,4902_87,6.5
1617_104,5566,1617,2974,1,104,30/06/2010,10/09/2010,94.2,2974_104,94.2
1617_105,5638,1617,1801,1,105,25/06/2011,02/10/2011,94.2,1801_105,94.2
1617_35,3089,1617,1610,0.994,35,18/12/2004,12/01/2005,94.2,1610_35,94.2
163_16,608,163,448,0.996,16,07/08/1993,13/08/1993,42,448_16,42
163_17,938,163,510,0.901,17,07/07/1994,29/07/1994,42,510_17,42
163_17,850,163,510,0.726,17,07/07/1994,29/07/1994,42,510_17,42
163_17,919,163,510,0.984,17,07/07/1994,29/07/1994,42,510_17,42
163_19,891,163,510,0.989,19,22/05/1995,14/09/1995,42,510_19,42
163_21,1130,163,510,1,21,24/06/1996,11/08/1996,42,510_21,42
1660_104,5620,1660,2966,0.636,104,30/06/2010,10/09/2010,5,2966_104,5
1665_35,3091,1665,1623,1,35,18/12/2004,12/01/2005,79,1623_35,79
1665_37,3643,1665,1623,1,37,26/05/2005,11/09/2005,79,1623_37,79
1669_30,1874,1669,1213,1,30,06/06/2003,02/09/2003,47.1,1213_30,47.1
1669_77,4971,1669,1897,1,77,06/01/2007,29/01/2007,47.1,1897_77,47.1
1669_87,5235,1669,1742,0.998,87,10/07/2008,07/09/2008,47.1,1742_87,47.1
1669_92,5537,1669,1881,0.993,92,08/06/2009,18/09/2009,47.1,1881_92,47.1
1672_30,2983,1672,1533,1,30,06/06/2003,02/09/2003,67,1533_30,67
1672_31,2963,1672,1533,1,31,12/12/2003,14/01/2004,67,1533_31,67
1672_37,3692,1672,1533,1,37,26/05/2005,11/09/2005,67,1533_37,67
1672_41,1713,1672,1533,1,41,11/07/2002,02/10/2002,67,1533_41,67
1672_75,4935,1672,1797,0.999,75,12/06/2006,02/09/2006,67,1797_75,67
1672_75,4954,1672,1533,1,75,12/06/2006,02/09/2006,67,1533_75,67
1674_30,1867,1674,1029,1,30,06/06/2003,02/09/2003,30.2,1029_30,30.2
1674_31,2979,1674,1543,1,31,12/12/2003,14/01/2004,30.2,1543_31,30.2
1674_41,1749,1674,1029,1,41,11/07/2002,02/10/2002,30.2,1029_41,30.2
1678_118,6048,1678,5291,0.999,118,22/01/2013,27/02/2013,88,5291_118,88
1678_37,3651,1678,1412,0.99,37,26/05/2005,11/09/2005,88,1412_37,88
1678_37,3700,1678,1412,1,37,26/05/2005,11/09/2005,88,1412_37,88
1678_82,5171,1678,1412,1,82,14/06/2007,16/09/2007,88,1412_82,88
1678_82,5173,1678,3696,1,82,14/06/2007,16/09/2007,88,3696_82,88
1678_87,5254,1678,1412,1,87,10/07/2008,07/09/2008,88,1412_87,88
168_14,475,168,73,0.581,14,01/01/1991,31/12/1991,60,73_14,60
168_14,474,168,73,0.588,14,01/01/1991,31/12/1991,60,73_14,60
168_17,834,168,632,1,17,07/07/1994,29/07/1994,60,632_17,60
168_19,945,168,831,0.999,19,22/05/1995,14/09/1995,60,831_19,60
168_21,1031,168,605,0.995,21,24/06/1996,11/08/1996,60,605_21,60
168_22,1234,168,854,0.764,22,01/07/1997,28/08/1997,60,854_22,60
168_23,1355,168,884,1,23,20/12/1997,28/03/1998,60,884_23,60
168_27,1508,168,1045,1,27,09/04/1999,04/05/1999,60,1045_27,60
168_28,1535,168,1018,1,28,02/07/1999,26/09/1999,60,1018_28,60
168_39,1596,168,1045,1,39,25/07/2000,13/08/2000,60,1045_39,60
1685_30,1845,1685,1608,0.645,30,06/06/2003,02/09/2003,81,1608_30,81
1685_37,3578,1685,1608,1,37,26/05/2005,11/09/2005,81,1608_37,81
1685_37,3564,1685,1608,0.995,37,26/05/2005,11/09/2005,81,1608_37,81
1685_75,4956,1685,1608,1,75,12/06/2006,02/09/2006,81,1608_75,81
169_19,868,169,507,0.949,19,22/05/1995,14/09/1995,22,507_19,22
169_22,1232,169,890,0.888,22,01/07/1997,28/08/1997,22,890_22,22
169_25,3871,169,890,0.807,25,20/06/1998,27/09/1998,22,890_25,22
169_28,1491,169,890,0.928,28,02/07/1999,26/09/1999,22,890_28,22
1697_37,3455,1697,1796,1,37,26/05/2005,11/09/2005,62.1,1796_37,62.1
1697_37,3599,1697,1196,0.945,37,26/05/2005,11/09/2005,62.1,1196_37,62.1
1697_75,4884,1697,1722,1,75,12/06/2006,02/09/2006,62.1,1722_75,62.1
1697_75,4883,1697,1722,1,75,12/06/2006,02/09/2006,62.1,1722_75,62.1
1700_30,1820,1700,1221,1,30,06/06/2003,02/09/2003,50.1,1221_30,50.1
1701_41,1731,1701,1566,0.998,41,11/07/2002,02/10/2002,6,1566_41,6
1705_34,3009,1705,1750,1,34,30/05/2004,02/09/2004,1,1750_34,1
1705_37,3608,1705,1750,1,37,26/05/2005,11/09/2005,1,1750_37,1
1705_37,3486,1705,1187,1,37,26/05/2005,11/09/2005,1,1187_37,1
1705_37,3497,1705,1750,1,37,26/05/2005,11/09/2005,1,1750_37,1
1707_105,5595,1707,1604,1,105,25/06/2011,02/10/2011,131,1604_105,131
1707_105,5595,1707,1604,1,105,25/06/2011,02/10/2011,131,1604_105,78
1707_105,5629,1707,1710,1,105,25/06/2011,02/10/2011,131,1710_105,131
1707_105,5629,1707,1710,1,105,25/06/2011,02/10/2011,131,1710_105,78
1707_112,5832,1707,1731,1,112,22/01/2012,28/02/2012,131,1731_112,131
1707_116,5909,1707,1710,1,116,04/06/2012,30/09/2012,131,1710_116,131
1707_124,6147,1707,5822,1,124,19/01/2014,04/03/2014,131,5822_124,131
1707_125,6267,1707,5626,0.871,125,16/06/2014,04/10/2014,131,5626_125,131
1707_159,6710,1707,5820,1,159,23/06/2016,19/09/2016,78,5820_159,78
1707_54,4881,1707,1604,1,54,11/11/2005,11/12/2005,52.1,1604_54,52.1
171_14,458,171,170,0.541,14,01/01/1991,31/12/1991,50,170_14,50
171_17,918,171,602,0.999,17,07/07/1994,29/07/1994,50,602_17,50
171_17,836,171,NA,0.478,17,07/07/1994,29/07/1994,50,NA_17,50
171_19,887,171,877,1,19,22/05/1995,14/09/1995,50,877_19,50
171_23,1278,171,602,1,23,20/12/1997,28/03/1998,50,602_23,50
1716_103,5559,1716,1877,0.999,103,12/02/2010,19/03/2010,116,1877_103,116
1716_104,5597,1716,1877,1,104,30/06/2010,10/09/2010,116,1877_104,116
1716_105,5775,1716,5334,1,105,25/06/2011,02/10/2011,116,5334_105,116
1716_116,5903,1716,4872,0.946,116,04/06/2012,30/09/2012,116,4872_116,116
1716_125,6239,1716,6012,0.966,125,16/06/2014,04/10/2014,49,6012_125,49
1716_37,3499,1716,2976,1,37,26/05/2005,11/09/2005,116,2976_37,116
1716_54,3702,1716,1877,1,54,11/11/2005,11/12/2005,116,1877_54,116
1716_75,5079,1716,1579,1,75,12/06/2006,02/09/2006,116,1579_75,116
1716_82,5145,1716,1774,0.985,82,14/06/2007,16/09/2007,116,1774_82,116
1717_124,6182,1717,3486,1,124,19/01/2014,04/03/2014,62,3486_124,62
1717_31,2977,1717,1196,1,31,12/12/2003,14/01/2004,62,1196_31,62
1717_37,3457,1717,1797,0.999,37,26/05/2005,11/09/2005,62,1797_37,62
1717_54,4862,1717,1797,0.997,54,11/11/2005,11/12/2005,62,1797_54,62
1717_77,5118,1717,1797,1,77,06/01/2007,29/01/2007,62,1797_77,62
1717_90,5283,1717,1533,1,90,30/12/2008,03/03/2009,62,1533_90,62
172_17,928,172,NA,0.662,17,07/07/1994,29/07/1994,15.5,NA_17,15.5
172_19,885,172,1861,1,19,22/05/1995,14/09/1995,16,1861_19,16
172_22,1392,172,1020,0.728,22,01/07/1997,28/08/1997,16,1020_22,18
172_22,1392,172,1020,0.728,22,01/07/1997,28/08/1997,16,1020_22,16
1725_32,3001,1725,1610,0.971,32,17/05/2004,29/05/2004,101.1,1610_32,101.1
1725_37,3460,1725,1587,1,37,26/05/2005,11/09/2005,101.1,1587_37,101.1
1725_37,3604,1725,1587,0.999,37,26/05/2005,11/09/2005,101.1,1587_37,101.1
1735_30,1890,1735,1381,1,30,06/06/2003,02/09/2003,73,1381_30,73
1735_32,3000,1735,1381,0.999,32,17/05/2004,29/05/2004,73,1381_32,73
1735_41,1734,1735,1381,1,41,11/07/2002,02/10/2002,73,1381_41,73
1740_34,3010,1740,1729,1,34,30/05/2004,02/09/2004,15,1729_34,3.1
1740_34,3010,1740,1729,1,34,30/05/2004,02/09/2004,15,1729_34,15
1740_37,3594,1740,1187,1,37,26/05/2005,11/09/2005,3.1,1187_37,3.1
1740_75,4889,1740,1187,1,75,12/06/2006,02/09/2006,3.1,1187_75,3.1
1740_75,4854,1740,1187,1,75,12/06/2006,02/09/2006,3.1,1187_75,3.1
1740_85,5195,1740,1750,1,85,08/01/2008,21/02/2008,3.1,1750_85,3.1
1753_30,1856,1753,1349,1,30,06/06/2003,02/09/2003,12,1349_30,12
1753_30,1856,1753,1349,1,30,06/06/2003,02/09/2003,12,1349_30,33
1753_30,1857,1753,1349,1,30,06/06/2003,02/09/2003,12,1349_30,12
1753_30,1857,1753,1349,1,30,06/06/2003,02/09/2003,12,1349_30,33
1753_34,3087,1753,1775,1,34,30/05/2004,02/09/2004,11,1775_34,11
1753_37,3697,1753,1606,1,37,26/05/2005,11/09/2005,11,1606_37,11
1753_75,4942,1753,1775,1,75,12/06/2006,02/09/2006,11,1775_75,11
1753_77,5099,1753,1775,1,77,06/01/2007,29/01/2007,11,1775_77,11
1753_92,5448,1753,4860,1,92,08/06/2009,18/09/2009,11,4860_92,11
1757_30,1831,1757,1523,1,30,06/06/2003,02/09/2003,41.1,1523_30,41.1
1757_35,3567,1757,1523,1,35,18/12/2004,12/01/2005,41.1,1523_35,41.1
1757_37,3614,1757,1831,1,37,26/05/2005,11/09/2005,41.1,1831_37,41.1
1757_41,1758,1757,1523,1,41,11/07/2002,02/10/2002,41.1,1523_41,41.1
1757_77,4999,1757,1523,1,77,06/01/2007,29/01/2007,41.1,1523_77,41.1
1757_82,5149,1757,3617,1,82,14/06/2007,16/09/2007,41.1,3617_82,41.1
1757_90,5294,1757,1523,1,90,30/12/2008,03/03/2009,41.1,1523_90,41.1
1757_92,5522,1757,1616,1,92,08/06/2009,18/09/2009,41.1,1616_92,41.1
1757_92,5523,1757,1616,1,92,08/06/2009,18/09/2009,41.1,1616_92,41.1
1758_31,2980,1758,1695,0.785,31,12/12/2003,14/01/2004,32.5,1695_31,32.5
1760_31,3022,1760,2972,1,31,12/12/2003,14/01/2004,83,2972_31,83
1760_34,3507,1760,2972,1,34,30/05/2004,02/09/2004,83,2972_34,83
1760_37,3600,1760,1829,1,37,26/05/2005,11/09/2005,83,1829_37,83
1760_75,4962,1760,1829,0.998,75,12/06/2006,02/09/2006,83,1829_75,83
1763_103,5536,1763,3093,0.984,103,12/02/2010,19/03/2010,2,3093_103,2
1763_105,5786,1763,2966,1,105,25/06/2011,02/10/2011,2,2966_105,2
1763_105,5774,1763,3456,1,105,25/06/2011,02/10/2011,2,3456_105,2
1763_30,1847,1763,1287,1,30,06/06/2003,02/09/2003,2,1287_30,2
1763_32,2962,1763,1287,1,32,17/05/2004,29/05/2004,2,1287_32,2
1763_34,3085,1763,1287,1,34,30/05/2004,02/09/2004,2,1287_34,2
1763_37,3569,1763,1287,0.56,37,26/05/2005,11/09/2005,2,1287_37,2
1763_54,3616,1763,1287,1,54,11/11/2005,11/12/2005,2,1287_54,2
1763_75,4874,1763,2980,1,75,12/06/2006,02/09/2006,2,2980_75,2
1763_82,5159,1763,1702,0.999,82,14/06/2007,16/09/2007,2,1702_82,2
1763_85,5199,1763,1702,1,85,08/01/2008,21/02/2008,2,1702_85,2
1763_92,5453,1763,1729,1,92,08/06/2009,18/09/2009,2,1729_92,2
1764_35,3444,1764,1711,0.999,35,18/12/2004,12/01/2005,29,1711_35,29
1765_31,2985,1765,921,1,31,12/12/2003,14/01/2004,33,921_31,33
1765_82,5074,1765,3464,1,82,14/06/2007,16/09/2007,33,3464_82,33
1765_92,5455,1765,1752,1,92,08/06/2009,18/09/2009,33,1752_92,33
1771_30,1853,1771,1187,1,30,06/06/2003,02/09/2003,3.1,1187_30,3.1
1771_30,1854,1771,1187,1,30,06/06/2003,02/09/2003,3.1,1187_30,3.1
1771_41,1662,1771,1187,1,41,11/07/2002,02/10/2002,3.1,1187_41,3.1
1771_41,1702,1771,911,1,41,11/07/2002,02/10/2002,3.1,911_41,3.1
1772_34,3020,1772,1729,1,34,30/05/2004,02/09/2004,15,1729_34,15
1772_37,3601,1772,1729,0.956,37,26/05/2005,11/09/2005,15,1729_37,15
1772_75,4885,1772,1729,1,75,12/06/2006,02/09/2006,15,1729_75,15
1776_82,5137,1776,2991,1,82,14/06/2007,16/09/2007,52.1,2991_82,52.1
1778_34,3463,1778,1607,1,34,30/05/2004,02/09/2004,8,1607_34,8
1778_34,3464,1778,1607,1,34,30/05/2004,02/09/2004,8,1607_34,8
1778_75,5009,1778,1485,1,75,12/06/2006,02/09/2006,8,1485_75,8
1779_37,3570,1779,1796,0.997,37,26/05/2005,11/09/2005,59.1,1796_37,59.1
1779_75,4896,1779,1796,1,75,12/06/2006,02/09/2006,59.1,1796_75,59.1
1781_31,2969,1781,1395,1,31,12/12/2003,14/01/2004,117,1395_31,117
1781_37,3650,1781,1512,0.972,37,26/05/2005,11/09/2005,117,1512_37,117
1782_31,3002,1782,1495,1,31,12/12/2003,14/01/2004,49,1495_31,49
1782_37,3568,1782,1881,1,37,26/05/2005,11/09/2005,49,1881_37,49
1782_37,3565,1782,1881,1,37,26/05/2005,11/09/2005,49,1881_37,49
1782_75,4899,1782,453,0.999,75,12/06/2006,02/09/2006,49,453_75,49
1782_85,5249,1782,1881,1,85,08/01/2008,21/02/2008,49,1881_85,49
1789_75,4953,1789,1610,1,75,12/06/2006,02/09/2006,101,1610_75,101
1789_82,5129,1789,1869,0.999,82,14/06/2007,16/09/2007,101,1869_82,101
1789_82,5128,1789,1801,0.974,82,14/06/2007,16/09/2007,101,1801_82,101
1790_37,3646,1790,2964,1,37,26/05/2005,11/09/2005,78,2964_37,78
1790_37,3516,1790,1731,0.998,37,26/05/2005,11/09/2005,78,1731_37,78
1790_75,4887,1790,1731,0.779,75,12/06/2006,02/09/2006,78,1731_75,78
1790_82,5160,1790,1731,1,82,14/06/2007,16/09/2007,78,1731_82,78
1790_87,5265,1790,1731,1,87,10/07/2008,07/09/2008,78,1731_87,78
1791_34,3024,1791,1509,1,34,30/05/2004,02/09/2004,4,1509_34,4
1791_37,3688,1791,1509,1,37,26/05/2005,11/09/2005,4,1509_37,4
1791_75,4938,1791,1509,1,75,12/06/2006,02/09/2006,4,1509_75,4
1791_90,5289,1791,1729,1,90,30/12/2008,03/03/2009,4,1729_90,4
1798_75,4867,1798,2974,0.878,75,12/06/2006,02/09/2006,121,2974_75,121
1798_90,5338,1798,2974,1,90,30/12/2008,03/03/2009,121,2974_90,121
1800_31,2967,1800,1572,0.999,31,12/12/2003,14/01/2004,39,1572_31,39
1800_82,5076,1800,1769,1,82,14/06/2007,16/09/2007,39,1769_82,39
1803_104,5586,1803,1802,0.999,104,30/06/2010,10/09/2010,53,1802_104,53
1803_104,5602,1803,1542,0.998,104,30/06/2010,10/09/2010,53,1542_104,53
1803_75,4945,1803,1802,0.998,75,12/06/2006,02/09/2006,53,1802_75,53
1803_77,5008,1803,1566,1,77,06/01/2007,29/01/2007,53,1566_77,53
1803_87,5275,1803,1356,1,87,10/07/2008,07/09/2008,53,1356_87,53
1805_75,4871,1805,1774,1,75,12/06/2006,02/09/2006,50.1,1774_75,50.1
1821_37,3649,1821,1504,1,37,26/05/2005,11/09/2005,38,1504_37,38
1821_37,3514,1821,1504,0.994,37,26/05/2005,11/09/2005,38,1504_37,38
1821_75,4860,1821,1504,1,75,12/06/2006,02/09/2006,38,1504_75,38
1821_75,4905,1821,1504,1,75,12/06/2006,02/09/2006,38,1504_75,38
1821_85,5262,1821,1504,1,85,08/01/2008,21/02/2008,38,1504_85,38
1821_90,5314,1821,1504,1,90,30/12/2008,03/03/2009,38,1504_90,38
1824_105,5617,1824,5220,1,105,25/06/2011,02/10/2011,26.5,5220_105,26.5
1824_116,5839,1824,5679,1,116,04/06/2012,30/09/2012,26.5,5679_116,26.5
1824_118,6027,1824,5679,1,118,22/01/2013,27/02/2013,26.5,5679_118,26.5
1824_124,6171,1824,5624,1,124,19/01/2014,04/03/2014,27.1,5624_124,27.1
1824_124,6171,1824,5624,1,124,19/01/2014,04/03/2014,27.1,5624_124,26.5
1824_37,3575,1824,1795,1,37,26/05/2005,11/09/2005,16,1795_37,16
1824_75,4897,1824,1729,1,75,12/06/2006,02/09/2006,16,1729_75,16
1824_85,5263,1824,3612,0.964,85,08/01/2008,21/02/2008,16,3612_85,16
1824_90,5316,1824,4967,1,90,30/12/2008,03/03/2009,26.5,4967_90,26.5
1826_104,5598,1826,1499,1,104,30/06/2010,10/09/2010,6,1499_104,6
1826_104,5635,1826,911,0.984,104,30/06/2010,10/09/2010,6,911_104,6
1826_105,5750,1826,3456,0.999,105,25/06/2011,02/10/2011,6,3456_105,6
1826_112,5841,1826,1499,0.783,112,22/01/2012,28/02/2012,6,1499_112,6
1826_122,6052,1826,3456,1,122,18/06/2013,30/09/2013,6,3456_122,6
1826_124,6141,1826,5780,1,124,19/01/2014,04/03/2014,6,5780_124,6
1826_125,6193,1826,5780,1,125,16/06/2014,04/10/2014,6,5780_125,6
1826_159,6737,1826,5624,1,159,23/06/2016,19/09/2016,6,5624_159,126
1826_159,6737,1826,5624,1,159,23/06/2016,19/09/2016,6,5624_159,6
1826_166,6904,1826,5624,1,166,30/01/2018,14/03/2018,6,5624_166,6
1826_75,4917,1826,1499,0.996,75,12/06/2006,02/09/2006,6,1499_75,6
1826_82,5127,1826,1499,1,82,14/06/2007,16/09/2007,6,1499_82,6
1826_92,5339,1826,1499,0.999,92,08/06/2009,18/09/2009,6,1499_92,6
1827_104,5612,1827,1744,0.999,104,30/06/2010,10/09/2010,44,1744_104,44
1827_37,3617,1827,1783,1,37,26/05/2005,11/09/2005,44,1783_37,44
1827_75,4936,1827,1783,1,75,12/06/2006,02/09/2006,44,1783_75,44
1827_75,4937,1827,1744,1,75,12/06/2006,02/09/2006,44,1744_75,44
1828_37,3517,1828,1848,1,37,26/05/2005,11/09/2005,20,1848_37,20
1851_37,3648,1851,1199,1,37,26/05/2005,11/09/2005,75,1199_37,75
1852_104,5642,1852,3456,1,104,30/06/2010,10/09/2010,20,3456_104,20
1852_124,6149,1852,4890,1,124,19/01/2014,04/03/2014,20,4890_124,20
1852_35,3093,1852,1358,1,35,18/12/2004,12/01/2005,52,1358_35,52
1852_75,4891,1852,3093,1,75,12/06/2006,02/09/2006,52,3093_75,52
1854_103,5541,1854,1543,1,103,12/02/2010,19/03/2010,30.2,1543_103,30.2
1854_34,3018,1854,1029,1,34,30/05/2004,02/09/2004,30.2,1029_34,30.1
1854_34,3018,1854,1029,1,34,30/05/2004,02/09/2004,30.2,1029_34,30.2
1854_34,3018,1854,1029,1,34,30/05/2004,02/09/2004,30.2,1029_34,28.1
1854_37,3580,1854,1029,1,37,26/05/2005,11/09/2005,30.2,1029_37,30.2
1854_75,4904,1854,1029,0.994,75,12/06/2006,02/09/2006,30.2,1029_75,30.2
1854_82,5140,1854,1029,1,82,14/06/2007,16/09/2007,30.2,1029_82,30.2
1854_90,5341,1854,1029,1,90,30/12/2008,03/03/2009,30.2,1029_90,30.2
1854_92,5312,1854,1029,1,92,08/06/2009,18/09/2009,30.2,1029_92,30.2
1857_124,6178,1857,3087,1,124,19/01/2014,04/03/2014,22,3087_124,22
1857_37,3615,1857,1606,1,37,26/05/2005,11/09/2005,22,1606_37,22
1857_75,4875,1857,1606,1,75,12/06/2006,02/09/2006,22,1606_75,22
1857_92,5333,1857,3618,1,92,08/06/2009,18/09/2009,22,3618_92,22
1859_16,562,1859,1686,1,16,07/08/1993,13/08/1993,10,1686_16,10
1859_17,914,1859,609,0.816,17,07/07/1994,29/07/1994,10,609_17,10
1864_105,5758,1864,5275,0.999,105,25/06/2011,02/10/2011,26,5275_105,26
1864_118,6024,1864,5333,0.999,118,22/01/2013,27/02/2013,111,5333_118,111
1864_37,3576,1864,1848,1,37,26/05/2005,11/09/2005,26,1848_37,26
1864_92,5516,1864,1542,1,92,08/06/2009,18/09/2009,26,1542_92,26
1865_85,5215,1865,1802,0.998,85,08/01/2008,21/02/2008,77,1802_85,77
1872_75,4944,1872,1777,0.938,75,12/06/2006,02/09/2006,114,1777_75,114
1872_82,5161,1872,1777,0.998,82,14/06/2007,16/09/2007,114,1777_82,114
1888_31,2981,1888,1695,0.759,31,12/12/2003,14/01/2004,37,1695_31,37
189_16,498,189,NA,0.332,16,07/08/1993,13/08/1993,28,NA_16,28
189_16,594,189,75,0.925,16,07/08/1993,13/08/1993,28,75_16,28
1891_34,3094,1891,1523,1,34,30/05/2004,02/09/2004,87.1,1523_34,87.1
1891_37,3653,1891,1523,0.998,37,26/05/2005,11/09/2005,87.1,1523_37,87.1
1891_37,3642,1891,510,1,37,26/05/2005,11/09/2005,87.1,510_37,87.1
1892_30,1870,1892,1754,0.967,30,06/06/2003,02/09/2003,55,1754_30,55
1892_30,2978,1892,1356,1,30,06/06/2003,02/09/2003,55,1356_30,55
1892_35,3092,1892,1356,1,35,18/12/2004,12/01/2005,55,1356_35,55
1893_30,1877,1893,1524,0.997,30,06/06/2003,02/09/2003,64,1524_30,64
1893_37,3593,1893,1871,0.883,37,26/05/2005,11/09/2005,64,1871_37,64
1893_37,3595,1893,1871,0.919,37,26/05/2005,11/09/2005,64,1871_37,64
1893_75,4959,1893,1788,1,75,12/06/2006,02/09/2006,64,1788_75,64
1895_37,3502,1895,1754,1,37,26/05/2005,11/09/2005,54,1754_37,54
1895_75,4888,1895,1754,1,75,12/06/2006,02/09/2006,54,1754_75,54
1895_87,5212,1895,1754,1,87,10/07/2008,07/09/2008,54,1754_87,54
199_16,554,199,221,1,16,07/08/1993,13/08/1993,30,221_16,30
199_17,929,199,609,1,17,07/07/1994,29/07/1994,30,609_17,30
199_17,929,199,609,1,17,07/07/1994,29/07/1994,30,609_17,31
199_19,890,199,609,0.988,19,22/05/1995,14/09/1995,30,609_19,30
199_21,1053,199,609,1,21,24/06/1996,11/08/1996,30,609_21,30
199_22,1152,199,609,1,22,01/07/1997,28/08/1997,30.1,609_22,30.1
199_25,1362,199,609,1,25,20/06/1998,27/09/1998,30.1,609_25,30.1
199_27,1543,199,609,1,27,09/04/1999,04/05/1999,30.1,609_27,30.1
199_28,1555,199,609,0.999,28,02/07/1999,26/09/1999,30.1,609_28,30.1
207_14,449,207,65,1,14,01/01/1991,31/12/1991,40,65_14,40
207_14,459,207,65,1,14,01/01/1991,31/12/1991,40,65_14,40
207_19,875,207,65,1,19,22/05/1995,14/09/1995,40,65_19,40
213_16,605,213,176,0.692,16,07/08/1993,13/08/1993,112,176_16,112
213_16,663,213,331,0.947,16,07/08/1993,13/08/1993,112,331_16,112
213_17,920,213,176,0.956,17,07/07/1994,29/07/1994,112,176_17,112
213_17,827,213,176,0.923,17,07/07/1994,29/07/1994,112,176_17,112
217_16,680,217,331,0.551,16,07/08/1993,13/08/1993,78,331_16,78
217_19,950,217,293,1,19,22/05/1995,14/09/1995,78,293_19,78
217_21,1029,217,836,1,21,24/06/1996,11/08/1996,78,836_21,78
233_14,446,233,NA,0.351,14,01/01/1991,31/12/1991,79,NA_14,79
237_14,470,237,NA,0.473,14,01/01/1991,31/12/1991,26.1,NA_14,26.1
237_14,471,237,NA,0.481,14,01/01/1991,31/12/1991,26.1,NA_14,26.1
2749_16,504,2749,NA,0.535,16,07/08/1993,13/08/1993,19,NA_16,19
2845_16,505,2845,75,0.928,16,07/08/1993,13/08/1993,75,75_16,75
2845_16,506,2845,75,0.929,16,07/08/1993,13/08/1993,75,75_16,75
294_16,601,294,25,0.602,16,07/08/1993,13/08/1993,23,25_16,23
294_16,600,294,NA,0.289,16,07/08/1993,13/08/1993,23,NA_16,23
294_16,606,294,NA,0.317,16,07/08/1993,13/08/1993,23,NA_16,23
294_16,507,294,NA,0.346,16,07/08/1993,13/08/1993,23,NA_16,23
2959_75,4964,2959,1831,1,75,12/06/2006,02/09/2006,41,1831_75,41
2963_103,5534,2963,3089,1,103,12/02/2010,19/03/2010,58,3089_103,58
2963_37,3590,2963,1796,0.958,37,26/05/2005,11/09/2005,58,1796_37,58
2963_37,3592,2963,1533,1,37,26/05/2005,11/09/2005,58,1533_37,58
2963_75,4915,2963,1196,0.993,75,12/06/2006,02/09/2006,58,1196_75,58
2963_75,4912,2963,1196,1,75,12/06/2006,02/09/2006,58,1196_75,58
2963_75,4886,2963,1709,0.998,75,12/06/2006,02/09/2006,58,1709_75,58
2963_82,5136,2963,1533,1,82,14/06/2007,16/09/2007,58,1533_82,58
2963_82,5135,2963,1533,1,82,14/06/2007,16/09/2007,58,1533_82,58
2963_82,5080,2963,1796,0.929,82,14/06/2007,16/09/2007,58,1796_82,58
2963_85,5473,2963,1196,1,85,08/01/2008,21/02/2008,58,1196_85,58
2963_87,5276,2963,1722,1,87,10/07/2008,07/09/2008,58,1722_87,58
2968_104,5610,2968,1577,0.994,104,30/06/2010,10/09/2010,39,1577_104,39
2968_105,5628,2968,5240,1,105,25/06/2011,02/10/2011,39,5240_105,39
2968_37,3699,2968,1769,1,37,26/05/2005,11/09/2005,39,1769_37,39
2968_75,4960,2968,1769,1,75,12/06/2006,02/09/2006,39,1769_75,39
2968_75,4963,2968,1769,1,75,12/06/2006,02/09/2006,39,1769_75,39
2968_77,4974,2968,1769,1,77,06/01/2007,29/01/2007,39,1769_77,39
2968_77,4973,2968,1553,0.97,77,06/01/2007,29/01/2007,39,1553_77,39
2968_87,5272,2968,1577,0.986,87,10/07/2008,07/09/2008,39,1577_87,39
2968_92,5535,2968,5240,1,92,08/06/2009,18/09/2009,39,5240_92,39
2968_92,5535,2968,5240,1,92,08/06/2009,18/09/2009,39,5240_92,132
297_16,599,297,298,1,16,07/08/1993,13/08/1993,80,298_16,80
297_16,596,297,478,1,16,07/08/1993,13/08/1993,80,478_16,80
297_16,502,297,478,1,16,07/08/1993,13/08/1993,80,478_16,80
297_17,833,297,478,0.969,17,07/07/1994,29/07/1994,80,478_17,80
297_17,855,297,NA,0.503,17,07/07/1994,29/07/1994,80,NA_17,80
297_17,631,297,298,1,17,07/07/1994,29/07/1994,80,298_17,80
297_17,838,297,478,1,17,07/07/1994,29/07/1994,80,478_17,80
297_21,1033,297,1862,1,21,24/06/1996,11/08/1996,80,1862_21,80
297_21,1159,297,634,0.998,21,24/06/1996,11/08/1996,80,634_21,80
297_22,1179,297,836,1,22,01/07/1997,28/08/1997,80,836_22,80
297_23,1267,297,1862,1,23,20/12/1997,28/03/1998,80,1862_23,80
297_28,1564,297,634,1,28,02/07/1999,26/09/1999,80,634_28,80
2975_37,3573,2975,1611,1,37,26/05/2005,11/09/2005,24,1611_37,24
2975_37,3571,2975,1611,1,37,26/05/2005,11/09/2005,24,1611_37,24
2978_104,5760,2978,3089,1,104,30/06/2010,10/09/2010,58,3089_104,58
2978_34,3454,2978,1196,1,34,30/05/2004,02/09/2004,58,1196_34,58
