"mum_FPID" "id" "mum" "dad" "p" "FPID" "O_Terr" "dad_FPID" "MumStatus" "mum_Terr"
"947" "3699_85" "5240" "3699" "1808" "1" 85 112 "1808_85" "Dom" 112
"948" "428_17" "840" "428" "75" "0.869" 17 15 "75_17" "zDead" 15
"949" "430_16" "452" "430" NA "0.582" 16 47 "NA_16" "Dom" 47
"950" "430_16" "558" "430" "51" "1" 16 47 "51_16" "Dom" 47
"951" "440_17" "845" "440" NA "0.631" 17 3.1 "NA_17" "Dom" 3.1
"952" "440_17" "923" "440" "44" "1" 17 3.1 "44_17" "Dom" 3.1
"953" "441_19" "888" "441" "860" "1" 19 28 "860_19" "Dom" 28
"954" "441_19" "1020" "441" "436" "1" 19 28 "436_19" "Dom" 28
"955" "441_23" "1287" "441" "1165" "1" 23 28 "1165_23" "Dom" 28
"956" "441_25" "1415" "441" "1165" "0.984" 25 28 "1165_25" "Dom" 28
"957" "441_28" "1565" "441" "1167" "1" 28 28 "1167_28" "Dom" 28
"958" "441_28" "1544" "441" "1165" "0.995" 28 28 "1165_28" "Dom" 28
"959" "442_19" "889" "442" "609" "1" 19 30 "609_19" "Sub" 30
"960" "442_22" "1239" "442" "868" "1" 22 30.1 "868_22" "Sub" 30.1
"961" "442_27" "1500" "442" "609" "1" 27 30.1 "609_27" "Sub" 30.1
"962" "442_30" "1855" "442" "1543" "1" 30 30.1 "1543_30" "Sub" 30.1
"963" "443_17" "913" "443" "200" "1" 17 7 "200_17" "Dom" 7
"964" "443_19" "880" "443" "200" "0.996" 19 7 "200_19" "Dom" 7
"965" "444_17" "915" "444" "293" "1" 17 26.1 "293_17" "Dom" 26.1
"966" "444_21" "1048" "444" "42" "1" 21 26.1 "42_21" "Dom" 26.1
"967" "444_25" "1359" "444" "1166" "1" 25 26.1 "1166_25" "Dom" 26.1
"968" "444_28" "1515" "444" "1166" "1" 28 26.1 "1166_28" "Dom" 26.1
"969" "444_40" "1724" "444" "1165" "1" 40 26.1 "1165_40" "Dom" 26.1
"970" "447_16" "640" "447" "448" "1" 16 38 "448_16" "Dom" 38
"971" "447_17" "879" "447" "51" "1" 17 38 "51_17" "Dom" 38
"972" "447_25" "1414" "447" "1203" "0.592" 25 38 "1203_25" "Dom" 38
"973" "447_27" "1423" "447" "1203" "1" 27 38 "1203_27" "Dom" 38
"974" "447_28" "4017" "447" "176" "1" 28 38 "176_28" "Dom" 38
"975" "449_21" "1058" "449" "947" "1" 21 41 "947_21" "Dom" 41
"976" "450_17" "863" "450" "21" "0.886" 17 78 "21_17" "U" 78
"977" "450_21" "1167" "450" "629" "1" 21 57 "629_21" "Sub" 57
"978" "450_21" "1160" "450" "629" "1" 21 57 "629_21" "Sub" 57
"979" "450_27" "1563" "450" "634" "1" 27 57 "634_27" "Dom" 57
"980" "451_17" "835" "451" "446" "0.783" 17 29 "446_17" "zDead" 29
"981" "454_17" "931" "454" "609" "0.999" 17 32 "609_17" "Dom" 32
"982" "454_19" "1024" "454" "507" "1" 19 32 "507_19" "Dom" 32
"983" "454_19" "841" "454" "221" "0.994" 19 32 "221_19" "Dom" 32
"984" "454_19" "4255" "454" "44" "0.525" 19 32 "44_19" "Dom" 32
"985" "454_21" "1157" "454" "221" "1" 21 32 "221_21" "Dom" 32
"986" "454_21" "1156" "454" "216" "0.999" 21 32 "216_21" "Dom" 32
"987" "454_22" "1404" "454" "221" "1" 22 32 "221_22" "Dom" 32
"988" "454_23" "1371" "454" "216" "0.999" 23 32 "216_23" "Dom" 32
"989" "455_22" "1213" "455" "1212" "1" 22 33.1 "1212_22" "Dom" 33.1
"990" "455_22" "1345" "455" "507" "0.997" 22 33.1 "507_22" "Dom" 33.1
"991" "457_19" "951" "457" "507" "1" 19 11 "507_19" "Dom" 11
"992" "457_25" "1389" "457" "868" "0.625" 25 11 "868_25" "Dom" 11
"993" "457_25" "1412" "457" "868" "1" 25 11 "868_25" "Dom" 11
"994" "458_21" "1219" "458" "1039" "0.999" 21 9 "1039_21" "Dom" 9
"995" "458_21" "1054" "458" "499" "1" 21 9 "499_21" "Dom" 9
"996" "458_22" "1209" "458" "867" "1" 22 9 "867_22" "Dom" 9
"997" "458_28" "1559" "458" "499" "1" 28 9 "499_28" "Dom" 9
"998" "458_30" "1865" "458" "1268" "0.984" 30 9 "1268_30" "Dom" 9
"999" "458_41" "1775" "458" "499" "1" 41 9 "499_41" "Dom" 9
"1000" "459_17" "921" "459" "465" "1" 17 39 "465_17" "Sub" 39
"1001" "459_19" "1027" "459" "176" "1" 19 39 "176_19" "Sub" 39
"1002" "459_21" "1030" "459" "947" "1" 21 39 "947_21" "Sub" 39
"1003" "459_22" "1369" "459" "947" "1" 22 39 "947_22" "Sub" 39
"1004" "459_28" "1539" "459" "176" "0.958" 28 39 "176_28" "Dom" 39
"1005" "459_28" "1538" "459" "607" "0.887" 28 39 "607_28" "Dom" 39
"1006" "459_28" "1541" "459" "1290" "1" 28 39 "1290_28" "Dom" 39
"1007" "459_30" "2968" "459" "176" "1" 30 39 "176_30" "Dom" 39
"1008" "459_41" "1671" "459" "1670" "1" 41 39 "1670_41" "Dom" 39
"1009" "461_17" "831" "461" NA "0.508" 17 60 "NA_17" "U" 60
"1010" "461_17" "831" "461" NA "0.508" 17 60 "NA_17" "U" 39
"1011" "461_21" "1182" "461" NA "0.727" 21 39 "NA_21" "U" 39
"1012" "461_21" "1182" "461" NA "0.727" 21 39 "NA_21" "U" 60
"1013" "462_16" "510" "462" "465" "0.997" 16 39 "465_16" "Dom" 39
"1014" "462_16" "460" "462" "77" "0.684" 16 39 "77_16" "Dom" 39
"1015" "464_16" "444" "464" "25" "1" 16 36 "25_16" "Dom" 36
"1016" "464_16" "664" "464" "448" "0.997" 16 36 "448_16" "Dom" 36
"1017" "464_17" "848" "464" "65" "1" 17 36 "65_17" "Dom" 36
"1018" "464_17" "939" "464" "65" "0.726" 17 36 "65_17" "Dom" 36
"1019" "464_19" "943" "464" NA "0.621" 19 36 "NA_19" "Dom" 36
"1020" "466_17" "828" "466" "51" "1" 17 46 "51_17" "Sub" 46
"1021" "466_21" "1203" "466" "51" "1" 21 35 "51_21" "Dom" 35
"1022" "466_28" "1558" "466" "51" "1" 28 35 "51_28" "Dom" 35
"1023" "468_17" "916" "468" "465" "0.995" 17 112 "465_17" "Dom" 112
"1024" "469_17" "917" "469" "453" "0.975" 17 45 "453_17" "U" 112
"1025" "469_17" "917" "469" "453" "0.975" 17 45 "453_17" "U" 45
"1026" "469_19" "884" "469" "467" "0.997" 19 45 "467_19" "Dom" 45
"1027" "469_21" "1202" "469" "467" "1" 21 45 "467_21" "Dom" 45
"1028" "469_22" "1230" "469" "467" "0.989" 22 45 "467_22" "Dom" 45
"1029" "469_25" "1396" "469" "467" "0.821" 25 45 "467_25" "Dom" 45
"1030" "474_19" "946" "474" "857" "0.999" 19 60 "857_19" "Sub" 60
"1031" "474_23" "1262" "474" "884" "1" 23 60 "884_23" "Sub" 60
"1032" "476_39" "1573" "476" "917" "0.582" 39 68 "917_39" "Dom" 68
"1033" "479_22" "1238" "479" "866" "1" 22 59 "866_22" "Dom" 59
"1034" "4803_116" "6014" "4803" "1829" "1" 116 83 "1829_116" "Dom" 83
"1035" "4861_122" "6042" "4861" "5000" "1" 122 103.1 "5000_122" "Dom" 103.1
"1036" "4861_124" "6186" "4861" "5583" "1" 124 103.1 "5583_124" "Dom" 103.1
"1037" "4861_164" "6849" "4861" "5583" "1" 164 103.1 "5583_164" "Dom" 103.1
"1038" "4861_166" "6867" "4861" "5583" "0.5" 166 103.1 "5583_166" "Dom" 103.1
"1039" "4863_103" "5511" "4863" "1762" "0.999" 103 10 "1762_103" "Dom" 10
"1040" "4863_104" "5553" "4863" "1762" "1" 104 10 "1762_104" "Dom" 10
"1041" "4868_90" "5319" "4868" "1886" "1" 90 92 "1886_90" "Dom" 92
"1042" "4868_92" "5498" "4868" "1886" "0.999" 92 92 "1886_92" "Dom" 92
"1043" "4871_92" "5418" "4871" "4860" "0.997" 92 129 "4860_92" "Dom" 24
"1044" "4871_92" "5418" "4871" "4860" "0.997" 92 129 "4860_92" "Dom" 129
"1045" "4871_92" "5460" "4871" "4860" "0.999" 92 129 "4860_92" "Dom" 24
"1046" "4871_92" "5460" "4871" "4860" "0.999" 92 129 "4860_92" "Dom" 129
"1047" "4878_87" "5224" "4878" "1742" "1" 87 50 "1742_87" "Dom" 50
"1048" "4878_87" "5318" "4878" "5165" "0.81" 87 50 "5165_87" "Dom" 50
"1049" "4883_104" "5552" "4883" "1801" "1" 104 120 "1801_104" "Dom" 120
"1050" "4883_92" "5457" "4883" "3458" "1" 92 120 "3458_92" "Dom" 120
"1051" "4883_92" "5457" "4883" "3458" "1" 92 120 "3458_92" "Dom" 94.2
"1052" "4885_116" "5906" "4885" "5338" "1" 116 101.1 "5338_116" "Dom" 101.1
"1053" "4896_104" "5550" "4896" "1881" "0.996" 104 33.1 "1881_104" "Dom" 33.1
"1054" "4896_122" "6044" "4896" "5639" "1" 122 33.1 "5639_122" "Dom" 33.1
"1055" "4896_122" "6163" "4896" "5639" "1" 122 33.1 "5639_122" "Dom" 33.1
"1056" "4896_124" "6161" "4896" "1881" "1" 124 33.1 "1881_124" "Dom" 33.1
"1057" "4896_125" "6283" "4896" "5764" "1" 125 33.1 "5764_125" "Dom" 33.1
"1058" "4896_144" "6655" "4896" "6213" "1" 144 33.1 "6213_144" "zDead" 33.1
"1059" "4896_87" "5237" "4896" "2990" "0.926" 87 33.1 "2990_87" "Dom" 33.1
"1060" "4896_90" "5335" "4896" "2990" "0.999" 90 33.1 "2990_90" "Dom" 33.1
"1061" "4896_92" "5508" "4896" "2990" "1" 92 33.1 "2990_92" "Dom" 33.1
"1062" "4904_112" "5820" "4904" "5447" "1" 112 59.1 "5447_112" "Dom" 59.1
"1063" "4904_122" "6035" "4904" NA "0.61" 122 59.1 "NA_122" "Dom" 59.1
"1064" "4904_124" "6175" "4904" "5283" "1" 124 59.1 "5283_124" "Dom" 59.1
"1065" "4907_82" "5153" "4907" "1171" "0.638" 82 96 "1171_82" "Sub" 96
"1066" "4917_104" "5543" "4917" "4860" "1" 104 50 "4860_104" "Dom" 50
"1067" "4917_105" "5768" "4917" "5144" "1" 105 50 "5144_105" "Dom" 50
"1068" "4917_125" "6208" "4917" "5847" "1" 125 50 "5847_125" "Dom" 50
"1069" "4935_104" "5555" "4935" "3454" "1" 104 65 "3454_104" "Dom" 65
"1070" "4935_90" "5326" "4935" "3486" "1" 90 65 "3486_90" "Dom" 65
"1071" "4935_92" "5464" "4935" "3486" "1" 92 65 "3486_92" "Dom" 65
"1072" "4936_103" "5527" "4936" "1710" "1" 103 131 "1710_103" "Sub" 131
"1073" "4936_104" "5546" "4936" "1731" "0.999" 104 131 "1731_104" "Sub" 131
"1074" "4936_92" "5337" "4936" "1710" "1" 92 131 "1710_92" "Sub" 131
"1075" "4941_92" "5526" "4941" "3615" "1" 92 25 "3615_92" "Dom" 25
"1076" "4958_104" "5608" "4958" "4888" "1" 104 52.1 "4888_104" "Dom" 52.1
"1077" "4958_104" "5608" "4958" "4888" "1" 104 52.1 "4888_104" "Dom" 51.2
"1078" "4958_104" "5678" "4958" "4888" "1" 104 52.1 "4888_104" "Dom" 52.1
"1079" "4958_104" "5678" "4958" "4888" "1" 104 52.1 "4888_104" "Dom" 51.2
"1080" "4958_116" "5853" "4958" "1710" "0.997" 116 52.1 "1710_116" "Dom" 52.1
"1081" "4958_118" "6009" "4958" "5626" "1" 118 52.1 "5626_118" "Dom" 52.1
"1082" "4958_124" "6151" "4958" "1710" "1" 124 52.1 "1710_124" "Dom" 52.1
"1083" "4958_124" "6152" "4958" "5626" "1" 124 52.1 "5626_124" "Dom" 52.1
"1084" "4958_125" "6198" "4958" "5626" "1" 125 52.1 "5626_125" "Dom" 52.1
"1085" "4958_144" "6689" "4958" "5626" "1" 144 52.1 "5626_144" "Dom" 52.1
"1086" "4958_159" "6665" "4958" "6018" "0.999" 159 52.1 "6018_159" "Dom" 52.1
"1087" "4958_166" "6881" "4958" "5626" "1" 166 52.1 "5626_166" "Dom" 52.1
"1088" "4958_92" "5456" "4958" "4888" "1" 92 52.1 "4888_92" "Dom" 52.1
"1089" "4960_92" "5528" "4960" "4872" "1" 92 64 "4872_92" "Dom" 64
"1090" "4961_103" "5539" "4961" "5167" "1" 103 133 "5167_103" "Dom" 133
"1091" "4964_104" "5588" "4964" "911" "0.992" 104 8 "911_104" "Dom" 8
"1092" "4964_92" "5313" "4964" "1762" "1" 92 8 "1762_92" "Dom" 8
"1093" "4964_92" "5521" "4964" "1607" "1" 92 8 "1607_92" "Dom" 8
"1094" "4965_104" "5540" "4965" "1616" "1" 104 87 "1616_104" "Sub" 87
"1095" "4965_105" "5651" "4965" "5290" "1" 105 87 "5290_105" "Sub" 87
"1096" "4965_105" "5783" "4965" "1616" "1" 105 87 "1616_105" "Sub" 87
"1097" "4965_105" "5755" "4965" "1616" "0.989" 105 87 "1616_105" "Sub" 87
"1098" "4965_105" "5622" "4965" "1616" "0.991" 105 87 "1616_105" "Sub" 87
"1099" "4965_124" "6063" "4965" "5643" "1" 124 87 "5643_124" "Dom" 87
"1100" "4965_124" "6176" "4965" "5643" "1" 124 87 "5643_124" "Dom" 87
"1101" "4965_125" "6192" "4965" "5643" "0.638" 125 87 "5643_125" "Dom" 87
"1102" "4965_161" "6747" "4965" "5643" "1" 161 87 "5643_161" "Dom" 87
"1103" "4965_164" "6862" "4965" "6313" "1" 164 87 "6313_164" "Dom" 87
"1104" "4965_164" "6787" "4965" "6313" "1" 164 87 "6313_164" "Dom" 87
"1105" "4965_87" "5277" "4965" "1616" "1" 87 87 "1616_87" "Dom" 87
"1106" "4965_92" "5531" "4965" "1616" "1" 92 87 "1616_92" "Dom" 87
"1107" "4965_92" "5532" "4965" "1616" "1" 92 87 "1616_92" "Dom" 87
"1108" "4971_105" "5749" "4971" "4902" "1" 105 6.5 "4902_105" "Dom" 6.5
"1109" "4973_104" "5611" "4973" "1868" "1" 104 32.5 "1868_104" "Dom" 32.5
"1110" "4973_105" "5599" "4973" "1868" "0.999" 105 32.5 "1868_105" "Dom" 32.5
"1111" "4973_92" "5513" "4973" "2990" "0.986" 92 32.5 "2990_92" "Sub" 32.5
"1112" "4973_92" "5317" "4973" "1868" "1" 92 32.5 "1868_92" "Sub" 32.5
"1113" "4999_105" "5658" "4999" "5072" "1" 105 32 "5072_105" "Dom" 32
"1114" "4999_112" "5771" "4999" "5513" "0.999" 112 32 "5513_112" "Dom" 32
"1115" "500_16" "445" "500" "494" "1" 16 29 "494_16" "Dom" 29
"1116" "500_16" "436" "500" "494" "0.998" 16 29 "494_16" "Dom" 29
"1117" "500_17" "837" "500" "494" "1" 17 29 "494_17" "Dom" 29
"1118" "500_19" "948" "500" "494" "1" 19 29 "494_19" "Dom" 29
"1119" "500_21" "1162" "500" "494" "1" 21 29 "494_21" "Dom" 29
"1120" "500_21" "1049" "500" "494" "1" 21 29 "494_21" "Dom" 29
"1121" "500_22" "3766" "500" "494" "1" 22 29 "494_22" "Dom" 29
"1122" "500_23" "1229" "500" "494" "1" 23 29 "494_23" "Dom" 29
"1123" "5009_159" "6678" "5009" "5639" "0.995" 159 136 "5639_159" "Dom" 136
"1124" "502_19" "886" "502" "215" "1" 19 19 "215_19" "Dom" 19
"1125" "502_19" "839" "502" "215" "1" 19 19 "215_19" "Dom" 19
"1126" "502_21" "1164" "502" "293" "0.999" 21 19 "293_21" "Dom" 19
"1127" "502_25" "1410" "502" "215" "1" 25 19 "215_25" "Dom" 19
"1128" "502_28" "1520" "502" "1164" "1" 28 19 "1164_28" "Dom" 19
"1129" "503_21" "1045" "503" "470" "1" 21 25 "470_21" "Dom" 25
"1130" "503_22" "1214" "503" "470" "1" 22 25 "470_22" "Dom" 25
"1131" "503_34" "3014" "503" "1214" "1" 34 25 "1214_34" "Dom" 25
"1132" "503_39" "1586" "503" "1214" "1" 39 25 "1214_39" "Dom" 25
"1133" "503_41" "1787" "503" "1184" "0.689" 41 25 "1184_41" "Dom" 25
"1134" "503_41" "1894" "503" "1214" "1" 41 25 "1214_41" "Dom" 25
"1135" "504_25" "1432" "504" "44" "0.999" 25 3.1 "44_25" "Dom" 3.1
"1136" "504_28" "1526" "504" "497" "1" 28 3.1 "497_28" "Dom" 3.1
"1137" "505_19" "861" "505" "470" "1" 19 75 "470_19" "Dom" 75
"1138" "5075_104" "5652" "5075" "5000" "1" 104 102 "5000_104" "Dom" 102
"1139" "5075_144" "6657" "5075" "5583" "0.999" 144 102 "5583_144" "Dom" 102
"1140" "5075_161" "6736" "5075" "5583" "1" 161 102 "5583_161" "Dom" 102
"1141" "5075_166" "6837" "5075" "5583" "1" 166 102 "5583_166" "Dom" 102
"1142" "5075_90" "5325" "5075" "5000" "1" 90 102 "5000_90" "Dom" 102
"1143" "5079_87" "5290" "5079" "1867" "1" 87 45 "1867_87" "Dom" 45
"1144" "508_17" "563" "508" "602" "1" 17 84 "602_17" "Dom" 84
"1145" "508_21" "1153" "508" "467" "0.999" 21 84 "467_21" "Dom" 84
"1146" "508_21" "1155" "508" NA "0.623" 21 84 "NA_21" "Dom" 84
"1147" "508_21" "1192" "508" NA "0.602" 21 84 "NA_21" "Dom" 84
"1148" "511_19" "1023" "511" "51" "1" 19 34 "51_19" "Dom" 33
"1149" "511_19" "1023" "511" "51" "1" 19 34 "51_19" "Dom" 34
"1150" "511_22" "1386" "511" NA "0.529" 22 34 "NA_22" "Dom" 34
"1151" "5119_104" "5655" "5119" "5235" "1" 104 30.1 "5235_104" "Dom" 30.1
"1152" "5123_103" "5549" "5123" "4934" "1" 103 46 "4934_103" "Sub" 46
"1153" "5123_103" "5509" "5123" "1577" "0.846" 103 46 "1577_103" "Sub" 46
"1154" "5123_112" "5849" "5123" "1577" "1" 112 46 "1577_112" "Sub" 46
"1155" "5125_112" "5843" "5125" "5508" "1" 112 33 "5508_112" "Dom" 33
"1156" "5125_112" "5770" "5125" "5526" "0.536" 112 33 "5526_112" "Dom" 33
"1157" "5128_105" "5754" "5128" "5118" "0.999" 105 73 "5118_105" "Dom" 73
"1158" "5128_112" "5838" "5128" "5583" "1" 112 73 "5583_112" "Dom" 73
"1159" "5128_124" "6169" "5128" "5118" "1" 124 69 "5118_124" "Dom" 69
"1160" "5128_125" "6311" "5128" "3486" "1" 125 69 "3486_125" "Dom" 69
"1161" "5128_125" "6220" "5128" "5606" "1" 125 69 "5606_125" "Dom" 69
"1162" "5128_166" "6871" "5128" "6146" "1" 166 69 "6146_166" "Dom" 69
"1163" "5132_105" "5776" "5132" "5121" "1" 105 104 "5121_105" "Dom" 104
"1164" "5132_105" "5650" "5132" "2974" "0.995" 105 104 "2974_105" "Dom" 104
"1165" "5132_125" "6195" "5132" "5498" "1" 125 104 "5498_125" "Dom" 104
"1166" "5132_139" "6566" "5132" "5456" "1" 139 104 "5456_139" "Dom" 104
"1167" "5147_92" "5519" "5147" "5159" "1" 92 134 "5159_92" "Dom" 134
"1168" "5155_92" "5520" "5155" "5159" "0.776" 92 3.1 "5159_92" "Dom" 3.1
"1169" "5160_104" "5556" "5160" "4854" "1" 104 1 "4854_104" "Dom" 1
"1170" "5162_104" "5683" "5162" "5077" "1" 104 117 "5077_104" "Dom" 117
"1171" "5162_105" "5782" "5162" "5077" "1" 105 117 "5077_105" "Dom" 117
"1172" "5162_122" "6181" "5162" "5077" "1" 122 117 "5077_122" "Dom" 117
"1173" "5162_159" "6744" "5162" "6167" "0.999" 159 117 "6167_159" "Dom" 117
"1174" "5162_85" "5248" "5162" "1579" "1" 85 117 "1579_85" "Dom" 117
"1175" "5162_87" "5241" "5162" "1871" "1" 87 117 "1871_87" "Dom" 117
"1176" "5163_104" "5591" "5163" "5072" "1" 104 23 "5072_104" "Dom" 23
"1177" "5163_104" "5631" "5163" "5072" "1" 104 23 "5072_104" "Dom" 23
"1178" "5163_105" "5645" "5163" "5072" "1" 105 23 "5072_105" "Dom" 23
"1179" "5163_112" "5823" "5163" "5072" "0.987" 112 23 "5072_112" "Dom" 23
"1180" "5163_92" "5525" "5163" "5072" "1" 92 23 "5072_92" "Dom" 23
"1181" "5164_105" "5747" "5164" "2966" "1" 105 18 "2966_105" "Dom" 18
"1182" "5164_105" "5835" "5164" "2966" "1" 105 18 "2966_105" "Dom" 18
"1183" "5164_105" "5585" "5164" "2966" "1" 105 18 "2966_105" "Dom" 18
"1184" "5168_103" "5573" "5168" "1031" "1" 103 51.1 "1031_103" "Dom" 51.1
"1185" "5168_104" "5575" "5168" "1731" "1" 104 51.1 "1731_104" "Dom" 51.1
"1186" "5173_105" "5632" "5173" "5291" "0.962" 105 88 "5291_105" "Sub" 108
"1187" "5173_105" "5632" "5173" "5291" "0.962" 105 88 "5291_105" "Sub" 88
"1188" "5173_124" "6173" "5173" "5904" "1" 124 88 "5904_124" "Dom" 88
"1189" "5173_125" "6227" "5173" "6014" "1" 125 88 "6014_125" "Dom" 88
"1190" "5173_142" "6573" "5173" "5904" "1" 142 88 "5904_142" "Dom" 88
"1191" "5173_161" "6699" "5173" "5904" "0.75" 161 88 "5904_161" "Dom" 88
"1192" "5195_105" "5761" "5195" "1881" "0.829" 105 47 "1881_105" "Dom" 47
"1193" "5195_105" "5830" "5195" "5591" "0.999" 105 47 "5591_105" "Dom" 47
"1194" "5195_116" "5848" "5195" "1881" "0.999" 116 47 "1881_116" "Dom" 47
"1195" "5195_125" "6197" "5195" "5764" "1" 125 47 "5764_125" "Dom" 47
"1196" "521_19" "1037" "521" "881" "0.462" 19 52 "881_19" "Sub" 52
"1197" "521_21" "1047" "521" "1037" "0.754" 21 52 "1037_21" "zDead" 52
"1198" "5212_116" "5902" "5212" "5559" "1" 116 77.1 "5559_116" "Dom" 77.1
"1199" "5212_118" "6030" "5212" "5333" "1" 118 77.1 "5333_118" "Dom" 77.1
"1200" "5212_124" "6159" "5212" "3643" "1" 124 77.1 "3643_124" "Dom" 77.1
"1201" "5212_125" "6219" "5212" "5559" "1" 125 77.1 "5559_125" "Dom" 77.1
"1202" "5212_139" "6384" "5212" "5333" "1" 139 77.1 "5333_139" "Dom" 77.1
"1203" "5212_142" "6562" "5212" "6219" "0.961" 142 77.1 "6219_142" "Dom" 77.1
"1204" "5217_104" "5558" "5217" "1494" "1" 104 103.1 "1494_104" "Sub" 103.1
"1205" "5217_104" "5593" "5217" "1494" "1" 104 103.1 "1494_104" "Sub" 103.1
"1206" "5217_104" "5547" "5217" "1869" "0.995" 104 103.1 "1869_104" "Sub" 103.1
"1207" "5217_105" "5686" "5217" "5000" "1" 105 103.1 "5000_105" "Sub" 103.1
"1208" "5217_125" "6249" "5217" "5000" "1" 125 103.1 "5000_125" "Sub" 103.1
"1209" "522_17" "830" "522" NA "0.599" 17 58 "NA_17" "Dom" 58
"1210" "522_21" "1196" "522" "1015" "1" 21 58 "1015_21" "Dom" 58
"1211" "522_22" "1279" "522" "1174" "1" 22 58 "1174_22" "Dom" 58
"1212" "522_23" "1293" "522" "629" "0.996" 23 58 "629_23" "Dom" 58
"1213" "522_27" "1426" "522" "1360" "1" 27 58 "1360_27" "Dom" 58
"1214" "522_28" "1562" "522" "629" "1" 28 58 "629_28" "Dom" 58
"1215" "522_28" "4042" "522" "1360" "1" 28 58 "1360_28" "Dom" 58
"1216" "522_40" "1759" "522" "1360" "1" 40 58 "1360_40" "Dom" 58
"1217" "5224_104" "5564" "5224" "1881" "1" 104 49 "1881_104" "Dom" 49
"1218" "524_19" "944" "524" "856" "0.999" 19 114 "856_19" "Dom" 114
"1219" "524_19" "949" "524" "856" "1" 19 114 "856_19" "Dom" 114
"1220" "524_21" "1044" "524" "634" "1" 21 114 "634_21" "Dom" 114
"1221" "524_22" "1220" "524" "634" "1" 22 114 "634_22" "Dom" 114
"1222" "524_25" "3931" "524" "629" "0.996" 25 114 "629_25" "Dom" 114
"1223" "524_25" "3877" "524" NA "0.453" 25 114 "NA_25" "Dom" 114
"1224" "524_26" "1428" "524" "865" "1" 26 114 "865_26" "Dom" 114
"1225" "524_28" "1436" "524" "865" "0.999" 28 114 "865_28" "Dom" 114
"1226" "524_39" "1600" "524" "865" "1" 39 114 "865_39" "Dom" 114
"1227" "524_41" "1802" "524" "1578" "0.673" 41 114 "1578_41" "Dom" 114
"1228" "524_41" "1710" "524" "1566" "1" 41 114 "1566_41" "Dom" 114
"1229" "5242_104" "5571" "5242" "1489" "1" 104 82.1 "1489_104" "Sub" 82.1
"1230" "5242_105" "5639" "5242" "1489" "0.999" 105 82.1 "1489_105" "Sub" 82.1
"1231" "5242_105" "5639" "5242" "1489" "0.999" 105 82.1 "1489_105" "Sub" 64
"1232" "5263_87" "5320" "5263" "1795" "0.919" 87 30.2 "1795_87" "Sub" 30.2
"1233" "5267_105" "5684" "5267" "2960" "0.998" 105 1.1 "2960_105" "Dom" 1.1
"1234" "5267_112" "5834" "5267" "3093" "0.999" 112 1.1 "3093_112" "Dom" 1.1
"1235" "5267_112" "5827" "5267" "4854" "0.965" 112 1.1 "4854_112" "Dom" 1.1
"1236" "5267_92" "5517" "5267" "4829" "0.999" 92 1.1 "4829_92" "Dom" 1.1
"1237" "5268_104" "5554" "5268" "2991" "1" 104 122 "2991_104" "Dom" 122
"1238" "5277_104" "5643" "5277" "5240" "1" 104 87.1 "5240_104" "Dom" 87.1
"1239" "5277_105" "5648" "5277" "4933" "1" 105 87.1 "4933_105" "Dom" 87.1
"1240" "5277_105" "5644" "5277" "4933" "1" 105 87.1 "4933_105" "Dom" 87.1
"1241" "5277_116" "5904" "5277" "5776" "1" 116 87.1 "5776_116" "Dom" 87.1
"1242" "5277_122" "6051" "5277" "4933" "1" 122 87.1 "4933_122" "Dom" 87.1
"1243" "5277_124" "6228" "5277" "5522" "0.981" 124 87.1 "5522_124" "Dom" 87.1
"1244" "5277_125" "6245" "5277" "5291" "0.989" 125 87.1 "5291_125" "Dom" 87.1
"1245" "5277_139" "6306" "5277" "6051" "0.993" 139 87.1 "6051_139" "Dom" 87.1
"1246" "528_17" "526" "528" "178" "1" 17 71 "178_17" "Sub" 71
"1247" "528_21" "1063" "528" "178" "0.998" 21 71 "178_21" "Sub" 71
"1248" "528_23" "1291" "528" "178" "1" 23 71 "178_23" "Sub" 71
"1249" "528_23" "1292" "528" "1176" "0.947" 23 71 "1176_23" "Sub" 71
"1250" "5282_105" "5752" "5282" "5462" "1" 105 7 "5462_105" "Sub" 7
"1251" "5282_124" "6187" "5282" "5462" "1" 124 7 "5462_124" "Dom" 7
"1252" "5284_104" "5604" "5284" "1762" "1" 104 9 "1762_104" "Dom" 9
"1253" "5284_105" "5685" "5284" "5539" "0.997" 105 9 "5539_105" "Dom" 9
"1254" "5284_105" "5837" "5284" "5539" "1" 105 9 "5539_105" "Dom" 9
"1255" "5284_118" "6028" "5284" "1762" "1" 118 9 "1762_118" "Dom" 9
"1256" "530_17" "667" "530" "637" "1" 17 72 "637_17" "Dom" 72
"1257" "530_22" "3810" "530" "637" "1" 22 72 "637_22" "Dom" 72
"1258" "530_22" "1301" "530" "637" "1" 22 72 "637_22" "Dom" 72
"1259" "531_17" "857" "531" NA "0.653" 17 81 "NA_17" "Dom" 81
"1260" "531_21" "1217" "531" "849" "0.618" 21 81 "849_21" "Dom" 81
"1261" "531_21" "1174" "531" "776" "0.937" 21 81 "776_21" "Dom" 81
"1262" "531_22" "1403" "531" "776" "1" 22 81 "776_22" "U" 81
"1263" "5319_105" "5630" "5319" "1881" "0.999" 105 48 "1881_105" "Dom" 48
"1264" "5319_105" "5765" "5319" "5335" "1" 105 48 "5335_105" "Dom" 48
"1265" "5319_125" "6310" "5319" "5612" "1" 125 46 "5612_125" "Sub" 46
