"mum_FPID" "id" "mum" "dad" "p" "FPID" "O_Terr" "dad_FPID" "MumStatus" "mum_Terr"
"311" "1517_28" "1502" "1517" "1062" "1" 28 103.1 "1062_28" "Dom" 103.1
"312" "1517_41" "1886" "1517" "544" "0.979" 41 103.1 "544_41" "zDead" 103.1
"313" "1532_30" "1804" "1532" "911" "1" 30 3 "911_30" "Dom" 3
"314" "1532_31" "2975" "1532" "911" "0.952" 31 3 "911_31" "Dom" 3
"315" "1532_35" "3492" "1532" "911" "0.909" 35 3 "911_35" "Dom" 3
"316" "1532_37" "3591" "1532" "911" "0.978" 37 3 "911_37" "Dom" 3
"317" "1532_40" "1720" "1532" "911" "1" 40 3 "911_40" "Dom" 3
"318" "1532_75" "4939" "1532" "911" "0.972" 75 3 "911_75" "Dom" 3
"319" "1532_82" "5071" "1532" "1804" "0.888" 82 3 "1804_82" "Dom" 3
"320" "1532_82" "5138" "1532" "911" "1" 82 3 "911_82" "Dom" 3
"321" "1532_90" "5286" "1532" "911" "1" 90 3 "911_90" "Dom" 3
"322" "1532_92" "5462" "1532" "911" "1" 92 3 "911_92" "Dom" 3
"323" "1536_30" "1826" "1536" "1787" "1" 30 26.5 "1787_30" "Dom" 26.5
"324" "1536_34" "3086" "1536" "1787" "0.76" 34 26.5 "1787_34" "Dom" 26.5
"325" "1536_37" "3503" "1536" "1787" "1" 37 26.5 "1787_37" "Dom" 26.5
"326" "1536_37" "3579" "1536" "1512" "1" 37 26.5 "1512_37" "Dom" 26.5
"327" "1536_75" "4870" "1536" "1199" "0.996" 75 26.5 "1199_75" "Dom" 26.5
"328" "1536_82" "5163" "1536" "1787" "0.997" 82 26.5 "1787_82" "Dom" 26.5
"329" "1536_87" "5273" "1536" "4967" "1" 87 26.5 "4967_87" "Dom" 26.5
"330" "1538_41" "1786" "1538" "1539" "1" 41 45 "1539_41" "Dom" 45
"331" "1538_75" "4900" "1538" "1808" "0.996" 75 45 "1808_75" "Dom" 45
"332" "1541_41" "1891" "1541" "509" "1" 41 87 "509_41" "U" 87
"333" "1550_31" "1873" "1550" "1724" "1" 31 20 "1724_31" "Dom" 20
"334" "1550_41" "1723" "1550" "1040" "0.999" 41 20 "1040_41" "Dom" 20
"335" "1552_40" "1698" "1552" "1504" "1" 40 38 "1504_40" "Dom" 38
"336" "1552_40" "1699" "1552" "1504" "1" 40 38 "1504_40" "Dom" 38
"337" "1558_34" "3021" "1558" "1699" "1" 34 46.5 "1699_34" "Dom" 46.5
"338" "1558_40" "1707" "1558" "1441" "0.664" 40 46.5 "1441_40" "Dom" 46.5
"339" "1558_90" "5278" "1558" "1744" "1" 90 46.5 "1744_90" "Dom" 46.5
"340" "1559_30" "1833" "1559" "1031" "1" 30 51.2 "1031_30" "Dom" 51.2
"341" "1559_31" "2965" "1559" "1031" "1" 31 51.2 "1031_31" "Dom" 51.2
"342" "1559_37" "3506" "1559" "1165" "1" 37 17 "1165_37" "Dom" 17
"343" "1559_37" "3603" "1559" "2960" "0.996" 37 17 "2960_37" "Dom" 17
"344" "1559_41" "2964" "1559" "1435" "0.997" 41 51.2 "1435_41" "Dom" 51.2
"345" "1559_41" "1741" "1559" "1031" "1" 41 51.2 "1031_41" "Dom" 51.2
"346" "1559_75" "4966" "1559" "1702" "1" 75 17 "1702_75" "Dom" 17
"347" "1559_75" "4868" "1559" "1711" "1" 75 17 "1711_75" "Dom" 17
"348" "1563_34" "3453" "1563" "510" "1" 34 40 "510_34" "Dom" 40
"349" "1563_41" "1827" "1563" "1572" "1" 41 44 "1572_41" "Dom" 44
"350" "1576_37" "3645" "1576" "1512" "1" 37 77.1 "1512_37" "Dom" 77.1
"351" "1580_104" "5607" "1580" "1542" "1" 104 76 "1542_104" "Dom" 76
"352" "1580_105" "5751" "1580" "3643" "1" 105 76 "3643_105" "Dom" 76
"353" "1580_116" "5852" "1580" "3643" "1" 116 76 "3643_116" "Dom" 76
"354" "1580_122" "6039" "1580" "3643" "1" 122 76 "3643_122" "Dom" 76
"355" "1580_30" "1884" "1580" "1512" "0.954" 30 76 "1512_30" "Dom" 76
"356" "1580_34" "3456" "1580" "1512" "0.999" 34 76 "1512_34" "Dom" 76
"357" "1580_37" "3505" "1580" "1040" "0.998" 37 76 "1040_37" "Dom" 76
"358" "1580_37" "3644" "1580" "1766" "1" 37 76 "1766_37" "Dom" 76
"359" "1580_41" "1803" "1580" "1040" "0.994" 41 76 "1040_41" "Dom" 76
"360" "1580_75" "4916" "1580" "1542" "0.999" 75 76 "1542_75" "Dom" 76
"361" "1580_75" "4914" "1580" "1542" "1" 75 76 "1542_75" "Dom" 76
"362" "1580_82" "5119" "1580" "1512" "0.999" 82 76 "1512_82" "Dom" 76
"363" "1588_30" "1798" "1588" "1581" "1" 30 92.1 "1581_30" "Dom" 92.1
"364" "1588_40" "1677" "1588" "1587" "1" 40 92.1 "1587_40" "Dom" 92.1
"365" "1588_41" "1679" "1588" "1581" "1" 41 92.1 "1581_41" "Dom" 92.1
"366" "1588_41" "1678" "1588" "1581" "1" 41 92.1 "1581_41" "Dom" 92.1
"367" "1589_30" "2984" "1589" "929" "1" 30 10 "929_30" "Dom" 10
"368" "1589_34" "3016" "1589" "1029" "1" 34 10 "1029_34" "Dom" 10
"369" "1589_37" "3690" "1589" "929" "0.993" 37 10 "929_37" "Dom" 10
"370" "1589_41" "1675" "1589" "929" "1" 41 10 "929_41" "Dom" 10
"371" "1589_82" "5165" "1589" "1762" "0.88" 82 10 "1762_82" "Dom" 10
"372" "1597_30" "1806" "1597" "1587" "1" 30 94 "1587_30" "Dom" 94
"373" "1597_34" "3508" "1597" "1794" "1" 34 92.1 "1794_34" "Dom" 92.1
"374" "1598_41" "1737" "1598" NA "0.714" 41 82 "NA_41" "U" 82
"375" "1598_75" "4955" "1598" "3000" "0.999" 75 65 "3000_75" "Dom" 65
"376" "1605_103" "5562" "1605" "4939" "0.999" 103 5 "4939_103" "Dom" 5
"377" "1605_104" "5592" "1605" "3519" "0.993" 104 5 "3519_104" "Dom" 5
"378" "1605_105" "5603" "1605" "1750" "1" 105 5 "1750_105" "Dom" 5
"379" "1605_105" "5654" "1605" "5167" "1" 105 5 "5167_105" "Dom" 5
"380" "1605_122" "6047" "1605" "5837" "1" 122 5 "5837_122" "Sub" 5
"381" "1605_31" "2966" "1605" "497" "0.982" 31 5 "497_31" "Dom" 5
"382" "1605_34" "3023" "1605" "1485" "0.999" 34 5 "1485_34" "Dom" 5
"383" "1605_34" "3008" "1605" "2966" "0.85" 34 5 "2966_34" "Dom" 5
"384" "1605_37" "3445" "1605" "497" "1" 37 5 "497_37" "Dom" 5
"385" "1605_37" "3689" "1605" "911" "1" 37 5 "911_37" "Dom" 5
"386" "1605_37" "3491" "1605" "497" "1" 37 5 "497_37" "Dom" 5
"387" "1605_41" "1660" "1605" "497" "1" 41 5 "497_41" "Dom" 5
"388" "1605_75" "4855" "1605" "497" "0.999" 75 5 "497_75" "Dom" 5
"389" "1605_82" "5167" "1605" "497" "1" 82 5 "497_82" "Dom" 5
"390" "1605_87" "5196" "1605" "1499" "1" 87 5 "1499_87" "Dom" 5
"391" "1605_90" "5332" "1605" "5071" "0.802" 90 5 "5071_90" "Dom" 5
"392" "1612_31" "2971" "1612" "1199" "1" 31 75 "1199_31" "Dom" 75
"393" "1612_40" "1730" "1612" "1199" "0.902" 40 102 "1199_40" "Dom" 102
"394" "1614_37" "3449" "1614" "1767" "1" 37 6.5 "1767_37" "Dom" 6.5
"395" "1614_77" "5078" "1614" "1767" "1" 77 6.5 "1767_77" "Dom" 6.5
"396" "1614_87" "5271" "1614" "4902" "1" 87 6.5 "4902_87" "Dom" 6.5
"397" "1617_104" "5566" "1617" "2974" "1" 104 94.2 "2974_104" "Dom" 94.2
"398" "1617_105" "5638" "1617" "1801" "1" 105 94.2 "1801_105" "Dom" 94.2
"399" "1617_35" "3089" "1617" "1610" "0.994" 35 94.2 "1610_35" "Dom" 94.2
"400" "163_16" "608" "163" "448" "0.996" 16 42 "448_16" "U" 42
"401" "163_17" "938" "163" "510" "0.901" 17 42 "510_17" "Dom" 42
"402" "163_17" "850" "163" "510" "0.726" 17 42 "510_17" "Dom" 42
"403" "163_17" "919" "163" "510" "0.984" 17 42 "510_17" "Dom" 42
"404" "163_19" "891" "163" "510" "0.989" 19 42 "510_19" "Sub" 42
"405" "163_21" "1130" "163" "510" "1" 21 42 "510_21" "Sub" 42
"406" "1660_104" "5620" "1660" "2966" "0.636" 104 5 "2966_104" "Sub" 5
"407" "1665_35" "3091" "1665" "1623" "1" 35 79 "1623_35" "Dom" 79
"408" "1665_37" "3643" "1665" "1623" "1" 37 79 "1623_37" "Dom" 79
"409" "1669_30" "1874" "1669" "1213" "1" 30 47.1 "1213_30" "Dom" 47.1
"410" "1669_77" "4971" "1669" "1897" "1" 77 47.1 "1897_77" "Dom" 47.1
"411" "1669_87" "5235" "1669" "1742" "0.998" 87 47.1 "1742_87" "Dom" 47.1
"412" "1669_92" "5537" "1669" "1881" "0.993" 92 47.1 "1881_92" "Sub" 47.1
"413" "1672_30" "2983" "1672" "1533" "1" 30 67 "1533_30" "Dom" 67
"414" "1672_31" "2963" "1672" "1533" "1" 31 67 "1533_31" "Dom" 67
"415" "1672_37" "3692" "1672" "1533" "1" 37 67 "1533_37" "Dom" 67
"416" "1672_41" "1713" "1672" "1533" "1" 41 67 "1533_41" "Dom" 67
"417" "1672_75" "4935" "1672" "1797" "0.999" 75 67 "1797_75" "Dom" 67
"418" "1672_75" "4954" "1672" "1533" "1" 75 67 "1533_75" "Dom" 67
"419" "1674_30" "1867" "1674" "1029" "1" 30 30.2 "1029_30" "Dom" 30.2
"420" "1674_31" "2979" "1674" "1543" "1" 31 30.2 "1543_31" "Dom" 30.2
"421" "1674_41" "1749" "1674" "1029" "1" 41 30.2 "1029_41" "Dom" 30.2
"422" "1678_118" "6048" "1678" "5291" "0.999" 118 88 "5291_118" "Dom" 88
"423" "1678_37" "3651" "1678" "1412" "0.99" 37 88 "1412_37" "Dom" 88
"424" "1678_37" "3700" "1678" "1412" "1" 37 88 "1412_37" "Dom" 88
"425" "1678_82" "5171" "1678" "1412" "1" 82 88 "1412_82" "Dom" 88
"426" "1678_82" "5173" "1678" "3696" "1" 82 88 "3696_82" "Dom" 88
"427" "1678_87" "5254" "1678" "1412" "1" 87 88 "1412_87" "Dom" 88
"428" "168_14" "475" "168" "73" "0.581" 14 60 "73_14" "Dom" 60
"429" "168_14" "474" "168" "73" "0.588" 14 60 "73_14" "Dom" 60
"430" "168_17" "834" "168" "632" "1" 17 60 "632_17" "Dom" 60
"431" "168_19" "945" "168" "831" "0.999" 19 60 "831_19" "Dom" 60
"432" "168_21" "1031" "168" "605" "0.995" 21 60 "605_21" "Dom" 60
"433" "168_22" "1234" "168" "854" "0.764" 22 60 "854_22" "Dom" 60
"434" "168_23" "1355" "168" "884" "1" 23 60 "884_23" "Dom" 60
"435" "168_27" "1508" "168" "1045" "1" 27 60 "1045_27" "Dom" 60
"436" "168_28" "1535" "168" "1018" "1" 28 60 "1018_28" "Dom" 60
"437" "168_39" "1596" "168" "1045" "1" 39 60 "1045_39" "Dom" 60
"438" "1685_30" "1845" "1685" "1608" "0.645" 30 81 "1608_30" "Dom" 81
"439" "1685_37" "3578" "1685" "1608" "1" 37 81 "1608_37" "Dom" 81
"440" "1685_37" "3564" "1685" "1608" "0.995" 37 81 "1608_37" "Dom" 81
"441" "1685_75" "4956" "1685" "1608" "1" 75 81 "1608_75" "Dom" 81
"442" "169_19" "868" "169" "507" "0.949" 19 22 "507_19" "Dom" 22
"443" "169_22" "1232" "169" "890" "0.888" 22 22 "890_22" "Dom" 22
"444" "169_25" "3871" "169" "890" "0.807" 25 22 "890_25" "Dom" 22
"445" "169_28" "1491" "169" "890" "0.928" 28 22 "890_28" "Dom" 22
"446" "1697_37" "3455" "1697" "1796" "1" 37 62.1 "1796_37" "Dom" 62.1
"447" "1697_37" "3599" "1697" "1196" "0.945" 37 62.1 "1196_37" "Dom" 62.1
"448" "1697_75" "4884" "1697" "1722" "1" 75 62.1 "1722_75" "Dom" 62.1
"449" "1697_75" "4883" "1697" "1722" "1" 75 62.1 "1722_75" "Dom" 62.1
"450" "1700_30" "1820" "1700" "1221" "1" 30 50.1 "1221_30" "Dom" 50.1
"451" "1701_41" "1731" "1701" "1566" "0.998" 41 6 "1566_41" "Sub" 6
"452" "1705_34" "3009" "1705" "1750" "1" 34 1 "1750_34" "Sub" 1
"453" "1705_37" "3608" "1705" "1750" "1" 37 1 "1750_37" "Sub" 1
"454" "1705_37" "3486" "1705" "1187" "1" 37 1 "1187_37" "Sub" 1
"455" "1705_37" "3497" "1705" "1750" "1" 37 1 "1750_37" "Sub" 1
"456" "1707_105" "5595" "1707" "1604" "1" 105 131 "1604_105" "Dom" 131
"457" "1707_105" "5595" "1707" "1604" "1" 105 131 "1604_105" "Dom" 78
"458" "1707_105" "5629" "1707" "1710" "1" 105 131 "1710_105" "Dom" 131
"459" "1707_105" "5629" "1707" "1710" "1" 105 131 "1710_105" "Dom" 78
"460" "1707_112" "5832" "1707" "1731" "1" 112 131 "1731_112" "Dom" 131
"461" "1707_116" "5909" "1707" "1710" "1" 116 131 "1710_116" "Dom" 131
"462" "1707_124" "6147" "1707" "5822" "1" 124 131 "5822_124" "Dom" 131
"463" "1707_125" "6267" "1707" "5626" "0.871" 125 131 "5626_125" "Dom" 131
"464" "1707_159" "6710" "1707" "5820" "1" 159 78 "5820_159" "Dom" 78
"465" "1707_54" "4881" "1707" "1604" "1" 54 52.1 "1604_54" "Dom" 52.1
"466" "171_14" "458" "171" "170" "0.541" 14 50 "170_14" "Sub" 50
"467" "171_17" "918" "171" "602" "0.999" 17 50 "602_17" "Dom" 50
"468" "171_17" "836" "171" NA "0.478" 17 50 "NA_17" "Dom" 50
"469" "171_19" "887" "171" "877" "1" 19 50 "877_19" "Dom" 50
"470" "171_23" "1278" "171" "602" "1" 23 50 "602_23" "Dom" 50
"471" "1716_103" "5559" "1716" "1877" "0.999" 103 116 "1877_103" "Dom" 116
"472" "1716_104" "5597" "1716" "1877" "1" 104 116 "1877_104" "Dom" 116
"473" "1716_105" "5775" "1716" "5334" "1" 105 116 "5334_105" "Dom" 116
"474" "1716_116" "5903" "1716" "4872" "0.946" 116 116 "4872_116" "Dom" 116
"475" "1716_125" "6239" "1716" "6012" "0.966" 125 49 "6012_125" "Dom" 49
"476" "1716_37" "3499" "1716" "2976" "1" 37 116 "2976_37" "Dom" 116
"477" "1716_54" "3702" "1716" "1877" "1" 54 116 "1877_54" "Dom" 116
"478" "1716_75" "5079" "1716" "1579" "1" 75 116 "1579_75" "Dom" 116
"479" "1716_82" "5145" "1716" "1774" "0.985" 82 116 "1774_82" "Dom" 116
"480" "1717_124" "6182" "1717" "3486" "1" 124 62 "3486_124" "Dom" 62
"481" "1717_31" "2977" "1717" "1196" "1" 31 62 "1196_31" "Dom" 62
"482" "1717_37" "3457" "1717" "1797" "0.999" 37 62 "1797_37" "Dom" 62
"483" "1717_54" "4862" "1717" "1797" "0.997" 54 62 "1797_54" "Dom" 62
"484" "1717_77" "5118" "1717" "1797" "1" 77 62 "1797_77" "Dom" 62
"485" "1717_90" "5283" "1717" "1533" "1" 90 62 "1533_90" "Dom" 62
"486" "172_17" "928" "172" NA "0.662" 17 15.5 "NA_17" "Dom" 15.5
"487" "172_19" "885" "172" "1861" "1" 19 16 "1861_19" "Dom" 16
"488" "172_22" "1392" "172" "1020" "0.728" 22 16 "1020_22" "Dom" 18
"489" "172_22" "1392" "172" "1020" "0.728" 22 16 "1020_22" "Dom" 16
"490" "1725_32" "3001" "1725" "1610" "0.971" 32 101.1 "1610_32" "Dom" 101.1
"491" "1725_37" "3460" "1725" "1587" "1" 37 101.1 "1587_37" "Dom" 101.1
"492" "1725_37" "3604" "1725" "1587" "0.999" 37 101.1 "1587_37" "Dom" 101.1
"493" "1735_30" "1890" "1735" "1381" "1" 30 73 "1381_30" "Dom" 73
"494" "1735_32" "3000" "1735" "1381" "0.999" 32 73 "1381_32" "Dom" 73
"495" "1735_41" "1734" "1735" "1381" "1" 41 73 "1381_41" "Sub" 73
"496" "1740_34" "3010" "1740" "1729" "1" 34 15 "1729_34" "Dom" 3.1
"497" "1740_34" "3010" "1740" "1729" "1" 34 15 "1729_34" "Dom" 15
"498" "1740_37" "3594" "1740" "1187" "1" 37 3.1 "1187_37" "Dom" 3.1
"499" "1740_75" "4889" "1740" "1187" "1" 75 3.1 "1187_75" "Dom" 3.1
"500" "1740_75" "4854" "1740" "1187" "1" 75 3.1 "1187_75" "Dom" 3.1
"501" "1740_85" "5195" "1740" "1750" "1" 85 3.1 "1750_85" "Dom" 3.1
"502" "1753_30" "1856" "1753" "1349" "1" 30 12 "1349_30" "Dom" 12
"503" "1753_30" "1856" "1753" "1349" "1" 30 12 "1349_30" "Dom" 33
"504" "1753_30" "1857" "1753" "1349" "1" 30 12 "1349_30" "Dom" 12
"505" "1753_30" "1857" "1753" "1349" "1" 30 12 "1349_30" "Dom" 33
"506" "1753_34" "3087" "1753" "1775" "1" 34 11 "1775_34" "Dom" 11
"507" "1753_37" "3697" "1753" "1606" "1" 37 11 "1606_37" "Dom" 11
"508" "1753_75" "4942" "1753" "1775" "1" 75 11 "1775_75" "Dom" 11
"509" "1753_77" "5099" "1753" "1775" "1" 77 11 "1775_77" "Dom" 11
"510" "1753_92" "5448" "1753" "4860" "1" 92 11 "4860_92" "Dom" 11
"511" "1757_30" "1831" "1757" "1523" "1" 30 41.1 "1523_30" "Dom" 41.1
"512" "1757_35" "3567" "1757" "1523" "1" 35 41.1 "1523_35" "Dom" 41.1
"513" "1757_37" "3614" "1757" "1831" "1" 37 41.1 "1831_37" "Dom" 41.1
"514" "1757_41" "1758" "1757" "1523" "1" 41 41.1 "1523_41" "Dom" 41.1
"515" "1757_77" "4999" "1757" "1523" "1" 77 41.1 "1523_77" "Dom" 41.1
"516" "1757_82" "5149" "1757" "3617" "1" 82 41.1 "3617_82" "Dom" 41.1
"517" "1757_90" "5294" "1757" "1523" "1" 90 41.1 "1523_90" "Dom" 41.1
"518" "1757_92" "5522" "1757" "1616" "1" 92 41.1 "1616_92" "Dom" 41.1
"519" "1757_92" "5523" "1757" "1616" "1" 92 41.1 "1616_92" "Dom" 41.1
"520" "1758_31" "2980" "1758" "1695" "0.785" 31 32.5 "1695_31" "Dom" 32.5
"521" "1760_31" "3022" "1760" "2972" "1" 31 83 "2972_31" "Dom" 83
"522" "1760_34" "3507" "1760" "2972" "1" 34 83 "2972_34" "Dom" 83
"523" "1760_37" "3600" "1760" "1829" "1" 37 83 "1829_37" "Dom" 83
"524" "1760_75" "4962" "1760" "1829" "0.998" 75 83 "1829_75" "Dom" 83
"525" "1763_103" "5536" "1763" "3093" "0.984" 103 2 "3093_103" "Dom" 2
"526" "1763_105" "5786" "1763" "2966" "1" 105 2 "2966_105" "Dom" 2
"527" "1763_105" "5774" "1763" "3456" "1" 105 2 "3456_105" "Dom" 2
"528" "1763_30" "1847" "1763" "1287" "1" 30 2 "1287_30" "Dom" 2
"529" "1763_32" "2962" "1763" "1287" "1" 32 2 "1287_32" "Dom" 2
"530" "1763_34" "3085" "1763" "1287" "1" 34 2 "1287_34" "Dom" 2
"531" "1763_37" "3569" "1763" "1287" "0.56" 37 2 "1287_37" "Dom" 2
"532" "1763_54" "3616" "1763" "1287" "1" 54 2 "1287_54" "Dom" 2
"533" "1763_75" "4874" "1763" "2980" "1" 75 2 "2980_75" "Dom" 2
"534" "1763_82" "5159" "1763" "1702" "0.999" 82 2 "1702_82" "Dom" 2
"535" "1763_85" "5199" "1763" "1702" "1" 85 2 "1702_85" "Dom" 2
"536" "1763_92" "5453" "1763" "1729" "1" 92 2 "1729_92" "Dom" 2
"537" "1764_35" "3444" "1764" "1711" "0.999" 35 29 "1711_35" "Dom" 29
"538" "1765_31" "2985" "1765" "921" "1" 31 33 "921_31" "Dom" 33
"539" "1765_82" "5074" "1765" "3464" "1" 82 33 "3464_82" "Dom" 33
"540" "1765_92" "5455" "1765" "1752" "1" 92 33 "1752_92" "Dom" 33
"541" "1771_30" "1853" "1771" "1187" "1" 30 3.1 "1187_30" "Dom" 3.1
"542" "1771_30" "1854" "1771" "1187" "1" 30 3.1 "1187_30" "Dom" 3.1
"543" "1771_41" "1662" "1771" "1187" "1" 41 3.1 "1187_41" "Dom" 3.1
"544" "1771_41" "1702" "1771" "911" "1" 41 3.1 "911_41" "Dom" 3.1
"545" "1772_34" "3020" "1772" "1729" "1" 34 15 "1729_34" "Sub" 15
"546" "1772_37" "3601" "1772" "1729" "0.956" 37 15 "1729_37" "Dom" 15
"547" "1772_75" "4885" "1772" "1729" "1" 75 15 "1729_75" "Dom" 15
"548" "1776_82" "5137" "1776" "2991" "1" 82 52.1 "2991_82" "Dom" 52.1
"549" "1778_34" "3463" "1778" "1607" "1" 34 8 "1607_34" "Dom" 8
"550" "1778_34" "3464" "1778" "1607" "1" 34 8 "1607_34" "Dom" 8
"551" "1778_75" "5009" "1778" "1485" "1" 75 8 "1485_75" "Dom" 8
"552" "1779_37" "3570" "1779" "1796" "0.997" 37 59.1 "1796_37" "Dom" 59.1
"553" "1779_75" "4896" "1779" "1796" "1" 75 59.1 "1796_75" "Dom" 59.1
"554" "1781_31" "2969" "1781" "1395" "1" 31 117 "1395_31" "Sub" 117
"555" "1781_37" "3650" "1781" "1512" "0.972" 37 117 "1512_37" "Dom" 117
"556" "1782_31" "3002" "1782" "1495" "1" 31 49 "1495_31" "Dom" 49
"557" "1782_37" "3568" "1782" "1881" "1" 37 49 "1881_37" "Dom" 49
"558" "1782_37" "3565" "1782" "1881" "1" 37 49 "1881_37" "Dom" 49
"559" "1782_75" "4899" "1782" "453" "0.999" 75 49 "453_75" "Dom" 49
"560" "1782_85" "5249" "1782" "1881" "1" 85 49 "1881_85" "Dom" 49
"561" "1789_75" "4953" "1789" "1610" "1" 75 101 "1610_75" "Dom" 101
"562" "1789_82" "5129" "1789" "1869" "0.999" 82 101 "1869_82" "Dom" 101
"563" "1789_82" "5128" "1789" "1801" "0.974" 82 101 "1801_82" "Dom" 101
"564" "1790_37" "3646" "1790" "2964" "1" 37 78 "2964_37" "Dom" 78
"565" "1790_37" "3516" "1790" "1731" "0.998" 37 78 "1731_37" "Dom" 78
"566" "1790_75" "4887" "1790" "1731" "0.779" 75 78 "1731_75" "Dom" 78
"567" "1790_82" "5160" "1790" "1731" "1" 82 78 "1731_82" "Dom" 78
"568" "1790_87" "5265" "1790" "1731" "1" 87 78 "1731_87" "Dom" 78
"569" "1791_34" "3024" "1791" "1509" "1" 34 4 "1509_34" "Dom" 4
"570" "1791_37" "3688" "1791" "1509" "1" 37 4 "1509_37" "Dom" 4
"571" "1791_75" "4938" "1791" "1509" "1" 75 4 "1509_75" "Dom" 4
"572" "1791_90" "5289" "1791" "1729" "1" 90 4 "1729_90" "Dom" 4
"573" "1798_75" "4867" "1798" "2974" "0.878" 75 121 "2974_75" "Dom" 121
"574" "1798_90" "5338" "1798" "2974" "1" 90 121 "2974_90" "Dom" 121
"575" "1800_31" "2967" "1800" "1572" "0.999" 31 39 "1572_31" "Sub" 39
"576" "1800_82" "5076" "1800" "1769" "1" 82 39 "1769_82" "Sub" 39
"577" "1803_104" "5586" "1803" "1802" "0.999" 104 53 "1802_104" "Dom" 53
"578" "1803_104" "5602" "1803" "1542" "0.998" 104 53 "1542_104" "Dom" 53
"579" "1803_75" "4945" "1803" "1802" "0.998" 75 53 "1802_75" "Dom" 53
"580" "1803_77" "5008" "1803" "1566" "1" 77 53 "1566_77" "Dom" 53
"581" "1803_87" "5275" "1803" "1356" "1" 87 53 "1356_87" "Dom" 53
"582" "1805_75" "4871" "1805" "1774" "1" 75 50.1 "1774_75" "Dom" 50.1
"583" "1821_37" "3649" "1821" "1504" "1" 37 38 "1504_37" "Dom" 38
"584" "1821_37" "3514" "1821" "1504" "0.994" 37 38 "1504_37" "Dom" 38
"585" "1821_75" "4860" "1821" "1504" "1" 75 38 "1504_75" "Dom" 38
"586" "1821_75" "4905" "1821" "1504" "1" 75 38 "1504_75" "Dom" 38
"587" "1821_85" "5262" "1821" "1504" "1" 85 38 "1504_85" "Dom" 38
"588" "1821_90" "5314" "1821" "1504" "1" 90 38 "1504_90" "Dom" 38
"589" "1824_105" "5617" "1824" "5220" "1" 105 26.5 "5220_105" "Dom" 26.5
"590" "1824_116" "5839" "1824" "5679" "1" 116 26.5 "5679_116" "Dom" 26.5
"591" "1824_118" "6027" "1824" "5679" "1" 118 26.5 "5679_118" "Dom" 26.5
"592" "1824_124" "6171" "1824" "5624" "1" 124 27.1 "5624_124" "Dom" 27.1
"593" "1824_124" "6171" "1824" "5624" "1" 124 27.1 "5624_124" "Dom" 26.5
"594" "1824_37" "3575" "1824" "1795" "1" 37 16 "1795_37" "Sub" 16
"595" "1824_75" "4897" "1824" "1729" "1" 75 16 "1729_75" "Sub" 16
"596" "1824_85" "5263" "1824" "3612" "0.964" 85 16 "3612_85" "Sub" 16
"597" "1824_90" "5316" "1824" "4967" "1" 90 26.5 "4967_90" "Dom" 26.5
"598" "1826_104" "5598" "1826" "1499" "1" 104 6 "1499_104" "Dom" 6
"599" "1826_104" "5635" "1826" "911" "0.984" 104 6 "911_104" "Dom" 6
"600" "1826_105" "5750" "1826" "3456" "0.999" 105 6 "3456_105" "Dom" 6
"601" "1826_112" "5841" "1826" "1499" "0.783" 112 6 "1499_112" "Dom" 6
"602" "1826_122" "6052" "1826" "3456" "1" 122 6 "3456_122" "Dom" 6
"603" "1826_124" "6141" "1826" "5780" "1" 124 6 "5780_124" "Dom" 6
"604" "1826_125" "6193" "1826" "5780" "1" 125 6 "5780_125" "Dom" 6
"605" "1826_159" "6737" "1826" "5624" "1" 159 6 "5624_159" "Dom" 126
"606" "1826_159" "6737" "1826" "5624" "1" 159 6 "5624_159" "Dom" 6
"607" "1826_166" "6904" "1826" "5624" "1" 166 6 "5624_166" "Dom" 6
"608" "1826_75" "4917" "1826" "1499" "0.996" 75 6 "1499_75" "Dom" 6
"609" "1826_82" "5127" "1826" "1499" "1" 82 6 "1499_82" "Dom" 6
"610" "1826_92" "5339" "1826" "1499" "0.999" 92 6 "1499_92" "Dom" 6
"611" "1827_104" "5612" "1827" "1744" "0.999" 104 44 "1744_104" "Dom" 44
"612" "1827_37" "3617" "1827" "1783" "1" 37 44 "1783_37" "Dom" 44
"613" "1827_75" "4936" "1827" "1783" "1" 75 44 "1783_75" "Dom" 44
"614" "1827_75" "4937" "1827" "1744" "1" 75 44 "1744_75" "Dom" 44
"615" "1828_37" "3517" "1828" "1848" "1" 37 20 "1848_37" "Dom" 20
"616" "1851_37" "3648" "1851" "1199" "1" 37 75 "1199_37" "Dom" 75
"617" "1852_104" "5642" "1852" "3456" "1" 104 20 "3456_104" "Dom" 20
"618" "1852_124" "6149" "1852" "4890" "1" 124 20 "4890_124" "Dom" 20
"619" "1852_35" "3093" "1852" "1358" "1" 35 52 "1358_35" "Dom" 52
"620" "1852_75" "4891" "1852" "3093" "1" 75 52 "3093_75" "Dom" 52
"621" "1854_103" "5541" "1854" "1543" "1" 103 30.2 "1543_103" "zDead" 30.2
"622" "1854_34" "3018" "1854" "1029" "1" 34 30.2 "1029_34" "Dom" 30.1
"623" "1854_34" "3018" "1854" "1029" "1" 34 30.2 "1029_34" "Dom" 30.2
"624" "1854_34" "3018" "1854" "1029" "1" 34 30.2 "1029_34" "Dom" 28.1
"625" "1854_37" "3580" "1854" "1029" "1" 37 30.2 "1029_37" "Dom" 30.2
"626" "1854_75" "4904" "1854" "1029" "0.994" 75 30.2 "1029_75" "Dom" 30.2
