TerritoryID,FieldPeriodID,PeriodStart,PeriodEnd,SummerIndex
43,159,23/06/2016,19/09/2016,1
43,161,07/02/2017,03/03/2017,0
43,164,21/06/2017,20/09/2017,1
43,166,30/01/2018,14/03/2018,0
43,167,19/06/2018,22/09/2018,1
43,171,21/01/2019,09/03/2019,0
43,173,10/06/2019,23/09/2019,1
43,174,05/02/2020,16/03/2020,0
44,2,10/03/1982,11/12/1982,0.660649819
44,3,26/05/1983,28/11/1983,0.684491979
44,4,13/01/1984,26/09/1984,0.69379845
44,5,16/03/1985,27/11/1985,0.712062257
44,6,19/05/1986,05/12/1986,0.671641791
44,7,29/01/1987,28/01/1988,0.501369863
44,8,16/07/1988,24/03/1989,0.305555556
44,10,02/07/1989,26/11/1989,0.614864865
44,12,22/01/1990,12/09/1990,0.705128205
44,14,01/01/1991,31/12/1991,0.501369863
44,16,07/08/1993,13/08/1993,1
44,17,07/07/1994,29/07/1994,1
44,19,22/05/1995,14/09/1995,1
44,21,24/06/1996,11/08/1996,1
44,25,20/06/1998,27/09/1998,1
44,26,12/01/1999,29/01/1999,0
45,3,26/05/1983,28/11/1983,0.684491979
45,4,13/01/1984,26/09/1984,0.69379845
45,5,16/03/1985,27/11/1985,0.712062257
45,6,19/05/1986,05/12/1986,0.671641791
45,7,29/01/1987,28/01/1988,0.501369863
45,8,16/07/1988,24/03/1989,0.305555556
45,10,02/07/1989,26/11/1989,0.614864865
45,12,22/01/1990,12/09/1990,0.705128205
45,14,01/01/1991,31/12/1991,0.501369863
45,16,07/08/1993,13/08/1993,1
45,17,07/07/1994,29/07/1994,1
45,19,22/05/1995,14/09/1995,1
45,21,24/06/1996,11/08/1996,1
45,22,01/07/1997,28/08/1997,1
45,23,20/12/1997,28/03/1998,0
45,25,20/06/1998,27/09/1998,1
45,26,12/01/1999,29/01/1999,0
45,27,09/04/1999,04/05/1999,1
45,28,02/07/1999,26/09/1999,1
45,30,06/06/2003,02/09/2003,1
45,31,12/12/2003,14/01/2004,0
45,32,17/05/2004,29/05/2004,1
45,34,30/05/2004,02/09/2004,1
45,35,18/12/2004,12/01/2005,0
45,37,26/05/2005,11/09/2005,1
45,39,25/07/2000,13/08/2000,1
45,40,29/06/2001,26/07/2001,1
45,41,11/07/2002,02/10/2002,0.976190476
45,54,11/11/2005,11/12/2005,0
45,75,12/06/2006,02/09/2006,1
45,77,06/01/2007,29/01/2007,0
45,82,14/06/2007,16/09/2007,1
45,85,08/01/2008,21/02/2008,0
45,87,10/07/2008,07/09/2008,1
45,90,30/12/2008,03/03/2009,0
45,92,08/06/2009,18/09/2009,1
45,103,12/02/2010,19/03/2010,0
45,104,30/06/2010,10/09/2010,1
45,105,25/06/2011,02/10/2011,0.98
45,112,22/01/2012,28/02/2012,0
45,116,04/06/2012,30/09/2012,1
45,118,22/01/2013,27/02/2013,0
45,122,18/06/2013,30/09/2013,1
45,124,19/01/2014,04/03/2014,0
45,125,16/06/2014,04/10/2014,0.963963964
45,139,16/01/2015,05/03/2015,0
45,142,22/06/2015,29/09/2015,1
45,144,02/02/2016,09/03/2016,0
45,159,23/06/2016,19/09/2016,1
45,161,07/02/2017,03/03/2017,0
45,164,21/06/2017,20/09/2017,1
45,166,30/01/2018,14/03/2018,0
45,167,19/06/2018,22/09/2018,1
45,171,21/01/2019,09/03/2019,0
45,173,10/06/2019,23/09/2019,1
45,174,05/02/2020,16/03/2020,0
46,30,06/06/2003,02/09/2003,1
46,31,12/12/2003,14/01/2004,0
46,32,17/05/2004,29/05/2004,1
46,34,30/05/2004,02/09/2004,1
46,35,18/12/2004,12/01/2005,0
46,37,26/05/2005,11/09/2005,1
46,41,11/07/2002,02/10/2002,0.976190476
46,54,11/11/2005,11/12/2005,0
46,75,12/06/2006,02/09/2006,1
46,77,06/01/2007,29/01/2007,0
46,82,14/06/2007,16/09/2007,1
46,85,08/01/2008,21/02/2008,0
46,87,10/07/2008,07/09/2008,1
46,90,30/12/2008,03/03/2009,0
46,92,08/06/2009,18/09/2009,1
46,103,12/02/2010,19/03/2010,0
46,104,30/06/2010,10/09/2010,1
46,105,25/06/2011,02/10/2011,0.98
46,112,22/01/2012,28/02/2012,0
46,116,04/06/2012,30/09/2012,1
46,118,22/01/2013,27/02/2013,0
46,122,18/06/2013,30/09/2013,1
46,124,19/01/2014,04/03/2014,0
46,125,16/06/2014,04/10/2014,0.963963964
46,139,16/01/2015,05/03/2015,0
46,142,22/06/2015,29/09/2015,1
46,144,02/02/2016,09/03/2016,0
46,159,23/06/2016,19/09/2016,1
46,161,07/02/2017,03/03/2017,0
46,164,21/06/2017,20/09/2017,1
46,166,30/01/2018,14/03/2018,0
46,167,19/06/2018,22/09/2018,1
46,171,21/01/2019,09/03/2019,0
46,173,10/06/2019,23/09/2019,1
46,174,05/02/2020,16/03/2020,0
47,4,13/01/1984,26/09/1984,0.69379845
47,5,16/03/1985,27/11/1985,0.712062257
47,6,19/05/1986,05/12/1986,0.671641791
47,7,29/01/1987,28/01/1988,0.501369863
47,8,16/07/1988,24/03/1989,0.305555556
47,10,02/07/1989,26/11/1989,0.614864865
47,12,22/01/1990,12/09/1990,0.705128205
47,17,07/07/1994,29/07/1994,1
47,19,22/05/1995,14/09/1995,1
47,21,24/06/1996,11/08/1996,1
47,22,01/07/1997,28/08/1997,1
47,23,20/12/1997,28/03/1998,0
47,25,20/06/1998,27/09/1998,1
47,26,12/01/1999,29/01/1999,0
47,27,09/04/1999,04/05/1999,1
47,28,02/07/1999,26/09/1999,1
47,29,20/11/1999,07/12/1999,0
47,30,06/06/2003,02/09/2003,1
47,31,12/12/2003,14/01/2004,0
47,32,17/05/2004,29/05/2004,1
47,34,30/05/2004,02/09/2004,1
47,35,18/12/2004,12/01/2005,0
47,37,26/05/2005,11/09/2005,1
47,39,25/07/2000,13/08/2000,1
47,40,29/06/2001,26/07/2001,1
47,41,11/07/2002,02/10/2002,0.976190476
47,54,11/11/2005,11/12/2005,0
47,75,12/06/2006,02/09/2006,1
47,77,06/01/2007,29/01/2007,0
47,82,14/06/2007,16/09/2007,1
47,85,08/01/2008,21/02/2008,0
47,87,10/07/2008,07/09/2008,1
47,90,30/12/2008,03/03/2009,0
47,92,08/06/2009,18/09/2009,1
47,103,12/02/2010,19/03/2010,0
47,104,30/06/2010,10/09/2010,1
47,105,25/06/2011,02/10/2011,0.98
47,112,22/01/2012,28/02/2012,0
47,116,04/06/2012,30/09/2012,1
47,118,22/01/2013,27/02/2013,0
47,122,18/06/2013,30/09/2013,1
47,124,19/01/2014,04/03/2014,0
47,125,16/06/2014,04/10/2014,0.963963964
47,139,16/01/2015,05/03/2015,0
47,142,22/06/2015,29/09/2015,1
47,144,02/02/2016,09/03/2016,0
47,159,23/06/2016,19/09/2016,1
47,161,07/02/2017,03/03/2017,0
47,164,21/06/2017,20/09/2017,1
47,166,30/01/2018,14/03/2018,0
47,167,19/06/2018,22/09/2018,1
47,171,21/01/2019,09/03/2019,0
47,173,10/06/2019,23/09/2019,1
47,174,05/02/2020,16/03/2020,0
48,21,24/06/1996,11/08/1996,1
48,22,01/07/1997,28/08/1997,1
48,23,20/12/1997,28/03/1998,0
48,25,20/06/1998,27/09/1998,1
48,26,12/01/1999,29/01/1999,0
48,27,09/04/1999,04/05/1999,1
48,28,02/07/1999,26/09/1999,1
48,30,06/06/2003,02/09/2003,1
48,31,12/12/2003,14/01/2004,0
48,32,17/05/2004,29/05/2004,1
48,34,30/05/2004,02/09/2004,1
48,35,18/12/2004,12/01/2005,0
48,37,26/05/2005,11/09/2005,1
48,39,25/07/2000,13/08/2000,1
48,40,29/06/2001,26/07/2001,1
48,41,11/07/2002,02/10/2002,0.976190476
48,54,11/11/2005,11/12/2005,0
48,75,12/06/2006,02/09/2006,1
48,77,06/01/2007,29/01/2007,0
48,82,14/06/2007,16/09/2007,1
48,85,08/01/2008,21/02/2008,0
48,87,10/07/2008,07/09/2008,1
48,90,30/12/2008,03/03/2009,0
48,92,08/06/2009,18/09/2009,1
48,103,12/02/2010,19/03/2010,0
48,104,30/06/2010,10/09/2010,1
48,105,25/06/2011,02/10/2011,0.98
48,112,22/01/2012,28/02/2012,0
48,116,04/06/2012,30/09/2012,1
48,118,22/01/2013,27/02/2013,0
48,122,18/06/2013,30/09/2013,1
48,124,19/01/2014,04/03/2014,0
48,125,16/06/2014,04/10/2014,0.963963964
48,139,16/01/2015,05/03/2015,0
48,142,22/06/2015,29/09/2015,1
48,144,02/02/2016,09/03/2016,0
48,159,23/06/2016,19/09/2016,1
48,161,07/02/2017,03/03/2017,0
48,164,21/06/2017,20/09/2017,1
48,166,30/01/2018,14/03/2018,0
48,167,19/06/2018,22/09/2018,1
48,171,21/01/2019,09/03/2019,0
48,173,10/06/2019,23/09/2019,1
48,174,05/02/2020,16/03/2020,0
49,4,13/01/1984,26/09/1984,0.69379845
49,5,16/03/1985,27/11/1985,0.712062257
49,6,19/05/1986,05/12/1986,0.671641791
49,7,29/01/1987,28/01/1988,0.501369863
49,8,16/07/1988,24/03/1989,0.305555556
49,10,02/07/1989,26/11/1989,0.614864865
49,12,22/01/1990,12/09/1990,0.705128205
49,17,07/07/1994,29/07/1994,1
49,19,22/05/1995,14/09/1995,1
49,21,24/06/1996,11/08/1996,1
49,22,01/07/1997,28/08/1997,1
49,23,20/12/1997,28/03/1998,0
49,25,20/06/1998,27/09/1998,1
49,26,12/01/1999,29/01/1999,0
49,27,09/04/1999,04/05/1999,1
49,28,02/07/1999,26/09/1999,1
49,29,20/11/1999,07/12/1999,0
49,30,06/06/2003,02/09/2003,1
49,31,12/12/2003,14/01/2004,0
49,39,25/07/2000,13/08/2000,1
49,40,29/06/2001,26/07/2001,1
49,41,11/07/2002,02/10/2002,0.976190476
50,30,06/06/2003,02/09/2003,1
50,31,12/12/2003,14/01/2004,0
50,32,17/05/2004,29/05/2004,1
50,34,30/05/2004,02/09/2004,1
50,35,18/12/2004,12/01/2005,0
50,37,26/05/2005,11/09/2005,1
50,40,29/06/2001,26/07/2001,1
50,41,11/07/2002,02/10/2002,0.976190476
50,54,11/11/2005,11/12/2005,0
50,75,12/06/2006,02/09/2006,1
50,77,06/01/2007,29/01/2007,0
50,82,14/06/2007,16/09/2007,1
50,85,08/01/2008,21/02/2008,0
50,87,10/07/2008,07/09/2008,1
50,90,30/12/2008,03/03/2009,0
50,92,08/06/2009,18/09/2009,1
50,103,12/02/2010,19/03/2010,0
50,104,30/06/2010,10/09/2010,1
50,105,25/06/2011,02/10/2011,0.98
50,112,22/01/2012,28/02/2012,0
50,116,04/06/2012,30/09/2012,1
50,118,22/01/2013,27/02/2013,0
50,122,18/06/2013,30/09/2013,1
50,124,19/01/2014,04/03/2014,0
50,125,16/06/2014,04/10/2014,0.963963964
50,139,16/01/2015,05/03/2015,0
50,142,22/06/2015,29/09/2015,1
50,144,02/02/2016,09/03/2016,0
50,159,23/06/2016,19/09/2016,1
50,161,07/02/2017,03/03/2017,0
50,164,21/06/2017,20/09/2017,1
50,166,30/01/2018,14/03/2018,0
50,167,19/06/2018,22/09/2018,1
50,171,21/01/2019,09/03/2019,0
50,173,10/06/2019,23/09/2019,1
50,174,05/02/2020,16/03/2020,0
51,5,16/03/1985,27/11/1985,0.712062257
51,6,19/05/1986,05/12/1986,0.671641791
51,7,29/01/1987,28/01/1988,0.501369863
51,8,16/07/1988,24/03/1989,0.305555556
51,10,02/07/1989,26/11/1989,0.614864865
51,12,22/01/1990,12/09/1990,0.705128205
51,14,01/01/1991,31/12/1991,0.501369863
51,19,22/05/1995,14/09/1995,1
51,21,24/06/1996,11/08/1996,1
51,22,01/07/1997,28/08/1997,1
51,23,20/12/1997,28/03/1998,0
51,25,20/06/1998,27/09/1998,1
51,26,12/01/1999,29/01/1999,0
51,27,09/04/1999,04/05/1999,1
51,28,02/07/1999,26/09/1999,1
51,29,20/11/1999,07/12/1999,0
51,30,06/06/2003,02/09/2003,1
51,31,12/12/2003,14/01/2004,0
51,32,17/05/2004,29/05/2004,1
51,34,30/05/2004,02/09/2004,1
51,35,18/12/2004,12/01/2005,0
51,37,26/05/2005,11/09/2005,1
51,39,25/07/2000,13/08/2000,1
51,40,29/06/2001,26/07/2001,1
51,41,11/07/2002,02/10/2002,0.976190476
51,54,11/11/2005,11/12/2005,0
51,75,12/06/2006,02/09/2006,1
51,77,06/01/2007,29/01/2007,0
51,82,14/06/2007,16/09/2007,1
51,85,08/01/2008,21/02/2008,0
51,87,10/07/2008,07/09/2008,1
51,90,30/12/2008,03/03/2009,0
51,92,08/06/2009,18/09/2009,1
51,103,12/02/2010,19/03/2010,0
51,104,30/06/2010,10/09/2010,1
51,105,25/06/2011,02/10/2011,0.98
51,112,22/01/2012,28/02/2012,0
51,116,04/06/2012,30/09/2012,1
51,118,22/01/2013,27/02/2013,0
51,122,18/06/2013,30/09/2013,1
51,124,19/01/2014,04/03/2014,0
51,125,16/06/2014,04/10/2014,0.963963964
51,139,16/01/2015,05/03/2015,0
52,2,10/03/1982,11/12/1982,0.660649819
52,3,26/05/1983,28/11/1983,0.684491979
52,4,13/01/1984,26/09/1984,0.69379845
52,5,16/03/1985,27/11/1985,0.712062257
52,6,19/05/1986,05/12/1986,0.671641791
52,7,29/01/1987,28/01/1988,0.501369863
52,8,16/07/1988,24/03/1989,0.305555556
52,10,02/07/1989,26/11/1989,0.614864865
52,12,22/01/1990,12/09/1990,0.705128205
52,14,01/01/1991,31/12/1991,0.501369863
52,16,07/08/1993,13/08/1993,1
52,17,07/07/1994,29/07/1994,1
52,19,22/05/1995,14/09/1995,1
52,21,24/06/1996,11/08/1996,1
52,22,01/07/1997,28/08/1997,1
52,23,20/12/1997,28/03/1998,0
52,25,20/06/1998,27/09/1998,1
52,26,12/01/1999,29/01/1999,0
52,27,09/04/1999,04/05/1999,1
52,28,02/07/1999,26/09/1999,1
52,30,06/06/2003,02/09/2003,1
52,31,12/12/2003,14/01/2004,0
52,32,17/05/2004,29/05/2004,1
52,39,25/07/2000,13/08/2000,1
52,40,29/06/2001,26/07/2001,1
52,41,11/07/2002,02/10/2002,0.976190476
53,5,16/03/1985,27/11/1985,0.712062257
53,6,19/05/1986,05/12/1986,0.671641791
53,7,29/01/1987,28/01/1988,0.501369863
53,8,16/07/1988,24/03/1989,0.305555556
53,10,02/07/1989,26/11/1989,0.614864865
53,12,22/01/1990,12/09/1990,0.705128205
53,14,01/01/1991,31/12/1991,0.501369863
53,16,07/08/1993,13/08/1993,1
53,17,07/07/1994,29/07/1994,1
53,19,22/05/1995,14/09/1995,1
53,21,24/06/1996,11/08/1996,1
53,22,01/07/1997,28/08/1997,1
53,23,20/12/1997,28/03/1998,0
53,25,20/06/1998,27/09/1998,1
53,26,12/01/1999,29/01/1999,0
53,27,09/04/1999,04/05/1999,1
53,28,02/07/1999,26/09/1999,1
53,29,20/11/1999,07/12/1999,0
53,30,06/06/2003,02/09/2003,1
53,31,12/12/2003,14/01/2004,0
53,32,17/05/2004,29/05/2004,1
53,34,30/05/2004,02/09/2004,1
53,35,18/12/2004,12/01/2005,0
53,37,26/05/2005,11/09/2005,1
53,39,25/07/2000,13/08/2000,1
53,40,29/06/2001,26/07/2001,1
53,41,11/07/2002,02/10/2002,0.976190476
53,54,11/11/2005,11/12/2005,0
53,75,12/06/2006,02/09/2006,1
53,77,06/01/2007,29/01/2007,0
53,82,14/06/2007,16/09/2007,1
53,85,08/01/2008,21/02/2008,0
53,87,10/07/2008,07/09/2008,1
53,90,30/12/2008,03/03/2009,0
53,92,08/06/2009,18/09/2009,1
53,103,12/02/2010,19/03/2010,0
53,104,30/06/2010,10/09/2010,1
53,105,25/06/2011,02/10/2011,0.98
53,112,22/01/2012,28/02/2012,0
53,116,04/06/2012,30/09/2012,1
53,118,22/01/2013,27/02/2013,0
53,122,18/06/2013,30/09/2013,1
53,124,19/01/2014,04/03/2014,0
53,125,16/06/2014,04/10/2014,0.963963964
53,139,16/01/2015,05/03/2015,0
53,142,22/06/2015,29/09/2015,1
53,144,02/02/2016,09/03/2016,0
53,159,23/06/2016,19/09/2016,1
53,161,07/02/2017,03/03/2017,0
53,164,21/06/2017,20/09/2017,1
53,166,30/01/2018,14/03/2018,0
53,167,19/06/2018,22/09/2018,1
53,171,21/01/2019,09/03/2019,0
53,173,10/06/2019,23/09/2019,1
53,174,05/02/2020,16/03/2020,0
54,2,10/03/1982,11/12/1982,0.660649819
54,3,26/05/1983,28/11/1983,0.684491979
54,4,13/01/1984,26/09/1984,0.69379845
54,5,16/03/1985,27/11/1985,0.712062257
54,6,19/05/1986,05/12/1986,0.671641791
54,7,29/01/1987,28/01/1988,0.501369863
54,8,16/07/1988,24/03/1989,0.305555556
54,10,02/07/1989,26/11/1989,0.614864865
54,12,22/01/1990,12/09/1990,0.705128205
54,16,07/08/1993,13/08/1993,1
54,17,07/07/1994,29/07/1994,1
54,19,22/05/1995,14/09/1995,1
54,21,24/06/1996,11/08/1996,1
54,22,01/07/1997,28/08/1997,1
54,23,20/12/1997,28/03/1998,0
54,25,20/06/1998,27/09/1998,1
54,26,12/01/1999,29/01/1999,0
54,27,09/04/1999,04/05/1999,1
54,28,02/07/1999,26/09/1999,1
54,30,06/06/2003,02/09/2003,1
54,31,12/12/2003,14/01/2004,0
54,32,17/05/2004,29/05/2004,1
54,34,30/05/2004,02/09/2004,1
54,35,18/12/2004,12/01/2005,0
54,37,26/05/2005,11/09/2005,1
54,39,25/07/2000,13/08/2000,1
54,40,29/06/2001,26/07/2001,1
54,41,11/07/2002,02/10/2002,0.976190476
54,54,11/11/2005,11/12/2005,0
54,75,12/06/2006,02/09/2006,1
54,77,06/01/2007,29/01/2007,0
54,82,14/06/2007,16/09/2007,1
54,85,08/01/2008,21/02/2008,0
54,87,10/07/2008,07/09/2008,1
54,90,30/12/2008,03/03/2009,0
54,92,08/06/2009,18/09/2009,1
54,103,12/02/2010,19/03/2010,0
54,104,30/06/2010,10/09/2010,1
54,105,25/06/2011,02/10/2011,0.98
54,112,22/01/2012,28/02/2012,0
54,116,04/06/2012,30/09/2012,1
55,2,10/03/1982,11/12/1982,0.660649819
55,3,26/05/1983,28/11/1983,0.684491979
55,4,13/01/1984,26/09/1984,0.69379845
55,5,16/03/1985,27/11/1985,0.712062257
55,6,19/05/1986,05/12/1986,0.671641791
55,7,29/01/1987,28/01/1988,0.501369863
55,8,16/07/1988,24/03/1989,0.305555556
55,10,02/07/1989,26/11/1989,0.614864865
55,12,22/01/1990,12/09/1990,0.705128205
55,14,01/01/1991,31/12/1991,0.501369863
55,16,07/08/1993,13/08/1993,1
55,17,07/07/1994,29/07/1994,1
55,19,22/05/1995,14/09/1995,1
55,21,24/06/1996,11/08/1996,1
55,22,01/07/1997,28/08/1997,1
55,23,20/12/1997,28/03/1998,0
55,25,20/06/1998,27/09/1998,1
55,26,12/01/1999,29/01/1999,0
55,27,09/04/1999,04/05/1999,1
55,28,02/07/1999,26/09/1999,1
55,29,20/11/1999,07/12/1999,0
55,30,06/06/2003,02/09/2003,1
55,31,12/12/2003,14/01/2004,0
55,32,17/05/2004,29/05/2004,1
55,34,30/05/2004,02/09/2004,1
55,35,18/12/2004,12/01/2005,0
55,37,26/05/2005,11/09/2005,1
55,39,25/07/2000,13/08/2000,1
55,40,29/06/2001,26/07/2001,1
55,41,11/07/2002,02/10/2002,0.976190476
55,54,11/11/2005,11/12/2005,0
55,75,12/06/2006,02/09/2006,1
55,77,06/01/2007,29/01/2007,0
55,82,14/06/2007,16/09/2007,1
55,85,08/01/2008,21/02/2008,0
55,87,10/07/2008,07/09/2008,1
55,90,30/12/2008,03/03/2009,0
55,92,08/06/2009,18/09/2009,1
55,103,12/02/2010,19/03/2010,0
55,104,30/06/2010,10/09/2010,1
55,105,25/06/2011,02/10/2011,0.98
55,112,22/01/2012,28/02/2012,0
55,116,04/06/2012,30/09/2012,1
55,118,22/01/2013,27/02/2013,0
55,122,18/06/2013,30/09/2013,1
55,124,19/01/2014,04/03/2014,0
55,125,16/06/2014,04/10/2014,0.963963964
55,139,16/01/2015,05/03/2015,0
55,142,22/06/2015,29/09/2015,1
55,144,02/02/2016,09/03/2016,0
55,159,23/06/2016,19/09/2016,1
55,161,07/02/2017,03/03/2017,0
55,164,21/06/2017,20/09/2017,1
55,166,30/01/2018,14/03/2018,0
55,167,19/06/2018,22/09/2018,1
55,171,21/01/2019,09/03/2019,0
55,173,10/06/2019,23/09/2019,1
55,174,05/02/2020,16/03/2020,0
56,2,10/03/1982,11/12/1982,0.660649819
56,3,26/05/1983,28/11/1983,0.684491979
56,4,13/01/1984,26/09/1984,0.69379845
56,5,16/03/1985,27/11/1985,0.712062257
56,6,19/05/1986,05/12/1986,0.671641791
56,7,29/01/1987,28/01/1988,0.501369863
56,8,16/07/1988,24/03/1989,0.305555556
56,10,02/07/1989,26/11/1989,0.614864865
56,12,22/01/1990,12/09/1990,0.705128205
56,14,01/01/1991,31/12/1991,0.501369863
56,16,07/08/1993,13/08/1993,1
56,17,07/07/1994,29/07/1994,1
56,19,22/05/1995,14/09/1995,1
56,21,24/06/1996,11/08/1996,1
56,22,01/07/1997,28/08/1997,1
56,23,20/12/1997,28/03/1998,0
56,30,06/06/2003,02/09/2003,1
56,31,12/12/2003,14/01/2004,0
56,32,17/05/2004,29/05/2004,1
56,34,30/05/2004,02/09/2004,1
56,35,18/12/2004,12/01/2005,0
56,37,26/05/2005,11/09/2005,1
56,54,11/11/2005,11/12/2005,0
57,2,10/03/1982,11/12/1982,0.660649819
57,3,26/05/1983,28/11/1983,0.684491979
57,5,16/03/1985,27/11/1985,0.712062257
57,6,19/05/1986,05/12/1986,0.671641791
57,7,29/01/1987,28/01/1988,0.501369863
57,8,16/07/1988,24/03/1989,0.305555556
57,12,22/01/1990,12/09/1990,0.705128205
57,17,07/07/1994,29/07/1994,1
57,19,22/05/1995,14/09/1995,1
57,21,24/06/1996,11/08/1996,1
57,22,01/07/1997,28/08/1997,1
57,23,20/12/1997,28/03/1998,0
57,25,20/06/1998,27/09/1998,1
57,26,12/01/1999,29/01/1999,0
57,27,09/04/1999,04/05/1999,1
57,28,02/07/1999,26/09/1999,1
57,30,06/06/2003,02/09/2003,1
57,31,12/12/2003,14/01/2004,0
57,32,17/05/2004,29/05/2004,1
57,35,18/12/2004,12/01/2005,0
57,37,26/05/2005,11/09/2005,1
57,39,25/07/2000,13/08/2000,1
57,40,29/06/2001,26/07/2001,1
57,41,11/07/2002,02/10/2002,0.976190476
57,54,11/11/2005,11/12/2005,0
57,75,12/06/2006,02/09/2006,1
57,77,06/01/2007,29/01/2007,0
57,82,14/06/2007,16/09/2007,1
57,85,08/01/2008,21/02/2008,0
57,87,10/07/2008,07/09/2008,1
57,90,30/12/2008,03/03/2009,0
57,92,08/06/2009,18/09/2009,1
57,103,12/02/2010,19/03/2010,0
57,104,30/06/2010,10/09/2010,1
57,105,25/06/2011,02/10/2011,0.98
57,112,22/01/2012,28/02/2012,0
57,116,04/06/2012,30/09/2012,1
57,118,22/01/2013,27/02/2013,0
57,122,18/06/2013,30/09/2013,1
57,124,19/01/2014,04/03/2014,0
57,125,16/06/2014,04/10/2014,0.963963964
57,139,16/01/2015,05/03/2015,0
57,142,22/06/2015,29/09/2015,1
57,144,02/02/2016,09/03/2016,0
57,159,23/06/2016,19/09/2016,1
57,161,07/02/2017,03/03/2017,0
57,164,21/06/2017,20/09/2017,1
57,166,30/01/2018,14/03/2018,0
57,167,19/06/2018,22/09/2018,1
57,171,21/01/2019,09/03/2019,0
57,173,10/06/2019,23/09/2019,1
57,174,05/02/2020,16/03/2020,0
58,30,06/06/2003,02/09/2003,1
58,31,12/12/2003,14/01/2004,0
58,32,17/05/2004,29/05/2004,1
58,34,30/05/2004,02/09/2004,1
58,35,18/12/2004,12/01/2005,0
58,37,26/05/2005,11/09/2005,1
58,40,29/06/2001,26/07/2001,1
58,41,11/07/2002,02/10/2002,0.976190476
58,54,11/11/2005,11/12/2005,0
58,75,12/06/2006,02/09/2006,1
58,77,06/01/2007,29/01/2007,0
58,82,14/06/2007,16/09/2007,1
58,85,08/01/2008,21/02/2008,0
58,87,10/07/2008,07/09/2008,1
58,90,30/12/2008,03/03/2009,0
58,92,08/06/2009,18/09/2009,1
58,103,12/02/2010,19/03/2010,0
58,104,30/06/2010,10/09/2010,1
58,105,25/06/2011,02/10/2011,0.98
58,112,22/01/2012,28/02/2012,0
58,116,04/06/2012,30/09/2012,1
58,118,22/01/2013,27/02/2013,0
58,122,18/06/2013,30/09/2013,1
58,124,19/01/2014,04/03/2014,0
58,125,16/06/2014,04/10/2014,0.963963964
58,139,16/01/2015,05/03/2015,0
58,142,22/06/2015,29/09/2015,1
58,144,02/02/2016,09/03/2016,0
58,159,23/06/2016,19/09/2016,1
58,161,07/02/2017,03/03/2017,0
58,164,21/06/2017,20/09/2017,1
58,166,30/01/2018,14/03/2018,0
58,167,19/06/2018,22/09/2018,1
58,171,21/01/2019,09/03/2019,0
58,173,10/06/2019,23/09/2019,1
58,174,05/02/2020,16/03/2020,0
59,2,10/03/1982,11/12/1982,0.660649819
59,3,26/05/1983,28/11/1983,0.684491979
59,4,13/01/1984,26/09/1984,0.69379845
59,5,16/03/1985,27/11/1985,0.712062257
59,6,19/05/1986,05/12/1986,0.671641791
59,7,29/01/1987,28/01/1988,0.501369863
59,8,16/07/1988,24/03/1989,0.305555556
59,10,02/07/1989,26/11/1989,0.614864865
59,12,22/01/1990,12/09/1990,0.705128205
59,14,01/01/1991,31/12/1991,0.501369863
59,16,07/08/1993,13/08/1993,1
59,17,07/07/1994,29/07/1994,1
59,19,22/05/1995,14/09/1995,1
59,21,24/06/1996,11/08/1996,1
59,22,01/07/1997,28/08/1997,1
59,23,20/12/1997,28/03/1998,0
59,25,20/06/1998,27/09/1998,1
59,26,12/01/1999,29/01/1999,0
59,30,06/06/2003,02/09/2003,1
59,31,12/12/2003,14/01/2004,0
59,32,17/05/2004,29/05/2004,1
59,34,30/05/2004,02/09/2004,1
59,35,18/12/2004,12/01/2005,0
59,37,26/05/2005,11/09/2005,1
59,54,11/11/2005,11/12/2005,0
59,75,12/06/2006,02/09/2006,1
59,77,06/01/2007,29/01/2007,0
59,82,14/06/2007,16/09/2007,1
59,85,08/01/2008,21/02/2008,0
59,87,10/07/2008,07/09/2008,1
59,90,30/12/2008,03/03/2009,0
59,92,08/06/2009,18/09/2009,1
59,103,12/02/2010,19/03/2010,0
59,104,30/06/2010,10/09/2010,1
59,105,25/06/2011,02/10/2011,0.98
59,110,25/11/2011,24/12/2011,0
59,112,22/01/2012,28/02/2012,0
59,116,04/06/2012,30/09/2012,1
59,118,22/01/2013,27/02/2013,0
59,122,18/06/2013,30/09/2013,1
59,124,19/01/2014,04/03/2014,0
59,125,16/06/2014,04/10/2014,0.963963964
59,139,16/01/2015,05/03/2015,0
59,142,22/06/2015,29/09/2015,1
59,144,02/02/2016,09/03/2016,0
59,159,23/06/2016,19/09/2016,1
59,161,07/02/2017,03/03/2017,0
59,164,21/06/2017,20/09/2017,1
59,166,30/01/2018,14/03/2018,0
59,167,19/06/2018,22/09/2018,1
59,171,21/01/2019,09/03/2019,0
59,173,10/06/2019,23/09/2019,1
59,174,05/02/2020,16/03/2020,0
60,2,10/03/1982,11/12/1982,0.660649819
60,3,26/05/1983,28/11/1983,0.684491979
60,4,13/01/1984,26/09/1984,0.69379845
60,5,16/03/1985,27/11/1985,0.712062257
60,6,19/05/1986,05/12/1986,0.671641791
60,7,29/01/1987,28/01/1988,0.501369863
60,23,20/12/1997,28/03/1998,0
60,25,20/06/1998,27/09/1998,1
60,26,12/01/1999,29/01/1999,0
60,27,09/04/1999,04/05/1999,1
60,28,02/07/1999,26/09/1999,1
60,29,20/11/1999,07/12/1999,0
