"TerritoryID","FieldPeriodID","TQ"
112,87,1920.436609
112,92,12829.22912
112,104,17455.03318
112,105,67922.66346
112,116,3018.096632
112,122,25237.61833
112,125,6565.393165
112,142,6522.445852
112,159,11782.47036
112,164,14117.69084
112,167,4890.587111
112,173,6294.222198
113,2,21406.68454
113,3,21406.68454
113,4,21406.68454
113,5,21406.68454
113,6,21406.68454
113,7,21406.68454
113,10,21406.68454
113,12,21406.68454
113,14,18296.414255
113,16,18296.414255
113,40,18296.414255
113,30,15186.14397
113,32,16754.58674
113,34,18323.02951
113,37,14426.808805
113,75,10530.5881
113,82,11466.88555
113,87,13474.32264
114,10,NA
115,4,39567.40135
115,5,39567.40135
115,6,39567.40135
115,7,39567.40135
115,10,39567.40135
115,12,39567.40135
115,14,98577.688475
115,16,98577.688475
115,17,98577.688475
115,19,98577.688475
115,21,157587.9756
115,22,244570.0448
115,25,88981.34656
115,27,79233.49719
115,28,69485.64782
115,39,69485.64782
115,40,69485.64782
115,41,69485.64782
116,3,7197.811557
116,4,7197.811557
116,5,7197.811557
116,6,7197.811557
116,7,7197.811557
116,10,7197.811557
116,12,7197.811557
116,16,44932.6725985
116,17,44932.6725985
116,19,44932.6725985
116,21,82667.53364
116,22,27191.95608
116,25,39228.47122
116,27,103478.46291
116,28,167728.4546
116,39,101308.10473
116,40,101308.10473
116,41,101308.10473
116,30,34887.75486
116,32,22807.68542
116,34,10727.61598
116,37,13163.285375
116,75,15598.95477
116,82,6144.522613
116,87,7753.326633
116,92,7615.678392
116,104,15689.60804
116,105,10190.1952
116,116,9792.801313
116,122,8919.659655
116,125,11544.23531
116,142,12545.10988
116,159,15748.14981
116,164,43181.39993
116,167,5907.032515
116,173,35475.39522
117,5,18974.95197
117,6,18974.95197
117,7,18974.95197
117,10,18974.95197
117,12,18974.95197
117,14,104973.040935
117,16,104973.040935
117,19,104973.040935
117,21,190971.1299
117,22,30705.10279
117,25,38714.71585
117,27,96689.234525
117,28,154663.7532
117,39,154663.7532
117,40,154663.7532
117,41,154663.7532
118,22,3095.337803
118,25,20488.31391
118,27,19694.14827
118,28,18899.98263
118,39,18124.03051
118,40,18124.03051
118,41,18124.03051
118,30,17348.07839
118,32,15793.201285
118,34,14238.32418
118,37,24823.326145
118,75,35408.32811
118,82,8365.809832
118,87,20275.52898
118,92,21750.53963
118,104,23254.66667
118,105,17401.72312
118,116,13779.4096
118,122,1679.315418
118,125,30145.77052
118,142,14964.63904
118,159,11700.00016
118,164,33629.33631
118,167,13646.91713
118,173,138339.4781
119,22,4762.058158
120,22,5724.530476
121,3,41116.14565
121,5,41116.14565
121,6,41116.14565
121,7,41116.14565
121,10,41116.14565
121,12,41116.14565
121,14,31714.069435
121,16,31714.069435
121,17,31714.069435
121,19,31714.069435
121,21,22311.99322
121,22,13172.79186
121,25,60011.74998
121,28,55359.41304
121,39,34144.021315
121,40,34144.021315
121,41,34144.021315
121,30,34144.021315
121,32,34144.021315
121,34,34144.021315
121,37,34144.021315
121,75,12928.62959
121,82,6799.735671
121,87,19079.36632
121,92,48115.48798
121,104,5482.831358
121,105,11828.00249
121,116,18608.55023
121,122,15416.40869
121,125,42160.66742
121,142,24880.43889
121,159,5577.089918
121,164,5577.089918
122,39,NA
123,2,91472.5576
123,3,91472.5576
123,4,91472.5576
123,5,91472.5576
123,6,91472.5576
123,7,91472.5576
123,10,91472.5576
123,12,91472.5576
123,17,193830.2847
123,19,193830.2847
123,21,296188.0118
123,22,45650.77443
123,25,53314.41945
123,27,48706.314705
123,28,44098.20996
123,39,25158.9474315
123,40,25158.9474315
123,41,25158.9474315
123,30,6219.684903
123,32,5657.717217
123,34,5095.749531
123,37,4006.695124
123,75,2917.640717
123,82,22983.82442
123,87,18202.39892
123,92,26369.27479
123,104,13654.48304
123,105,29645.45775
123,116,8756.378409
123,122,30266.31192
123,125,5326.195594
123,142,42396.88221
123,159,18584.44239
123,164,42535.68825
123,167,16163.46092
123,173,22531.03081
124,19,316460.6486
124,21,316460.6486
124,22,27266.12403
125,5,22180.29223
125,6,22180.29223
125,7,22180.29223
125,10,22180.29223
125,12,22180.29223
125,14,201309.088865
125,16,201309.088865
125,17,201309.088865
125,19,201309.088865
125,21,380437.8855
125,22,69289.40522
125,25,52592.33593
125,27,170264.095565
125,28,287935.8552
125,39,158963.897855
125,40,158963.897855
125,41,158963.897855
125,30,29991.94051
125,32,19836.581736
125,34,9681.222962
125,37,17750.865966
125,75,25820.50897
125,82,9132.107949
125,87,15909.01712
125,92,15822.82766
125,104,13305.06962
125,105,35837.17875
125,116,10046.47996
125,122,4106.178673
125,125,51351.61387
125,142,15616.57006
125,159,49368.38816
125,164,112592.9959
125,167,9282.397948
125,173,31055.19468
126,2,35988.11122
126,3,35988.11122
126,4,35988.11122
126,5,35988.11122
126,6,35988.11122
126,7,35988.11122
126,10,35988.11122
126,12,35988.11122
126,16,182856.43686
126,17,182856.43686
126,19,182856.43686
126,21,329724.7625
126,22,177502.2122
126,25,90495.50898
126,27,192357.93374
126,28,294220.3585
126,39,153989.76945
126,40,153989.76945
126,41,153989.76945
126,30,13759.1804
126,32,9045.402641
126,34,4331.624882
126,37,6226.2173245
126,75,8120.809767
126,82,7340.183559
126,87,7278.929107
126,92,32752.18864
126,104,13105.22307
126,105,13626.1809
126,116,11375.01752
126,122,18172.92941
126,125,18815.99084
126,142,20642.49543
126,159,11224.27141
126,164,27286.44437
126,167,30405.1044
126,173,24345.79273
127,2,31628.28772
127,3,31628.28772
127,4,31628.28772
127,5,31628.28772
127,6,31628.28772
127,7,31628.28772
127,10,31628.28772
127,12,31628.28772
127,14,136291.98006
127,17,136291.98006
127,19,136291.98006
127,21,240955.6724
127,22,122517.2086
127,25,104947.9812
127,27,186108.6816
127,28,267269.382
127,39,141675.41462
127,40,141675.41462
127,41,141675.41462
127,30,16081.44724
127,32,9558.3919615
127,34,3035.336683
127,37,4926.5794895
127,75,6817.822296
127,82,6706.278057
127,87,856.120603
127,92,18946.3728
127,104,11302.76178
127,105,37525.65021
127,116,8418.940518
127,122,13618.84928
127,125,26702.26256
127,142,11258.05194
127,159,5790.292307
127,164,53864.28037
127,167,18130.85927
127,173,14920.17588
128,39,14291.24842
128,40,14291.24842
128,41,14291.24842
128,30,14291.24842
128,32,8855.992195
128,34,3420.73597
128,37,3752.646704
128,75,4084.557438
128,82,8000.59668
128,87,1612.000653
128,92,11238.86146
128,104,8163.64361
128,105,27629.34673
128,116,8239.75028
128,122,17711.35813
128,125,36013.04347
128,142,21086.79444
128,159,4291.824995
128,164,113900.1013
128,167,19708.39647
128,173,20120.21482
129,2,20689.89562
129,3,20689.89562
129,4,20689.89562
129,5,20689.89562
129,6,20689.89562
129,7,20689.89562
129,10,20689.89562
129,12,20689.89562
129,14,113159.01076
129,17,113159.01076
129,19,113159.01076
129,21,205628.1259
129,22,82686.6586
129,28,220248.0523
129,39,118843.64312
129,40,118843.64312
129,41,118843.64312
129,30,17439.23394
129,32,10513.8782765
129,34,3588.522613
129,37,6010.918078
129,75,8433.313543
129,82,5315.69194
129,87,2253.544623
129,92,13494.08823
129,104,23244.06223
129,105,32354.714
129,116,10252.69402
129,122,28982.3096
129,125,11578.43933
129,142,16739.16306
129,159,6411.923149
130,10,107136.0869
130,12,107136.0869
130,19,107136.0869
130,21,107136.0869
130,22,85048.47486
130,25,59563.61332
130,27,42571.349805
130,28,25579.08629
130,39,25579.08629
130,40,25579.08629
130,41,25579.08629
131,2,12488.9824
131,3,12488.9824
131,4,12488.9824
131,5,12488.9824
131,7,12488.9824
131,10,12488.9824
131,12,12488.9824
131,17,12488.9824
131,21,12488.9824
132,2,52135.97024
132,3,52135.97024
132,4,52135.97024
132,5,52135.97024
132,6,52135.97024
132,7,52135.97024
132,10,52135.97024
132,12,52135.97024
132,19,82584.13462
132,21,113032.299
132,22,91971.18413
133,5,NA
133,6,NA
133,7,NA
134,2,23380.63131
134,3,23380.63131
134,4,23380.63131
134,5,23380.63131
134,6,23380.63131
134,7,23380.63131
134,10,23380.63131
134,12,23380.63131
134,16,28978.74053
134,17,28978.74053
134,19,28978.74053
134,21,34576.84975
134,22,45186.10711
134,25,33875.42944
134,39,22782.17313
134,40,22782.17313
134,41,22782.17313
134,30,11688.91682
134,32,9022.952849
134,34,6356.988878
134,37,8118.681932
134,75,9880.374986
134,82,4572.324326
134,87,8927.109879
134,92,17558.2544
134,104,12011.75893
134,105,15908.60957
134,116,6688.578912
134,122,7309.51349
134,125,8487.135227
134,142,4528.980988
134,159,33993.67453
134,164,59170.47175
134,167,5065.94312
134,173,50557.09455
135,21,14250.97347
135,22,20666.11186
135,25,24109.81444
135,27,25091.387355
135,40,25091.387355
135,41,25091.387355
135,30,26072.96027
135,32,17427.244127
135,34,8781.527984
135,37,8842.622501
135,75,8903.717018
135,82,6235.402416
135,87,5469.283321
135,92,19515.38187
135,104,12532.65405
135,105,21286.15148
135,116,4283.683417
135,122,1264.171583
135,125,8142.411808
135,142,4063.635833
135,159,9888.646688
135,164,41165.62391
135,167,3031.375312
135,173,48016.43027
136,19,NA
137,2,54766.62189
137,5,54766.62189
137,6,54766.62189
137,7,54766.62189
137,10,54766.62189
137,12,54766.62189
137,14,167295.601795
137,16,167295.601795
137,17,167295.601795
137,19,167295.601795
137,21,279824.5817
137,22,329075.9641
137,25,292025.7465
137,27,253797.5999
137,28,215569.4533
137,39,119671.798115
137,40,119671.798115
137,41,119671.798115
137,30,23774.14293
137,32,14759.035674
137,34,5743.928418
137,37,10299.647714
137,75,14855.36701
137,82,7884.137332
137,87,12711.9407
137,92,24585.39595
137,104,15323.10752
137,105,18924.05562
137,116,7352.693108
137,122,461.7889447
137,125,10371.82121
137,142,4126.020076
137,159,6988.37035
137,164,22426.27056
137,167,4368.94099
137,173,28130.0262
138,2,9586.862202
138,3,9586.862202
138,4,9586.862202
138,5,9586.862202
138,6,9586.862202
138,7,9586.862202
138,10,9586.862202
138,12,9586.862202
138,19,25308.443766
138,21,41030.02533
138,22,23178.93265
138,25,26103.52265
138,27,87485.079725
138,28,148866.6368
138,39,84618.19458
138,40,84618.19458
138,41,84618.19458
138,30,20369.75236
138,32,15236.175845
138,34,10102.59933
138,37,7211.526875
138,75,4320.45442
138,82,3548.92165
138,87,3723.584551
138,92,9377.110765
138,104,13895.68738
138,105,7623.157119
138,116,9700.183638
138,122,42526.52819
138,125,38872.2756
138,142,25006.94679
138,159,28395.22828
138,164,53521.93843
138,167,4943.383913
138,173,16026.13759
139,22,25716.28728
139,25,48915.96941
139,27,81048.171905
139,28,113180.3744
139,39,59914.933529
139,40,59914.933529
139,41,59914.933529
139,30,6649.492658
139,32,5266.259355
139,34,3883.026052
139,37,6790.1948065
139,75,9697.363561
139,82,4249.712935
139,87,7031.094765
139,92,11041.24209
139,105,17061.68135
139,116,23082.12061
140,40,30219.28643
140,41,30219.28643
140,30,30219.28643
140,32,28721.604145
140,34,27223.92186
140,37,16382.852603
140,75,5541.783346
140,82,15257.51492
140,87,244219.2313
140,92,44110.43743
140,104,18853.60084
140,105,7308.140704
140,116,4803.663627
140,122,32766.93333
140,125,34317.9329
140,142,121497.7469
140,159,14349.14796
140,164,28077.51067
140,167,9349.680209
140,173,88772.19438
141,6,94645.31274
141,19,94645.31274
141,21,94645.31274
141,22,60791.90629
141,25,159688.5105
141,27,291942.1539
141,28,424195.7973
141,39,424195.7973
141,40,424195.7973
142,6,10930.38723
142,7,10930.38723
142,10,10930.38723
142,12,10930.38723
142,17,10930.38723
143,6,11836.23627
143,7,11836.23627
143,10,11836.23627
143,12,11836.23627
144,2,13356.26095
144,3,13356.26095
144,4,13356.26095
144,5,13356.26095
144,6,13356.26095
144,7,13356.26095
144,10,13356.26095
144,12,13356.26095
144,14,25975.400695
144,16,25975.400695
144,17,25975.400695
144,19,25975.400695
144,21,38594.54044
144,22,39410.02443
144,25,22721.30028
144,27,60598.565685
144,28,98475.83109
144,39,55805.929735
144,40,55805.929735
144,41,55805.929735
144,30,13136.02838
144,32,10904.4807855
144,34,8672.933191
144,37,8635.091683
144,75,8597.250175
144,82,7468.349484
144,87,14805.14934
145,6,NA
145,7,NA
146,2,10812.79484
146,3,10812.79484
146,5,10812.79484
146,6,10812.79484
146,7,10812.79484
146,10,10812.79484
146,12,10812.79484
147,21,127366.2016
147,22,89326.05734
147,25,57443.08564
147,27,101494.50427
147,28,145545.9229
147,39,145545.9229
147,40,145545.9229
147,41,145545.9229
148,3,16684.89814
148,5,16684.89814
148,6,16684.89814
148,7,16684.89814
148,10,16684.89814
148,12,16684.89814
148,14,16684.89814
148,16,16684.89814
148,17,16684.89814
149,19,NA
149,21,NA
150,5,NA
150,6,NA
150,7,NA
150,10,NA
150,17,NA
150,19,NA
151,12,NA
151,14,NA
151,16,NA
152,12,NA
153,5,11311.68452
153,6,11311.68452
153,7,11311.68452
153,10,11311.68452
153,12,11311.68452
154,2,12762.88546
154,3,12762.88546
154,4,12762.88546
154,5,12762.88546
154,6,12762.88546
154,7,12762.88546
154,10,12762.88546
154,12,12762.88546
154,14,15481.497395
154,16,15481.497395
154,30,18200.10933
154,32,14422.000225
154,34,10643.89112
154,37,13578.656225
154,75,16513.42133
154,82,8769.198963
154,87,128228.4368
154,92,17177.16674
154,104,9998.066293
154,105,8035.332835
154,116,10187.18374
154,122,4502.309161
154,125,13803.65677
154,142,15274.48203
154,159,10391.52013
154,164,25958.56709
154,167,5888.01589
154,173,69404.39966
155,10,55977.9238
155,12,55977.9238
155,14,55977.9238
155,16,55977.9238
155,17,55977.9238
155,19,55977.9238
155,21,55977.9238
155,22,46920.60558
155,25,70352.2648
155,27,115792.8065
155,28,161233.3482
155,39,87858.949325
155,40,87858.949325
155,41,87858.949325
155,30,14484.55045
155,32,16348.437785
155,34,18212.32512
155,37,12947.3814385
155,75,7682.437757
155,82,10165.02205
155,87,133991.3266
155,92,72385.54238
155,104,35744.762
155,105,7653.520938
155,116,6750.559464
155,122,12471.2
155,125,17710.44831
155,142,51636.8684
155,159,28578.0881
155,164,32726.03015
155,167,11206.49513
155,173,72405.66332
157,5,36078.97165
157,6,36078.97165
157,7,36078.97165
157,10,36078.97165
157,12,36078.97165
157,17,34346.34986
157,19,34346.34986
157,21,32613.72807
157,22,35052.15487
157,25,30545.44454
157,27,108549.59652
157,28,186553.7485
157,39,102470.85415
157,40,102470.85415
157,41,102470.85415
157,30,18387.9598
157,32,14657.13355
157,34,10926.3073
157,37,12084.39471
157,75,13242.48212
157,82,3393.209565
157,87,4635.491669
157,92,24942.95422
157,104,14499.22148
157,105,20734.44265
157,116,15953.89344
157,122,3243.831165
157,125,18011.80797
157,142,4690.379527
157,159,15804.55817
157,164,47334.73086
157,167,4819.758817
157,173,33396.68125
158,5,19682.58252
158,6,19682.58252
158,7,19682.58252
158,10,19682.58252
158,12,19682.58252
158,14,19682.58252
158,16,19682.58252
158,17,19682.58252
158,19,19682.58252
158,21,19682.58252
159,7,19944.72362
159,10,19944.72362
159,12,19944.72362
159,14,22064.492665
159,16,22064.492665
159,17,22064.492665
159,19,22064.492665
159,21,24184.26171
159,22,24452.42267
159,25,80231.83778
159,27,151849.59824
159,28,223467.3587
159,39,129574.76534
159,40,129574.76534
159,41,129574.76534
159,30,35682.17198
159,32,25803.667325
159,34,15925.16267
159,37,13388.97078
159,75,10852.77889
159,82,6816.633599
159,87,5770.776347
159,92,6534.753769
159,104,19515.71427
159,105,21570.50586
159,116,9042.989664
159,122,6572.437342
159,125,28528.57484
159,142,17672.99424
159,159,18634.48012
159,164,28316.13777
159,167,4615.714884
159,173,17674.53146
160,5,22505.5758
160,6,22505.5758
160,7,22505.5758
160,10,22505.5758
160,12,22505.5758
160,19,41867.297545
160,21,61229.01929
160,22,35452.67743
160,25,99136.02988
160,27,167019.38064
160,28,234902.7314
160,39,130589.322445
160,40,130589.322445
160,41,130589.322445
160,30,26275.91349
160,32,18015.9677605
160,34,9756.022031
160,37,10697.1758405
160,75,11638.32965
160,82,3939.678444
160,87,5425.673743
160,92,12833.29272
160,104,16819.58121
160,105,8529.269203
160,116,9945.974865
160,122,3074.02128
160,125,5038.414312
160,142,6062.282073
160,159,18421.19894
160,164,33230.86106
160,167,5894.063604
160,173,32695.56098
161,10,NA
161,12,NA
161,14,NA
161,17,NA
162,22,44765.13187
163,2,31846.74152
163,3,31846.74152
163,4,31846.74152
163,5,31846.74152
163,6,31846.74152
163,7,31846.74152
163,10,31846.74152
163,12,31846.74152
163,14,31846.74152
163,16,31846.74152
163,17,31846.74152
163,19,31846.74152
163,21,31846.74152
164,3,34963.73356
164,4,34963.73356
164,5,34963.73356
164,6,34963.73356
164,7,34963.73356
164,10,34963.73356
164,12,34963.73356
164,17,74648.56108
164,19,74648.56108
164,21,114333.3886
164,22,93162.04967
164,25,28518.64168
165,2,28503.20556
165,3,28503.20556
165,4,28503.20556
165,5,28503.20556
165,6,28503.20556
165,7,28503.20556
165,10,28503.20556
165,12,28503.20556
165,16,74891.95623
165,17,74891.95623
165,19,74891.95623
165,21,121280.7069
165,22,71472.13841
165,25,83026.90797
165,27,55828.07308
165,28,28629.23819
165,39,35464.881615
165,40,35464.881615
165,41,35464.881615
165,30,42300.52504
165,32,47845.895625
165,34,53391.26621
165,37,59560.04386
165,75,65728.82151
165,82,41327.59492
165,87,16659.21303
165,92,46328.59914
165,104,57045.65907
165,105,10766.24788
165,116,7136.143002
165,122,15646.3682
165,125,46071.69429
165,142,49792.98938
165,159,17402.31947
165,164,29038.84193
165,167,17238.40275
165,173,38394.07929
166,2,95792.05771
166,3,95792.05771
166,4,95792.05771
166,5,95792.05771
166,6,95792.05771
166,7,95792.05771
166,10,95792.05771
166,12,95792.05771
166,16,131237.530655
166,19,131237.530655
166,21,166683.0036
166,22,66792.11202
166,25,82864.69538
166,27,72697.306415
166,28,62529.91745
166,39,38126.47984
166,40,38126.47984
166,41,38126.47984
166,30,13723.04223
166,32,10152.752819
166,34,6582.463408
166,37,6582.463408
166,104,6582.463408
167,2,23510.17818
167,3,23510.17818
167,4,23510.17818
167,5,23510.17818
167,6,23510.17818
167,7,23510.17818
167,10,23510.17818
167,12,23510.17818
167,19,23983.24238
167,21,24456.30658
167,22,17317.06168
167,40,11019.738797
167,30,11019.738797
167,32,11019.738797
167,34,4722.415914
167,37,11105.306212
167,75,17488.19651
167,82,7268.783054
167,87,11937.47563
167,92,50067.14144
167,104,9470.45467
167,105,32880.76798
167,116,10066.18562
167,122,9140.014977
167,164,32175.18498
167,167,18938.86388
167,173,53772.01117
168,3,52544.97303
168,4,52544.97303
168,5,52544.97303
168,6,52544.97303
168,7,52544.97303
168,10,52544.97303
168,12,52544.97303
168,14,228468.112415
168,16,228468.112415
168,19,228468.112415
168,21,404391.2518
168,22,125634.0266
168,25,115505.7034
168,27,106416.870615
168,28,97328.03783
168,39,57941.43108
168,40,57941.43108
168,41,57941.43108
168,30,18554.82433
168,32,12452.810497
168,34,6350.796664
168,37,10007.055572
168,75,13663.31448
168,82,7340.22843
168,87,50246.56241
168,92,31237.95664
168,104,37658.52934
168,105,102680.0184
168,116,16621.20862
168,122,58550.14899
168,125,7637.914955
168,142,18815.79577
169,3,20356.16558
169,4,20356.16558
169,5,20356.16558
169,6,20356.16558
169,7,20356.16558
169,10,20356.16558
169,12,20356.16558
169,16,25125.198005
169,17,25125.198005
169,19,25125.198005
169,21,29894.23043
169,22,70594.78807
169,25,26906.41032
169,27,48440.766675
169,28,69975.12303
169,39,59263.60375
169,40,59263.60375
169,41,59263.60375
169,30,48552.08447
169,32,44581.956485
169,34,40611.8285
169,37,38578.341315
169,75,36544.85413
169,82,15674.67331
169,87,8129.739227
169,92,21550.94383
169,104,59725.19222
169,105,23984.88371
169,116,13165.9687
169,122,27978.92999
169,125,22796.74087
169,142,15682.90126
169,159,22519.17015
169,164,44065.98556
169,167,20983.13536
169,173,40746.68733
170,2,NA
170,6,NA
170,7,NA
170,10,NA
170,12,NA
170,19,NA
170,21,NA
171,3,35789.59577
171,4,35789.59577
171,5,35789.59577
171,6,35789.59577
171,7,35789.59577
171,10,35789.59577
171,12,35789.59577
171,14,61945.62418
171,16,61945.62418
171,17,61945.62418
171,19,61945.62418
171,21,88101.65259
171,22,114352.1541
171,25,47672.51195
171,27,49898.98799
171,28,52125.46403
171,39,30471.5389145
171,40,30471.5389145
171,41,30471.5389145
171,30,8817.613799
171,32,9914.4291695
171,34,11011.24454
171,37,8446.646939
171,75,5882.049338
171,82,5114.209139
171,87,7431.317916
171,92,7159.9866
171,104,10272.09897
171,105,45408.4429
171,116,0
172,6,8301.539167
172,7,8301.539167
172,10,8301.539167
172,12,8301.539167
172,14,30881.0433485
172,19,30881.0433485
172,21,53460.54753
172,22,181622.3016
172,75,9189.350373
172,82,4312.277216
172,87,2725.106246
172,92,23130.11951
172,104,10464.04087
172,105,30440.90397
172,116,4645.316891
172,122,8025.904335
172,125,5782.943108
172,142,12561.53263
172,159,58472.17158
172,164,40913.79062
172,167,5998.698847
172,173,7551.221636
173,10,135594.8136
173,12,135594.8136
173,14,135594.8136
173,19,135594.8136
173,21,135594.8136
173,22,48730.49646
173,25,94393.98671
173,27,85548.50295
173,28,76703.01919
173,39,44120.22745
173,40,44120.22745
173,41,44120.22745
173,30,11537.43571
173,32,8923.3823135
173,34,6309.328917
173,37,9189.0634735
173,75,12068.79803
173,82,12576.05437
173,87,17522.49751
173,92,22517.07119
173,104,29681.02248
173,105,27315.92288
173,116,11711.47757
173,122,48327.34692
173,125,6389.755344
173,142,31878.87431
173,159,28304.52755
173,164,60372.33918
173,167,20325.88215
173,173,25774.63657
174,12,23719.94701
174,41,23719.94701
174,30,23719.94701
174,32,18579.185155
174,34,13438.4233
174,37,12721.726945
174,75,12005.03059
174,82,43853.18389
174,87,25584.90268
174,92,51729.7301
174,104,62380.54809
174,105,84681.689
174,116,21495.65174
174,122,110013.7597
174,125,29887.6968
174,142,42545.11178
174,159,42440.48394
174,164,77976.58757
174,167,14447.69787
174,173,12190.5421
175,41,NA
175,32,NA
177,37,15608.1005
177,75,15608.1005
177,82,15934.72965
177,87,5011.296482
177,92,69486.62608
177,104,32708.70352
177,105,10037.76214
177,116,3878.828969
177,122,33136.18492
177,125,30176.87893
177,142,112987.3144
177,159,16024.04824
177,164,32073.94366
177,167,8478.695197
177,173,66132.96706
178,37,15006.90334
178,75,15006.90334
178,82,2538.71608
178,87,5746.842314
178,92,28953.21962
178,104,20852.94781
178,105,26671.98267
178,116,9701.767304
178,122,4442.468443
178,125,12780.93584
178,142,8636.952152
178,159,17252.69835
178,164,62069.60814
178,167,4834.423753
178,173,27247.43431
179,37,9418.674896
179,75,9418.674896
179,82,10368.2827
179,87,11721.61927
179,92,10151.95014
179,104,22737.04421
179,105,9577.810809
179,116,27195.30427
179,122,12044.74904
179,125,5764.639118
179,142,40522.04503
179,159,17872.45326
179,164,23270.89023
179,167,7317.596029
179,173,14730.78536
182,11,NA
182,13,NA
182,15,NA
182,66,NA
182,24,NA
183,11,NA
183,13,NA
183,15,NA
183,24,NA
184,11,NA
184,13,NA
184,15,NA
184,66,NA
184,69,NA
184,18,NA
184,24,NA
185,18,NA
186,18,NA
187,11,NA
187,13,NA
187,15,NA
187,66,NA
187,69,NA
187,18,NA
187,24,NA
188,11,NA
188,13,NA
188,15,NA
188,24,NA
189,11,NA
189,13,NA
189,15,NA
189,18,NA
189,24,NA
190,11,NA
190,13,NA
190,15,NA
190,66,NA
190,69,NA
190,18,NA
191,18,NA
192,18,NA
193,11,NA
193,13,NA
193,15,NA
194,13,NA
194,15,NA
195,11,NA
195,13,NA
195,15,NA
195,66,NA
195,18,NA
195,24,NA
198,11,NA
198,15,NA
198,18,NA
198,24,NA
199,11,NA
199,13,NA
199,15,NA
199,24,NA
200,11,NA
200,13,NA
200,15,NA
200,24,NA
201,11,NA
201,13,NA
201,15,NA
201,18,NA
201,24,NA
202,11,NA
202,13,NA
202,15,NA
202,66,NA
202,69,NA
202,18,NA
203,11,NA
203,13,NA
203,15,NA
204,11,NA
204,13,NA
204,15,NA
204,66,NA
204,18,NA
204,24,NA
205,11,NA
205,13,NA
205,15,NA
205,66,NA
205,69,NA
205,18,NA
205,24,NA
206,11,NA
206,13,NA
206,15,NA
206,24,NA
207,13,NA
207,15,NA
208,13,NA
208,15,NA
208,24,NA
209,13,NA
209,15,NA
209,66,NA
209,69,NA
209,18,NA
209,24,NA
210,18,NA
211,18,NA
213,13,NA
213,15,NA
213,24,NA
214,13,NA
214,15,NA
214,24,NA
215,15,NA
215,24,NA
216,15,NA
216,24,NA
217,24,NA
218,15,NA
218,24,NA
219,15,NA
219,24,NA
220,15,NA
221,15,NA
221,24,NA
222,15,NA
223,15,NA
225,15,NA
226,15,NA
226,69,NA
226,18,NA
227,18,NA
228,18,NA
230,15,NA
230,18,NA
231,18,NA
232,18,NA
233,15,NA
234,15,NA
235,15,NA
236,15,NA
237,15,NA
238,18,NA
239,15,NA
240,15,NA
241,18,NA
241,24,NA
242,18,NA
242,24,NA
243,24,NA
244,18,NA
244,24,NA
245,18,NA
245,24,NA
247,24,NA
248,24,NA
250,33,NA
250,38,NA
250,73,NA
250,84,NA
250,93,NA
250,109,NA
250,117,NA
250,121,NA
250,143,NA
251,33,NA
251,38,NA
251,73,NA
251,84,NA
251,93,NA
251,109,NA
251,117,NA
251,121,NA
251,143,NA
252,33,NA
252,38,NA
252,73,NA
252,84,NA
252,93,NA
252,109,NA
252,117,NA
252,121,NA
252,143,NA
253,33,NA
253,38,NA
253,73,NA
253,84,NA
253,93,NA
253,109,NA
253,117,NA
253,121,NA
253,143,NA
254,33,NA
254,38,NA
254,73,NA
254,84,NA
254,93,NA
254,109,NA
254,117,NA
254,121,NA
254,143,NA
255,33,NA
255,38,NA
255,73,NA
255,84,NA
255,93,NA
255,109,NA
255,117,NA
255,121,NA
255,143,NA
256,33,NA
256,38,NA
256,73,NA
256,84,NA
256,93,NA
256,109,NA
256,117,NA
256,121,NA
256,143,NA
257,33,NA
257,38,NA
257,73,NA
257,84,NA
258,33,NA
258,38,NA
258,73,NA
258,84,NA
258,93,NA
258,109,NA
258,117,NA
258,121,NA
258,143,NA
259,33,NA
259,38,NA
259,73,NA
259,84,NA
259,93,NA
259,109,NA
259,117,NA
259,121,NA
259,143,NA
260,33,NA
260,38,NA
260,73,NA
260,84,NA
260,93,NA
260,109,NA
260,117,NA
260,121,NA
260,143,NA
261,33,NA
261,38,NA
261,73,NA
261,84,NA
261,93,NA
261,109,NA
261,117,NA
261,121,NA
261,143,NA
262,33,NA
263,33,NA
263,38,NA
263,73,NA
263,84,NA
263,93,NA
263,109,NA
263,117,NA
263,121,NA
263,143,NA
264,33,NA
264,38,NA
264,73,NA
264,84,NA
264,93,NA
264,109,NA
264,117,NA
264,121,NA
264,143,NA
265,33,NA
265,38,NA
265,73,NA
265,84,NA
265,93,NA
265,109,NA
265,117,NA
265,121,NA
265,143,NA
266,33,NA
266,38,NA
266,73,NA
266,84,NA
266,93,NA
266,109,NA
266,117,NA
266,121,NA
266,143,NA
267,33,NA
267,38,NA
267,73,NA
267,84,NA
267,93,NA
267,109,NA
267,117,NA
267,121,NA
267,143,NA
268,33,NA
268,38,NA
268,73,NA
268,84,NA
268,93,NA
268,117,NA
268,121,NA
268,143,NA
269,33,NA
269,38,NA
269,73,NA
269,84,NA
269,93,NA
269,109,NA
269,117,NA
269,121,NA
269,143,NA
270,33,NA
270,38,NA
270,73,NA
270,84,NA
270,93,NA
270,109,NA
270,117,NA
270,121,NA
270,143,NA
271,38,NA
271,73,NA
271,84,NA
271,93,NA
271,109,NA
271,117,NA
271,121,NA
271,143,NA
272,38,NA
272,73,NA
272,84,NA
272,93,NA
272,109,NA
272,117,NA
272,121,NA
272,143,NA
