FieldPeriodID,TerritoryID,BirdID,Status,Island
122,159,5583,BrM,CN
1,1,2746,U,CN
1,3,2743,U,CN
1,3,2730,BrM,CN
1,4,427,U,CN
1,8,2748,U,CN
1,8,2750,U,CN
1,8,2741,BrF,CN
1,12,789,U,CN
1,12,2742,U,CN
1,13,2731,U,CN
1,13,2859,U,CN
1,15,2728,U,CN
1,15,2729,U,CN
1,18,2751,BrF,CN
1,20,2747,U,CN
1,20,2732,U,CN
1,23,788,U,CN
1,25,2749,BrF,CN
1,26,2742,U,CN
1,28,2772,U,CN
1,28,2853,U,CN
1,30,2860,BrF,CN
1,32,2733,BrM,CN
1,38,791,U,CN
1,38,2738,BrF,CN
1,71,790,U,CN
1,73,2734,U,CN
1,89,2737,BrF,CN
1,109,2736,U,CN
1,110,2861,U,CN
1,110,2739,U,CN
1,112,2740,BrM,CN
2,1,2746,BrM,CN
2,2,1899,BrM,CN
2,3,2754,SEEN1,CN
2,3,2860,NS,CN
2,4,427,U,CN
2,7,2766,CH,CN
2,7,1898,BrF,CN
2,7,2789,BrM,CN
2,8,2748,NS,CN
2,8,2741,BrF,CN
2,12,2752,BrM,CN
2,13,2764,U,CN
2,13,1901,BrF,CN
2,13,1900,BrM,CN
2,14,2759,BrF,CN
2,14,2758,BrM,CN
2,15,1902,BrF,CN
2,15,2762,BrM,CN
2,16,2756,BrM,CN
2,19,2750,BrF,CN
2,19,1903,U,CN
2,20,2747,U,CN
2,20,2782,BrF,CN
2,20,2858,BrM,CN
2,22,2860,BrF,CN
2,22,2754,BrM,CN
2,23,788,BrF,CN
2,24,2791,BrF,CN
2,24,795,BrM,CN
2,28,1905,BrF,CN
2,28,1904,BrM,CN
2,30,796,ABX,CN
2,30,1907,BrF,CN
2,30,1906,BrM,CN
2,32,1908,FL,CN
2,32,2795,BrF,CN
2,32,2733,BrM,CN
2,33,2755,U,CN
2,33,2786,BrM,CN
2,37,2729,U,CN
2,37,794,ABX,CN
2,38,2792,ABX,CN
2,38,1910,ABX,CN
2,38,2738,BrF,CN
2,38,1909,BrM,CN
2,40,1912,BrF,CN
2,40,1911,BrM,CN
2,41,2763,BrM,CN
2,44,2756,SEEN1,CN
2,52,1686,CH,CN
2,52,2757,BrF,CN
2,52,1913,BrM,CN
2,54,2781,BrM,CN
2,55,1915,ABX,CN
2,55,1914,BrF,CN
2,55,1913,BrM,CN
2,56,1917,BrF,CN
2,56,1916,BrM,CN
2,57,2780,CH,CN
2,57,1919,BrF,CN
2,57,1918,BrM,CN
2,59,2767,CH,CN
2,59,1921,BrF,CN
2,59,1920,BrM,CN
2,60,1923,BrF,CN
2,60,1922,BrM,CN
2,61,1925,BrF,CN
2,61,1924,BrM,CN
2,63,1928,ABX,CN
2,63,1927,BrF,CN
2,63,1926,BrM,CN
2,67,2787,ABX,CN
2,67,1929,BrM,CN
2,67,1930,BrF,CN
2,69,1931,BrM,CN
2,70,2856,SEEN1,CN
2,70,2783,BrF,CN
2,70,1932,BrM,CN
2,71,1936,FL,CN
2,71,2796,ABX,CN
2,71,1934,ABX,CN
2,71,1935,ABX,CN
2,71,1933,BrF,CN
2,71,2857,BrM,CN
2,76,2784,BrM,CN
2,81,1938,BrF,CN
2,81,1937,BrM,CN
2,86,2788,BrF,CN
2,86,2793,BrM,CN
2,87,1940,BrF,CN
2,87,1939,BrM,CN
2,89,2768,FL,CN
2,89,2769,FL,CN
2,89,1942,ABX,CN
2,89,2737,BrF,CN
2,89,1941,BrM,CN
2,92,1945,ABX,CN
2,92,1944,BrF,CN
2,92,1943,BrM,CN
2,94,1947,BrF,CN
2,94,1946,BrM,CN
2,95,1950,ABX,CN
2,95,1949,BrF,CN
2,95,1948,BrM,CN
2,96,1952,BrF,CN
2,96,1951,BrM,CN
2,99,1955,ABX,CN
2,99,1954,BrF,CN
2,99,1953,BrM,CN
2,102,2753,ABX,CN
2,102,1957,ABX,CN
2,102,1956,BrF,CN
2,102,2752,BrM,CN
2,103,2779,SEEN1,CN
2,103,2771,FL,CN
2,103,2770,FL,CN
2,103,1959,BrF,CN
2,103,1958,BrM,CN
2,104,2794,ABX,CN
2,104,1961,BrF,CN
2,104,1960,BrM,CN
2,105,1964,ABX,CN
2,105,1963,BrF,CN
2,105,1962,BrM,CN
2,106,2797,BrF,CN
2,106,1965,BrM,CN
2,108,1966,BrF,CN
2,108,2765,BrM,CN
2,109,794,FL,CN
2,109,1967,BrF,CN
2,109,2736,BrM,CN
2,110,2739,BrM,CN
2,113,1687,CH,CN
2,113,2862,BrF,CN
2,113,793,BrM,CN
2,123,1968,BrM,CN
2,126,1970,BrF,CN
2,126,1969,BrM,CN
2,127,1972,BrF,CN
2,127,1971,BrM,CN
2,129,1974,BrF,CN
2,129,1973,BrM,CN
2,131,1976,BrF,CN
2,131,1975,BrM,CN
2,132,1978,BrF,CN
2,132,1977,BrM,CN
2,134,1980,BrF,CN
2,134,1979,BrM,CN
2,137,1982,BrF,CN
2,137,1981,BrM,CN
2,138,1984,BrF,CN
2,138,1983,BrM,CN
2,144,1986,BrF,CN
2,144,1985,BrM,CN
2,146,1989,ABX,CN
2,146,1988,BrF,CN
2,146,1987,BrM,CN
2,154,2798,ABX,CN
2,154,1991,BrF,CN
2,154,1990,BrM,CN
2,163,1993,BrM,CN
2,163,1992,BrF,CN
2,165,1995,BrF,CN
2,165,1994,BrM,CN
2,166,1998,FL,CN
2,166,1997,BrF,CN
2,166,1996,BrM,CN
2,167,2001,ABX,CN
2,167,2000,BrF,CN
2,167,1999,BrM,CN
2,170,2003,ABX,CN
2,170,2004,ABX,CN
2,170,2785,BrF,CN
2,170,2002,BrM,CN
3,1,2745,BrF,CN
3,1,2746,BrM,CN
3,2,1899,BrM,CN
3,3,2799,ABX,CN
3,3,2800,BrF,CN
3,3,2005,BrM,CN
3,4,28,FL,CN
3,4,2801,ABX,CN
3,4,797,BrF,CN
3,4,2766,BrM,CN
3,7,2802,ABX,CN
3,7,23,ABX,CN
3,7,2803,BrF,CN
3,7,2762,BrM,CN
3,12,2804,FL,CN
3,12,789,BrF,CN
3,12,2752,BrM,CN
3,13,2007,FL,CN
3,13,2764,ABX,CN
3,13,2006,ABX,CN
3,13,1901,BrF,CN
3,13,1900,BrM,CN
3,14,2805,ABX,CN
3,14,2008,BrF,CN
3,14,2758,BrM,CN
3,15,2806,BrF,CN
3,15,2807,BrM,CN
3,16,2756,SEEN1,CN
3,16,2009,FL,CN
3,16,2808,ABX,CN
3,16,2809,BrF,CN
3,16,2810,BrM,CN
3,20,29,FL,CN
3,20,2010,BrM,CN
3,20,428,BrF,CN
3,22,2811,ABX,CN
3,22,2760,BrF,CN
3,22,2754,BrM,CN
3,23,788,BrF,CN
3,23,2011,BrM,CN
3,24,26,U,CN
3,24,2012,FL,CN
3,24,27,BrF,CN
3,24,795,BrM,CN
3,28,2013,FL,CN
3,28,1905,BrF,CN
3,28,1904,BrM,CN
3,30,796,BrF,CN
3,30,2755,BrM,CN
3,32,1908,ABX,CN
3,32,2795,BrF,CN
3,32,2733,BrM,CN
3,33,2014,BrF,CN
3,33,2755,BrM,CN
3,37,2813,ABX,CN
3,37,2814,BrF,CN
3,37,2015,BrM,CN
3,38,2792,ABX,CN
3,38,2016,ABX,CN
3,38,2738,BrF,CN
3,38,1909,BrM,CN
3,40,2815,ABX,CN
3,40,799,BrF,CN
3,40,2816,BrM,CN
3,41,2017,ABX,CN
3,41,24,ABX,CN
3,41,2817,BrF,CN
3,41,2763,BrM,CN
3,44,2018,BrF,CN
3,44,2756,BrM,CN
3,45,2020,BrF,CN
3,45,2019,BrM,CN
3,52,2818,ABX,CN
3,52,2757,BrF,CN
3,52,1913,BrM,CN
3,54,1915,BrF,CN
3,54,2781,BrM,CN
3,56,1917,BrF,CN
3,56,1916,BrM,CN
3,57,1918,ABX,CN
3,57,1919,ABX,CN
3,57,2021,ABX,CN
3,57,2780,BrF,CN
3,57,2819,BrM,CN
3,59,2022,FL,CN
3,59,2767,ABX,CN
3,59,1921,BrF,CN
3,59,1920,BrM,CN
3,60,2820,ABX,CN
3,60,1923,BrF,CN
3,60,1922,BrM,CN
3,61,1925,BrF,CN
3,61,1924,BrM,CN
3,67,2023,ABX,CN
3,67,1929,BrM,CN
3,69,1931,BrM,CN
3,71,2024,FL,CN
3,71,2025,FL,CN
3,71,2821,ABX,CN
3,71,790,ABX,CN
3,71,2822,BrF,CN
3,71,426,BrM,CN
3,73,2026,BrF,CN
3,73,2784,BrM,CN
3,81,2028,FL,CN
3,81,2027,ABX,CN
3,81,1938,BrF,CN
3,81,1937,BrM,CN
3,86,2029,ABX,CN
3,86,2823,BrF,CN
3,86,2793,BrM,CN
3,87,1939,BrM,CN
3,89,2737,BrF,CN
3,89,1941,BrM,CN
3,91,2031,BrF,CN
3,91,2030,BrM,CN
3,92,1944,BrF,CN
3,92,1943,BrM,CN
3,94,2032,FL,CN
3,94,31,U,CN
3,94,32,BrF,CN
3,94,30,BrM,CN
3,95,1949,BrF,CN
3,95,1948,BrM,CN
3,96,2033,FL,CN
3,96,1951,BrM,CN
3,99,1955,ABX,CN
3,99,2034,ABX,CN
3,99,1954,BrF,CN
3,99,1953,BrM,CN
3,101,2036,BrF,CN
3,101,2035,BrM,CN
3,102,2037,FL,CN
3,102,1957,ABX,CN
3,102,2752,BrF,CN
3,102,2753,BrM,CN
3,103,2771,ABX,CN
3,103,1959,BrF,CN
3,103,1958,BrM,CN
3,104,2824,ABX,CN
3,104,2038,ABX,CN
3,104,1961,BrF,CN
3,104,1960,BrM,CN
3,105,1964,ABX,CN
3,105,2039,ABX,CN
3,105,1963,BrF,CN
3,105,1962,BrM,CN
3,106,2041,FL,CN
3,106,2040,BrF,CN
3,106,1965,BrM,CN
3,108,2042,FL,CN
3,108,2825,BrU,CN
3,109,1967,BrF,CN
3,109,2043,BrM,CN
3,110,2044,BrM,CN
3,112,21,AB,CN
3,112,2827,BrF,CN
3,112,2740,BrM,CN
3,113,1687,ABX,CN
3,113,793,ABX,CN
3,113,2862,BrF,CN
3,113,2045,BrM,CN
3,116,2047,BrF,CN
3,116,2046,BrM,CN
3,121,428,BrF,CN
3,123,2049,FL,CN
3,123,2828,ABX,CN
3,123,2048,BrF,CN
3,123,1968,BrM,CN
3,126,2050,FL,CN
3,126,1970,BrF,CN
3,126,1969,BrM,CN
3,127,1972,BrF,CN
3,127,1971,BrM,CN
3,129,1973,BrM,CN
3,131,2829,ABX,CN
3,131,1976,BrF,CN
3,131,1975,BrM,CN
3,132,2051,FL,CN
3,132,2830,ABX,CN
3,132,1978,BrF,CN
3,132,1977,BrM,CN
3,134,1980,BrF,CN
3,134,1979,BrM,CN
3,138,1984,BrF,CN
3,138,1983,BrM,CN
3,144,1985,BrM,CN
3,146,1989,ABX,CN
3,146,2052,ABX,CN
3,146,2053,ABX,CN
3,146,1988,BrF,CN
3,146,1987,BrM,CN
3,148,2056,FL,CN
3,148,2055,BrF,CN
3,148,2054,BrM,CN
3,154,2798,ABX,CN
3,154,1991,BrF,CN
3,154,2831,BrM,CN
3,163,1993,BrM,CN
3,163,1992,BrF,CN
3,164,2059,FL,CN
3,164,2058,BrF,CN
3,164,2057,BrM,CN
3,165,2060,FL,CN
3,165,1995,BrF,CN
3,165,1994,BrM,CN
3,166,2061,FL,CN
3,166,1997,BrF,CN
3,166,1996,BrM,CN
3,167,2001,ABX,CN
3,167,2000,BrF,CN
3,167,1999,BrM,CN
3,168,2063,BrF,CN
3,168,2062,BrM,CN
3,169,2065,BrF,CN
3,169,2064,BrM,CN
3,171,33,U,CN
4,1,2832,BrF,CN
4,1,2066,BrM,CN
4,4,28,ABX,CN
4,4,797,BrF,CN
4,4,2766,BrM,CN
4,12,2066,ABX,CN
4,12,2067,ABX,CN
4,12,789,BrF,CN
4,12,2752,BrM,CN
4,13,35,FL,CN
4,13,20,U,CN
4,13,2006,ABX,CN
4,13,2068,ABX,CN
4,13,1901,BrF,CN
4,13,1900,BrM,CN
4,14,2008,BrF,CN
4,14,2764,BrM,CN
4,15,2833,BrF,CN
4,15,1686,BrM,CN
4,16,2070,BrF,CN
4,16,2069,BrM,CN
4,20,29,ABX,CN
4,22,2860,ABX,CN
4,22,2760,BrF,CN
4,22,2754,BrM,CN
4,23,788,BrF,CN
4,23,2011,BrM,CN
4,24,27,BrF,CN
4,24,795,BrM,CN
4,25,2012,ABX,CN
4,25,2072,ABX,CN
4,25,2749,BrF,CN
4,25,427,U,CN
4,25,2071,BrM,CN
4,26,36,U,CN
4,26,37,U,CN
4,26,2075,ABX,CN
4,26,2074,BrF,CN
4,26,2073,BrM,CN
4,27,2834,ABX,CN
4,27,2076,BrF,CN
4,27,22,BrM,CN
4,28,1905,BrF,CN
4,28,1904,BrM,CN
4,30,1907,BrF,CN
4,30,2835,BrM,CN
4,32,1908,ABX,CN
4,32,2795,BrF,CN
4,32,2733,BrM,CN
4,33,2014,BrF,CN
4,33,2755,BrM,CN
4,34,1687,BrF,CN
4,34,2077,BrM,CN
4,37,2814,BrF,CN
4,37,2015,BrM,CN
4,38,791,U,CN
4,38,2738,BrF,CN
4,38,1909,BrM,CN
4,40,799,U,CN
4,40,2836,BrF,CN
4,40,2837,BrM,CN
4,41,24,ABX,CN
4,41,2817,BrF,CN
4,41,2763,BrM,CN
4,44,2018,BrF,CN
4,44,2756,BrM,CN
4,45,2759,BrF,CN
4,45,2019,BrM,CN
4,47,2080,ABX,CN
4,47,2079,BrF,CN
4,47,2078,BrM,CN
4,49,2083,ABX,CN
4,49,2082,BrF,CN
4,49,2081,BrM,CN
4,52,2084,ABX,CN
4,52,2085,ABX,CN
4,52,2757,BrF,CN
4,52,304,BrM,CN
4,54,1915,BrF,CN
4,54,2781,BrM,CN
4,55,1915,ABX,CN
4,55,2086,ABX,CN
4,55,1914,BrF,CN
4,55,1913,BrM,CN
4,56,1917,BrF,CN
4,56,1916,BrM,CN
4,59,1921,BrF,CN
4,59,1920,BrM,CN
4,61,1925,BrF,CN
4,61,1924,BrM,CN
4,62,2088,BrF,CN
4,62,2087,BrM,CN
4,63,1928,ABX,CN
4,63,1927,BrF,CN
4,63,1926,BrM,CN
4,67,1929,BrM,CN
4,69,2089,BrF,CN
4,69,1931,BrM,CN
4,71,2822,ABX,CN
4,71,2024,ABX,CN
4,71,2025,ABX,CN
4,71,2090,ABX,CN
4,71,790,BrF,CN
4,71,426,BrM,CN
4,71,2838,U,CN
4,73,796,BrF,CN
4,73,2784,BrM,CN
4,81,1938,BrF,CN
4,81,1937,BrM,CN
4,86,2788,BrF,CN
4,86,2793,BrM,CN
4,87,2090,ABX,CN
4,87,2091,ABX,CN
4,87,1940,BrF,CN
4,87,1939,BrM,CN
4,89,2092,FL,CN
4,89,2737,BrF,CN
4,89,1941,BrM,CN
4,92,2093,ABX,CN
4,92,2094,ABX,CN
4,92,2095,ABX,CN
4,92,1944,BrF,CN
4,92,1943,BrM,CN
4,94,2096,BrF,CN
4,94,30,BrM,CN
4,95,2097,ABX,CN
4,95,1949,BrF,CN
4,95,1948,BrM,CN
4,96,2111,BrF,CN
4,96,1951,BrM,CN
4,99,2098,FL,CN
4,99,2034,ABX,CN
4,99,1954,BrF,CN
4,99,1953,BrM,CN
4,100,2100,BrF,CN
4,100,2099,BrM,CN
4,101,2036,BrF,CN
4,101,2035,BrM,CN
4,102,2037,ABX,CN
4,102,2752,BrF,CN
4,102,2753,BrM,CN
4,103,2771,ABX,CN
4,103,1959,BrF,CN
4,103,1958,BrM,CN
4,104,1961,BrF,CN
4,104,1960,BrM,CN
4,105,2039,ABX,CN
4,105,1963,BrF,CN
4,105,1962,BrM,CN
4,106,2040,BrF,CN
4,106,1965,BrM,CN
4,108,2101,BrF,CN
4,108,2839,BrM,CN
4,108,2042,ABX,CN
4,109,39,U,CN
4,109,2102,ABX,CN
4,109,40,BrF,CN
4,109,2043,BrM,CN
4,110,34,ABX,CN
4,110,2103,BrF,CN
4,110,2044,BrM,CN
4,112,38,U,CN
4,112,800,ABX,CN
4,112,2827,BrF,CN
4,112,2740,BrM,CN
4,113,793,ABX,CN
4,113,2104,ABX,CN
4,113,2862,BrF,CN
4,113,2045,BrM,CN
4,115,2106,BrF,CN
4,115,2105,BrM,CN
4,116,2840,ABX,CN
4,116,2047,BrF,CN
4,116,2046,BrM,CN
4,123,2048,BrF,CN
4,123,1968,BrM,CN
4,126,1970,BrF,CN
4,126,1969,BrM,CN
4,127,2107,ABX,CN
4,127,1972,BrF,CN
4,127,1971,BrM,CN
4,129,2112,BrF,CN
4,129,1973,BrM,CN
4,131,1976,BrF,CN
4,131,1975,BrM,CN
4,132,1978,BrF,CN
4,132,1977,BrM,CN
4,134,1980,BrF,CN
4,134,1979,BrM,CN
4,138,1983,BrM,CN
4,144,2113,BrF,CN
4,144,1985,BrM,CN
4,154,2841,BrF,CN
4,154,2107,BrM,CN
4,163,1993,BrM,CN
4,163,31,BrF,CN
4,164,2058,BrF,CN
4,164,2057,BrM,CN
4,165,2108,ABX,CN
4,165,1995,BrF,CN
4,165,1994,BrM,CN
4,166,2842,ABX,CN
4,166,1997,BrF,CN
4,166,1996,BrM,CN
4,167,2001,ABX,CN
4,167,2000,BrF,CN
4,167,1999,BrM,CN
4,168,2063,BrF,CN
4,168,2739,BrM,CN
4,169,2065,BrF,CN
4,169,2064,BrM,CN
4,171,2109,ABX,CN
4,171,2110,ABX,CN
4,171,33,ABX,CN
4,171,2108,BrF,CN
4,171,2004,BrM,CN
5,1,2832,BrF,CN
5,1,2066,BrM,CN
5,3,429,ABX,CN
5,3,2114,BrF,CN
5,3,2005,BrM,CN
5,4,2115,FL,CN
5,4,2773,ABX,CN
5,4,797,BrF,CN
5,4,23,BrM,CN
5,7,2115,BrF,CN
5,7,429,BrM,CN
5,8,2117,BrF,CN
5,8,2116,BrM,CN
5,9,2119,BrF,CN
5,9,2118,BrM,CN
5,12,2067,ABX,CN
5,12,789,BrF,CN
5,12,2120,BrM,CN
5,13,2067,ABX,CN
5,13,2068,ABX,CN
5,13,1901,BrF,CN
5,13,1900,BrM,CN
5,14,2008,BrF,CN
5,14,2764,BrM,CN
5,15,2833,BrF,CN
5,15,1686,BrM,CN
5,16,2070,BrF,CN
5,16,22,BrM,CN
5,17,2859,BrF,CN
5,17,2121,BrM,CN
5,18,2751,BrF,CN
5,18,2122,BrM,CN
5,19,2122,FL,CN
5,19,2750,BrF,CN
5,19,1903,BrM,CN
5,20,2123,ABX,CN
5,20,428,BrF,CN
5,20,28,BrM,CN
5,22,2124,FL,CN
5,22,2760,BrF,CN
5,22,2754,BrM,CN
5,23,41,FL,CN
5,23,788,BrF,CN
5,23,2011,BrM,CN
5,24,798,U,CN
5,24,27,BrF,CN
5,24,29,BrM,CN
5,25,2749,BrF,CN
5,25,427,U,CN
5,26,37,BrF,CN
5,26,36,BrM,CN
5,27,2834,ABX,CN
5,27,2076,BrF,CN
5,27,2125,BrM,CN
5,28,1905,BrF,CN
5,28,2755,BrM,CN
5,30,2126,BrF,CN
5,30,21,BrM,CN
5,32,94,U,CN
5,32,93,U,CN
5,32,1908,ABX,CN
5,32,2127,ABX,CN
5,32,2795,BrF,CN
5,32,2733,BrM,CN
5,33,2014,BrF,CN
5,33,2128,BrM,CN
5,34,1687,BrF,CN
5,34,2077,BrM,CN
5,37,2129,BrF,CN
5,37,2015,BrM,CN
5,38,2130,ABX,CN
5,38,2738,BrF,CN
5,38,2792,BrM,CN
5,40,2815,ABX,CN
5,40,2132,ABX,CN
5,40,2133,ABX,CN
5,40,799,BrF,CN
5,40,2131,BrM,CN
5,41,92,U,CN
5,41,2134,ABX,CN
5,41,2817,BrF,CN
5,41,2763,BrM,CN
5,44,794,BrF,CN
5,44,2756,BrM,CN
5,45,2817,SEEN1,CN
5,45,2759,BrF,CN
5,45,24,BrM,CN
5,47,2080,ABX,CN
5,47,2135,ABX,CN
5,47,2079,BrF,CN
5,47,2078,BrM,CN
5,49,2083,ABX,CN
5,49,2136,ABX,CN
5,49,2082,BrF,CN
5,49,2081,BrM,CN
5,51,2139,ABX,CN
5,51,2138,BrF,CN
5,51,2137,BrM,CN
5,52,2085,ABX,CN
5,52,2140,ABX,CN
5,52,2084,BrF,CN
5,52,304,BrM,CN
5,53,2757,BrF,CN
5,53,2141,BrM,CN
5,54,1915,BrF,CN
5,54,2781,BrM,CN
5,55,2086,ABX,CN
5,55,1914,BrF,CN
5,55,1913,BrM,CN
5,56,1917,BrF,CN
5,56,1916,BrM,CN
5,57,2143,BrF,CN
5,57,2142,BrM,CN
5,59,1921,BrF,CN
5,59,2144,BrM,CN
5,60,2145,FL,CN
5,60,1923,BrF,CN
5,60,1922,BrM,CN
5,61,1925,BrF,CN
5,61,1924,BrM,CN
5,62,2088,BrF,CN
5,62,2087,BrM,CN
5,63,1928,ABX,CN
5,63,2146,ABX,CN
5,63,1927,BrF,CN
5,63,1926,BrM,CN
5,67,430,BrF,CN
5,67,1929,BrM,CN
5,70,2147,BrF,CN
5,70,1932,BrM,CN
5,71,2148,FL,CN
5,71,2149,FL,CN
5,71,2821,ABX,CN
5,71,2822,ABX,CN
5,71,790,BrF,CN
5,71,426,BrM,CN
5,73,792,BrF,CN
5,73,2150,BrM,CN
5,76,2153,ABX,CN
5,76,2154,ABX,CN
5,76,2155,ABX,CN
5,76,2156,ABX,CN
5,76,2157,ABX,CN
5,76,2152,BrF,CN
5,76,2151,BrM,CN
5,79,2159,BrF,CN
5,79,2158,BrM,CN
5,81,1938,BrF,CN
5,81,1937,BrM,CN
5,82,2161,BrF,CN
5,82,2160,BrM,CN
5,83,2163,BrF,CN
5,83,2162,BrM,CN
5,84,2766,BrM,CN
5,84,2164,BrF,CN
5,86,2165,BrF,CN
5,86,2793,BrM,CN
5,87,2091,ABX,CN
5,87,2166,ABX,CN
5,87,1940,BrF,CN
5,87,1939,BrM,CN
5,89,2737,BrF,CN
5,89,1941,BrM,CN
5,91,2030,BrM,CN
5,92,2095,ABX,CN
5,92,1944,BrF,CN
5,92,1943,BrM,CN
5,94,2167,ABX,CN
5,94,2096,BrF,CN
5,94,30,BrM,CN
5,95,2097,ABX,CN
5,95,1949,BrF,CN
5,95,1948,BrM,CN
5,96,2111,BrF,CN
5,96,1951,BrM,CN
5,98,2169,BrF,CN
5,98,2168,BrM,CN
5,99,2034,ABX,CN
5,99,2098,ABX,CN
5,99,1954,BrF,CN
5,99,1953,BrM,CN
5,100,2100,BrF,CN
5,100,2099,BrM,CN
5,101,2036,BrF,CN
5,101,2035,BrM,CN
5,102,2037,ABX,CN
5,102,2170,ABX,CN
5,102,2752,BrF,CN
5,102,2753,BrM,CN
5,103,2171,ABX,CN
5,103,1959,BrF,CN
5,103,1958,BrM,CN
5,104,2171,ABX,CN
5,104,2172,ABX,CN
5,104,1961,BrF,CN
5,104,1960,BrM,CN
5,105,2039,ABX,CN
5,105,1963,BrF,CN
5,105,1962,BrM,CN
5,106,2041,ABX,CN
5,106,2173,ABX,CN
5,106,2040,BrF,CN
5,106,1965,BrM,CN
5,108,2042,ABX,CN
5,108,2174,ABX,CN
5,108,2101,BrF,CN
5,108,2839,BrM,CN
5,109,2175,FL,CN
5,109,40,BrF,CN
5,109,39,BrM,CN
5,110,34,BrF,CN
5,110,2044,BrM,CN
5,112,42,FL,CN
5,112,800,BrF,CN
5,112,38,BrM,CN
5,113,2862,BrF,CN
5,113,2045,BrM,CN
5,116,2176,ABX,CN
5,116,2047,BrF,CN
5,116,2046,BrM,CN
5,117,2178,BrF,CN
5,117,2177,BrM,CN
5,121,2180,BrF,CN
5,121,2179,BrM,CN
5,123,2048,BrF,CN
5,123,1968,BrM,CN
5,125,2182,BrF,CN
5,125,2181,BrM,CN
5,126,2183,ABX,CN
5,126,1970,BrF,CN
5,126,1969,BrM,CN
5,127,1972,BrF,CN
5,127,1971,BrM,CN
5,129,2112,BrF,CN
5,129,1973,BrM,CN
5,131,1976,BrF,CN
5,131,1975,BrM,CN
5,132,2184,ABX,CN
5,132,1978,BrF,CN
5,132,1977,BrM,CN
5,133,2187,ABX,CN
5,133,2186,BrF,CN
5,133,2185,BrM,CN
5,134,2188,ABX,CN
5,134,2189,ABX,CN
5,134,1980,BrF,CN
5,134,1979,BrM,CN
5,137,2204,BrF,CN
5,137,2205,BrM,CN
5,138,2190,ABX,CN
5,138,2206,BrF,CN
5,138,1983,BrM,CN
5,144,2113,BrF,CN
5,144,1985,BrM,CN
5,146,2207,BrF,CN
5,146,2208,BrM,CN
5,148,2190,ABX,CN
5,148,2209,BrF,CN
5,148,2210,BrM,CN
5,150,2192,BrF,CN
5,150,2191,BrM,CN
5,153,2194,BrF,CN
5,153,2193,BrM,CN
5,154,2841,BrF,CN
5,154,2107,BrM,CN
5,157,2197,ABX,CN
5,157,2196,BrF,CN
5,157,2195,BrM,CN
5,158,2200,ABX,CN
5,158,2199,BrF,CN
5,158,2198,BrM,CN
5,160,2202,BrF,CN
5,160,2201,BrM,CN
5,163,31,BrF,CN
5,163,2203,BrM,CN
5,164,2058,BrF,CN
5,164,2057,BrM,CN
5,165,1995,BrF,CN
5,165,1994,BrM,CN
5,166,1997,BrF,CN
5,166,1996,BrM,CN
5,167,2000,BrF,CN
5,167,1999,BrM,CN
5,168,2063,BrF,CN
5,168,2739,BrM,CN
5,169,2065,BrF,CN
5,169,2064,BrM,CN
5,171,2108,BrF,CN
5,171,2004,BrM,CN
6,1,91,ABX,CN
6,1,2211,ABX,CN
6,1,2832,BrF,CN
6,1,2066,BrM,CN
6,3,2212,FL,CN
6,3,2213,FL,CN
6,3,2211,ABX,CN
6,3,2114,BrF,CN
6,3,2005,BrM,CN
6,4,105,FL,CN
6,4,2214,BrF,CN
6,4,23,BrM,CN
6,7,103,FL,CN
6,7,102,CH,CN
6,7,2215,ABX,CN
6,7,2115,BrF,CN
6,7,2774,BrM,CN
6,8,2216,FL,CN
6,8,2117,BrF,CN
6,8,2116,BrM,CN
6,9,2119,BrF,CN
6,9,2118,BrM,CN
6,12,2067,ABX,CN
6,12,789,BrF,CN
6,12,2120,BrM,CN
6,13,35,SEEN1,CN
6,13,2218,FL,CN
6,13,95,ABX,CN
6,13,96,ABX,CN
6,13,2217,ABX,CN
6,13,790,ABX,CN
6,13,1901,BrF,CN
6,13,1900,BrM,CN
6,14,112,FL,CN
6,14,2219,ABX,CN
6,14,2220,ABX,CN
6,14,2008,BrF,CN
6,14,2764,BrM,CN
6,15,2221,BrF,CN
6,15,1686,BrM,CN
6,16,433,FL,CN
6,16,2070,BrF,CN
6,16,22,BrM,CN
6,17,2859,BrF,CN
6,17,2121,BrM,CN
6,18,2224,FL,CN
6,18,2751,ABX,CN
6,18,2223,BrF,CN
6,18,2122,BrM,CN
6,19,2225,FL,CN
6,19,2122,ABX,CN
6,19,2750,BrF,CN
6,19,1903,BrM,CN
6,20,98,FL,CN
6,20,428,BrF,CN
6,20,28,BrM,CN
6,22,99,FL,CN
6,22,2760,BrF,CN
6,22,2754,BrM,CN
6,23,2226,ABX,CN
6,23,788,BrF,CN
6,23,2011,BrM,CN
6,24,2227,BrF,CN
6,24,29,BrM,CN
6,25,2229,FL,CN
6,25,2228,ABX,CN
6,25,427,ABX,CN
6,25,2749,BrF,CN
6,25,2071,BrM,CN
6,26,2230,ABX,CN
6,26,37,BrF,CN
6,26,36,BrM,CN
6,27,2231,FL,CN
6,27,2076,BrF,CN
6,27,2125,BrM,CN
6,28,2232,ABX,CN
6,28,1905,BrF,CN
6,28,2755,BrM,CN
6,30,2126,BrF,CN
6,30,21,BrM,CN
6,32,2234,FL,CN
6,32,2127,ABX,CN
6,32,2233,ABX,CN
6,32,2795,BrF,CN
6,32,2733,BrM,CN
6,33,2014,BrF,CN
6,33,2128,BrM,CN
6,34,2236,FL,CN
